"","OTU","assignmentQual","taxID","superkingdom","phylum","class","order","family","genus","species"
"24","ASV_25","High","9606","Eukaryota","Chordata","Mammalia","Primates","Hominidae","Homo","Homo sapiens"
"25","ASV_26","High","9773","Eukaryota","Chordata","Mammalia","Artiodactyla","Balaenopteridae","Megaptera","Megaptera novaeangliae"
"26","ASV_27","Low","39293","Eukaryota","Chordata","Mammalia","Carnivora","Phocidae","Cystophora","Cystophora cristata"
"27","ASV_28","Low","58085","Eukaryota","Chordata","Mammalia","Chiroptera","Pteropodidae","Syconycteris","Syconycteris australis"
"28","ASV_30","High-MH","None","Eukaryota","Chordata","Mammalia","Lagomorpha","Leporidae","Lepus",NA
"29","ASV_31","High","9606","Eukaryota","Chordata","Mammalia","Primates","Hominidae","Homo","Homo sapiens"
"30","ASV_32","High-MH","None","Eukaryota","Chordata","Mammalia","Primates","Hominidae",NA,NA
"31","ASV_33","Low","9771","Eukaryota","Chordata","Mammalia","Artiodactyla","Balaenopteridae","Balaenoptera","Balaenoptera musculus"
"32","ASV_34","High-MH","None","Eukaryota","Chordata","Mammalia","Rodentia","Muridae","Mus",NA
"33","ASV_35","Low","39089","Eukaryota","Chordata","Mammalia","Carnivora","Phocidae","Phoca","Phoca groenlandica"
"34","ASV_36","Low","9606","Eukaryota","Chordata","Mammalia","Primates","Hominidae","Homo","Homo sapiens"
"35","ASV_37","Low","9731","Eukaryota","Chordata","Mammalia","Artiodactyla","Delphinidae","Globicephala","Globicephala melas"
"36","ASV_38","High-MH","None","Eukaryota","Chordata","Mammalia","Artiodactyla","Delphinidae","Lagenorhynchus",NA
"37","ASV_39","Low","9606","Eukaryota","Chordata","Mammalia","Primates","Hominidae","Homo","Homo sapiens"
"38","ASV_40","High-MH","None","Can't find taxa in database","Can't find taxa in database","Can't find taxa in database","Can't find taxa in database","Can't find taxa in database","Can't find taxa in database","Can't find taxa in database"
"39","ASV_42","Low","30960","Eukaryota","Chordata","Actinopteri","Osmeriformes","Salangidae","Mallotus","Mallotus villosus"
"40","ASV_43","High","47230","Eukaryota","Chordata","Mammalia","Rodentia","Cricetidae","Microtus","Microtus arvalis"
"41","ASV_44","Low","9823","Eukaryota","Chordata","Mammalia","Artiodactyla","Suidae","Sus","Sus scrofa"
"42","ASV_45","Low","30960","Eukaryota","Chordata","Actinopteri","Osmeriformes","Salangidae","Mallotus","Mallotus villosus"
"43","ASV_46","High","47308","Eukaryota","Chordata","Actinopteri","Gobiiformes","Gobiidae","Neogobius","Neogobius melanostomus"
"44","ASV_47","High","39089","Eukaryota","Chordata","Mammalia","Carnivora","Phocidae","Phoca","Phoca groenlandica"
"45","ASV_48","High","9606","Eukaryota","Chordata","Mammalia","Primates","Hominidae","Homo","Homo sapiens"
"46","ASV_49","Low","9606","Eukaryota","Chordata","Mammalia","Primates","Hominidae","Homo","Homo sapiens"
"47","ASV_50","Low","27610","Eukaryota","Chordata","Mammalia","Artiodactyla","Delphinidae","Lagenorhynchus","Lagenorhynchus albirostris"
"48","ASV_51","High","9606","Eukaryota","Chordata","Mammalia","Primates","Hominidae","Homo","Homo sapiens"
"49","ASV_52","Low","9606","Eukaryota","Chordata","Mammalia","Primates","Hominidae","Homo","Homo sapiens"
"50","ASV_53","Low","9606","Eukaryota","Chordata","Mammalia","Primates","Hominidae","Homo","Homo sapiens"
"51","ASV_54","High","9606","Eukaryota","Chordata","Mammalia","Primates","Hominidae","Homo","Homo sapiens"
"52","ASV_55","Low","9771","Eukaryota","Chordata","Mammalia","Artiodactyla","Balaenopteridae","Balaenoptera","Balaenoptera musculus"
"53","ASV_56","Low","9606","Eukaryota","Chordata","Mammalia","Primates","Hominidae","Homo","Homo sapiens"
"54","ASV_57","High","9606","Eukaryota","Chordata","Mammalia","Primates","Hominidae","Homo","Homo sapiens"
"55","ASV_58","High","9606","Eukaryota","Chordata","Mammalia","Primates","Hominidae","Homo","Homo sapiens"
"56","ASV_59","Low","9606","Eukaryota","Chordata","Mammalia","Primates","Hominidae","Homo","Homo sapiens"
"57","ASV_60","Low","9606","Eukaryota","Chordata","Mammalia","Primates","Hominidae","Homo","Homo sapiens"
"58","ASV_61","High","9606","Eukaryota","Chordata","Mammalia","Primates","Hominidae","Homo","Homo sapiens"
"59","ASV_62","Low","9606","Eukaryota","Chordata","Mammalia","Primates","Hominidae","Homo","Homo sapiens"
"60","ASV_64","Low","9606","Eukaryota","Chordata","Mammalia","Primates","Hominidae","Homo","Homo sapiens"
"61","ASV_65","Low","9606","Eukaryota","Chordata","Mammalia","Primates","Hominidae","Homo","Homo sapiens"
"62","ASV_66","Low","9606","Eukaryota","Chordata","Mammalia","Primates","Hominidae","Homo","Homo sapiens"
"63","ASV_67","Low","9771","Eukaryota","Chordata","Mammalia","Artiodactyla","Balaenopteridae","Balaenoptera","Balaenoptera musculus"
"64","ASV_68","Low","39089","Eukaryota","Chordata","Mammalia","Carnivora","Phocidae","Phoca","Phoca groenlandica"
"65","ASV_69","High-MH","None","Eukaryota",NA,NA,NA,NA,NA,NA
"66","ASV_70","High","9986","Eukaryota","Chordata","Mammalia","Lagomorpha","Leporidae","Oryctolagus","Oryctolagus cuniculus"
"67","ASV_71","Low","9733","Eukaryota","Chordata","Mammalia","Artiodactyla","Delphinidae","Orcinus","Orcinus orca"
"68","ASV_72","Low","27610","Eukaryota","Chordata","Mammalia","Artiodactyla","Delphinidae","Lagenorhynchus","Lagenorhynchus albirostris"
"69","ASV_73","Low","9598","Eukaryota","Chordata","Mammalia","Primates","Hominidae","Pan","Pan troglodytes"
"70","ASV_74","High","9733","Eukaryota","Chordata","Mammalia","Artiodactyla","Delphinidae","Orcinus","Orcinus orca"
"71","ASV_75","Low","9771","Eukaryota","Chordata","Mammalia","Artiodactyla","Balaenopteridae","Balaenoptera","Balaenoptera musculus"
"72","ASV_76","Low","9771","Eukaryota","Chordata","Mammalia","Artiodactyla","Balaenopteridae","Balaenoptera","Balaenoptera musculus"
"73","ASV_77","High","9606","Eukaryota","Chordata","Mammalia","Primates","Hominidae","Homo","Homo sapiens"
"74","ASV_78","Low","39293","Eukaryota","Chordata","Mammalia","Carnivora","Phocidae","Cystophora","Cystophora cristata"
"75","ASV_79","Low","9767","Eukaryota","Chordata","Mammalia","Artiodactyla","Balaenopteridae","Balaenoptera","Balaenoptera acutorostrata"
"76","ASV_80","Low","39089","Eukaryota","Chordata","Mammalia","Carnivora","Phocidae","Phoca","Phoca groenlandica"
"77","ASV_81","High","27610","Eukaryota","Chordata","Mammalia","Artiodactyla","Delphinidae","Lagenorhynchus","Lagenorhynchus albirostris"
"78","ASV_82","High","9606","Eukaryota","Chordata","Mammalia","Primates","Hominidae","Homo","Homo sapiens"
"79","ASV_83","Low","9606","Eukaryota","Chordata","Mammalia","Primates","Hominidae","Homo","Homo sapiens"
"80","ASV_84","Low","9606","Eukaryota","Chordata","Mammalia","Primates","Hominidae","Homo","Homo sapiens"
"81","ASV_85","Low","27610","Eukaryota","Chordata","Mammalia","Artiodactyla","Delphinidae","Lagenorhynchus","Lagenorhynchus albirostris"
"82","ASV_86","Low","9771","Eukaryota","Chordata","Mammalia","Artiodactyla","Balaenopteridae","Balaenoptera","Balaenoptera musculus"
"83","ASV_87","High","9771","Eukaryota","Chordata","Mammalia","Artiodactyla","Balaenopteridae","Balaenoptera","Balaenoptera musculus"
"84","ASV_88","Low","9771","Eukaryota","Chordata","Mammalia","Artiodactyla","Balaenopteridae","Balaenoptera","Balaenoptera musculus"
"85","ASV_89","Low","9771","Eukaryota","Chordata","Mammalia","Artiodactyla","Balaenopteridae","Balaenoptera","Balaenoptera musculus"
"86","ASV_90","High","9606","Eukaryota","Chordata","Mammalia","Primates","Hominidae","Homo","Homo sapiens"
"87","ASV_91","Low","9771","Eukaryota","Chordata","Mammalia","Artiodactyla","Balaenopteridae","Balaenoptera","Balaenoptera musculus"
"88","ASV_92","Low","9606","Eukaryota","Chordata","Mammalia","Primates","Hominidae","Homo","Homo sapiens"
"89","ASV_93","High","9606","Eukaryota","Chordata","Mammalia","Primates","Hominidae","Homo","Homo sapiens"
"90","ASV_94","Low","9771","Eukaryota","Chordata","Mammalia","Artiodactyla","Balaenopteridae","Balaenoptera","Balaenoptera musculus"
"91","ASV_95","Low","9767","Eukaryota","Chordata","Mammalia","Artiodactyla","Balaenopteridae","Balaenoptera","Balaenoptera acutorostrata"
"92","ASV_97","High","9771","Eukaryota","Chordata","Mammalia","Artiodactyla","Balaenopteridae","Balaenoptera","Balaenoptera musculus"
"93","ASV_98","Low","9771","Eukaryota","Chordata","Mammalia","Artiodactyla","Balaenopteridae","Balaenoptera","Balaenoptera musculus"
"94","ASV_99","Low","9771","Eukaryota","Chordata","Mammalia","Artiodactyla","Balaenopteridae","Balaenoptera","Balaenoptera musculus"
"95","ASV_100","Low","27610","Eukaryota","Chordata","Mammalia","Artiodactyla","Delphinidae","Lagenorhynchus","Lagenorhynchus albirostris"
"96","ASV_101","High","27610","Eukaryota","Chordata","Mammalia","Artiodactyla","Delphinidae","Lagenorhynchus","Lagenorhynchus albirostris"
"97","ASV_102","Low","39089","Eukaryota","Chordata","Mammalia","Carnivora","Phocidae","Phoca","Phoca groenlandica"
"98","ASV_103","Low","27610","Eukaryota","Chordata","Mammalia","Artiodactyla","Delphinidae","Lagenorhynchus","Lagenorhynchus albirostris"
"99","ASV_104","Low","39089","Eukaryota","Chordata","Mammalia","Carnivora","Phocidae","Phoca","Phoca groenlandica"
"100","ASV_105","Low","30960","Eukaryota","Chordata","Actinopteri","Osmeriformes","Salangidae","Mallotus","Mallotus villosus"
"101","ASV_106","High","39089","Eukaryota","Chordata","Mammalia","Carnivora","Phocidae","Phoca","Phoca groenlandica"
"102","ASV_107","High","9606","Eukaryota","Chordata","Mammalia","Primates","Hominidae","Homo","Homo sapiens"
"103","ASV_108","Low","9606","Eukaryota","Chordata","Mammalia","Primates","Hominidae","Homo","Homo sapiens"
"104","ASV_109","Low","9606","Eukaryota","Chordata","Mammalia","Primates","Hominidae","Homo","Homo sapiens"
"105","ASV_110","Low","27610","Eukaryota","Chordata","Mammalia","Artiodactyla","Delphinidae","Lagenorhynchus","Lagenorhynchus albirostris"
"106","ASV_111","Low","30960","Eukaryota","Chordata","Actinopteri","Osmeriformes","Salangidae","Mallotus","Mallotus villosus"
"107","ASV_112","High","9767","Eukaryota","Chordata","Mammalia","Artiodactyla","Balaenopteridae","Balaenoptera","Balaenoptera acutorostrata"
"108","ASV_113","Low","9767","Eukaryota","Chordata","Mammalia","Artiodactyla","Balaenopteridae","Balaenoptera","Balaenoptera acutorostrata"
"109","ASV_114","Low","27610","Eukaryota","Chordata","Mammalia","Artiodactyla","Delphinidae","Lagenorhynchus","Lagenorhynchus albirostris"
"110","ASV_115","Low","27610","Eukaryota","Chordata","Mammalia","Artiodactyla","Delphinidae","Lagenorhynchus","Lagenorhynchus albirostris"
"111","ASV_116","Low","9606","Eukaryota","Chordata","Mammalia","Primates","Hominidae","Homo","Homo sapiens"
"112","ASV_117","High","9606","Eukaryota","Chordata","Mammalia","Primates","Hominidae","Homo","Homo sapiens"
"113","ASV_118","Low","9767","Eukaryota","Chordata","Mammalia","Artiodactyla","Balaenopteridae","Balaenoptera","Balaenoptera acutorostrata"
"114","ASV_119","Low","30960","Eukaryota","Chordata","Actinopteri","Osmeriformes","Salangidae","Mallotus","Mallotus villosus"
"115","ASV_120","Low","27610","Eukaryota","Chordata","Mammalia","Artiodactyla","Delphinidae","Lagenorhynchus","Lagenorhynchus albirostris"
"116","ASV_121","Low","124756","Eukaryota","Chordata","Mammalia","Chiroptera","Rhinopomatidae","Rhinopoma","Rhinopoma hardwickii"
"117","ASV_122","Low","9606","Eukaryota","Chordata","Mammalia","Primates","Hominidae","Homo","Homo sapiens"
"118","ASV_123","Low","39293","Eukaryota","Chordata","Mammalia","Carnivora","Phocidae","Cystophora","Cystophora cristata"
"119","ASV_124","Low","9767","Eukaryota","Chordata","Mammalia","Artiodactyla","Balaenopteridae","Balaenoptera","Balaenoptera acutorostrata"
"120","ASV_125","Low","9606","Eukaryota","Chordata","Mammalia","Primates","Hominidae","Homo","Homo sapiens"
"121","ASV_126","Low","9767","Eukaryota","Chordata","Mammalia","Artiodactyla","Balaenopteridae","Balaenoptera","Balaenoptera acutorostrata"
"122","ASV_127","Low","30960","Eukaryota","Chordata","Actinopteri","Osmeriformes","Salangidae","Mallotus","Mallotus villosus"
"123","ASV_128","High","9606","Eukaryota","Chordata","Mammalia","Primates","Hominidae","Homo","Homo sapiens"
"124","ASV_129","High","39293","Eukaryota","Chordata","Mammalia","Carnivora","Phocidae","Cystophora","Cystophora cristata"
"125","ASV_130","Low","30960","Eukaryota","Chordata","Actinopteri","Osmeriformes","Salangidae","Mallotus","Mallotus villosus"
"126","ASV_131","Low","39293","Eukaryota","Chordata","Mammalia","Carnivora","Phocidae","Cystophora","Cystophora cristata"
"127","ASV_132","Low","9771","Eukaryota","Chordata","Mammalia","Artiodactyla","Balaenopteridae","Balaenoptera","Balaenoptera musculus"
"128","ASV_133","Low","30960","Eukaryota","Chordata","Actinopteri","Osmeriformes","Salangidae","Mallotus","Mallotus villosus"
"129","ASV_134","Low","39293","Eukaryota","Chordata","Mammalia","Carnivora","Phocidae","Cystophora","Cystophora cristata"
"130","ASV_136","Low","39089","Eukaryota","Chordata","Mammalia","Carnivora","Phocidae","Phoca","Phoca groenlandica"
"131","ASV_137","Low","39089","Eukaryota","Chordata","Mammalia","Carnivora","Phocidae","Phoca","Phoca groenlandica"
"132","ASV_138","Low","30960","Eukaryota","Chordata","Actinopteri","Osmeriformes","Salangidae","Mallotus","Mallotus villosus"
"133","ASV_139","Low","30960","Eukaryota","Chordata","Actinopteri","Osmeriformes","Salangidae","Mallotus","Mallotus villosus"
"134","ASV_140","Low","39293","Eukaryota","Chordata","Mammalia","Carnivora","Phocidae","Cystophora","Cystophora cristata"
"135","ASV_141","Low","30960","Eukaryota","Chordata","Actinopteri","Osmeriformes","Salangidae","Mallotus","Mallotus villosus"
"136","ASV_142","Low","39089","Eukaryota","Chordata","Mammalia","Carnivora","Phocidae","Phoca","Phoca groenlandica"
"137","ASV_143","Low","30960","Eukaryota","Chordata","Actinopteri","Osmeriformes","Salangidae","Mallotus","Mallotus villosus"
"138","ASV_144","Low","30960","Eukaryota","Chordata","Actinopteri","Osmeriformes","Salangidae","Mallotus","Mallotus villosus"
"139","ASV_145","Low","30960","Eukaryota","Chordata","Actinopteri","Osmeriformes","Salangidae","Mallotus","Mallotus villosus"
"140","ASV_146","Low","9767","Eukaryota","Chordata","Mammalia","Artiodactyla","Balaenopteridae","Balaenoptera","Balaenoptera acutorostrata"
"141","ASV_147","Low","30960","Eukaryota","Chordata","Actinopteri","Osmeriformes","Salangidae","Mallotus","Mallotus villosus"
"142","ASV_148","Low","30960","Eukaryota","Chordata","Actinopteri","Osmeriformes","Salangidae","Mallotus","Mallotus villosus"
"143","ASV_149","Low","9731","Eukaryota","Chordata","Mammalia","Artiodactyla","Delphinidae","Globicephala","Globicephala melas"
"144","ASV_150","Low","9742","Eukaryota","Chordata","Mammalia","Artiodactyla","Phocoenidae","Phocoena","Phocoena phocoena"
"145","ASV_151","High","9606","Eukaryota","Chordata","Mammalia","Primates","Hominidae","Homo","Homo sapiens"
"146","ASV_153","High-MH","None","Eukaryota","Chordata","Actinopteri","Osmeriformes",NA,NA,NA
"147","ASV_154","Low","39293","Eukaryota","Chordata","Mammalia","Carnivora","Phocidae","Cystophora","Cystophora cristata"
"148","ASV_155","Low","9771","Eukaryota","Chordata","Mammalia","Artiodactyla","Balaenopteridae","Balaenoptera","Balaenoptera musculus"
"149","ASV_156","Low","9767","Eukaryota","Chordata","Mammalia","Artiodactyla","Balaenopteridae","Balaenoptera","Balaenoptera acutorostrata"
"150","ASV_157","Low","9771","Eukaryota","Chordata","Mammalia","Artiodactyla","Balaenopteridae","Balaenoptera","Balaenoptera musculus"
"151","ASV_159","Low","9771","Eukaryota","Chordata","Mammalia","Artiodactyla","Balaenopteridae","Balaenoptera","Balaenoptera musculus"
"152","ASV_160","Low","39089","Eukaryota","Chordata","Mammalia","Carnivora","Phocidae","Phoca","Phoca groenlandica"
"153","ASV_161","Low","9771","Eukaryota","Chordata","Mammalia","Artiodactyla","Balaenopteridae","Balaenoptera","Balaenoptera musculus"
"154","ASV_162","Low","9720","Eukaryota","Chordata","Mammalia","Carnivora","Phocidae","Phoca","Phoca vitulina"
"155","ASV_163","Low","9606","Eukaryota","Chordata","Mammalia","Primates","Hominidae","Homo","Homo sapiens"
"156","ASV_164","Low","9767","Eukaryota","Chordata","Mammalia","Artiodactyla","Balaenopteridae","Balaenoptera","Balaenoptera acutorostrata"
"157","ASV_165","Low","9767","Eukaryota","Chordata","Mammalia","Artiodactyla","Balaenopteridae","Balaenoptera","Balaenoptera acutorostrata"
"158","ASV_166","Low","27602","Eukaryota","Chordata","Mammalia","Artiodactyla","Balaenidae","Balaena","Balaena mysticetus"
"159","ASV_167","Low","9771","Eukaryota","Chordata","Mammalia","Artiodactyla","Balaenopteridae","Balaenoptera","Balaenoptera musculus"
"160","ASV_168","Low","27610","Eukaryota","Chordata","Mammalia","Artiodactyla","Delphinidae","Lagenorhynchus","Lagenorhynchus albirostris"
"161","ASV_169","Low","27610","Eukaryota","Chordata","Mammalia","Artiodactyla","Delphinidae","Lagenorhynchus","Lagenorhynchus albirostris"
"162","ASV_170","Low","9767","Eukaryota","Chordata","Mammalia","Artiodactyla","Balaenopteridae","Balaenoptera","Balaenoptera acutorostrata"
"163","ASV_171","Low","9771","Eukaryota","Chordata","Mammalia","Artiodactyla","Balaenopteridae","Balaenoptera","Balaenoptera musculus"
"164","ASV_172","Low","27610","Eukaryota","Chordata","Mammalia","Artiodactyla","Delphinidae","Lagenorhynchus","Lagenorhynchus albirostris"
"165","ASV_173","Low","39089","Eukaryota","Chordata","Mammalia","Carnivora","Phocidae","Phoca","Phoca groenlandica"
"166","ASV_174","Low","39089","Eukaryota","Chordata","Mammalia","Carnivora","Phocidae","Phoca","Phoca groenlandica"
"167","ASV_175","Low","30960","Eukaryota","Chordata","Actinopteri","Osmeriformes","Salangidae","Mallotus","Mallotus villosus"
"168","ASV_176","Low","39089","Eukaryota","Chordata","Mammalia","Carnivora","Phocidae","Phoca","Phoca groenlandica"
"169","ASV_177","Low","27610","Eukaryota","Chordata","Mammalia","Artiodactyla","Delphinidae","Lagenorhynchus","Lagenorhynchus albirostris"
"170","ASV_178","Low","9767","Eukaryota","Chordata","Mammalia","Artiodactyla","Balaenopteridae","Balaenoptera","Balaenoptera acutorostrata"
"171","ASV_179","Low","39089","Eukaryota","Chordata","Mammalia","Carnivora","Phocidae","Phoca","Phoca groenlandica"
"172","ASV_180","High","160595","Eukaryota","Chordata","Mammalia","Artiodactyla","Balaenidae","Eubalaena","Eubalaena australis"
"173","ASV_181","Low","39089","Eukaryota","Chordata","Mammalia","Carnivora","Phocidae","Phoca","Phoca groenlandica"
"174","ASV_182","Low","39089","Eukaryota","Chordata","Mammalia","Carnivora","Phocidae","Phoca","Phoca groenlandica"
"175","ASV_183","Low","9767","Eukaryota","Chordata","Mammalia","Artiodactyla","Balaenopteridae","Balaenoptera","Balaenoptera acutorostrata"
"176","ASV_184","Low","27602","Eukaryota","Chordata","Mammalia","Artiodactyla","Balaenidae","Balaena","Balaena mysticetus"
"177","ASV_185","Low","39293","Eukaryota","Chordata","Mammalia","Carnivora","Phocidae","Cystophora","Cystophora cristata"
"178","ASV_186","Low","39089","Eukaryota","Chordata","Mammalia","Carnivora","Phocidae","Phoca","Phoca groenlandica"
"179","ASV_187","Low","9823","Eukaryota","Chordata","Mammalia","Artiodactyla","Suidae","Sus","Sus scrofa"
"180","ASV_188","High","39089","Eukaryota","Chordata","Mammalia","Carnivora","Phocidae","Phoca","Phoca groenlandica"
"181","ASV_189","Low","27602","Eukaryota","Chordata","Mammalia","Artiodactyla","Balaenidae","Balaena","Balaena mysticetus"
"182","ASV_191","High-MH","None","Eukaryota","Chordata","Mammalia","Artiodactyla","Balaenidae",NA,NA
"183","ASV_192","Low","9742","Eukaryota","Chordata","Mammalia","Artiodactyla","Phocoenidae","Phocoena","Phocoena phocoena"
"184","ASV_193","High","10090","Eukaryota","Chordata","Mammalia","Rodentia","Muridae","Mus","Mus musculus"
"185","ASV_194","Low","27610","Eukaryota","Chordata","Mammalia","Artiodactyla","Delphinidae","Lagenorhynchus","Lagenorhynchus albirostris"
"186","ASV_195","Low","9767","Eukaryota","Chordata","Mammalia","Artiodactyla","Balaenopteridae","Balaenoptera","Balaenoptera acutorostrata"
"187","ASV_196","Low","30960","Eukaryota","Chordata","Actinopteri","Osmeriformes","Salangidae","Mallotus","Mallotus villosus"
"188","ASV_197","Low","9771","Eukaryota","Chordata","Mammalia","Artiodactyla","Balaenopteridae","Balaenoptera","Balaenoptera musculus"
"189","ASV_198","Low","30960","Eukaryota","Chordata","Actinopteri","Osmeriformes","Salangidae","Mallotus","Mallotus villosus"
"190","ASV_199","Low","9771","Eukaryota","Chordata","Mammalia","Artiodactyla","Balaenopteridae","Balaenoptera","Balaenoptera musculus"
"191","ASV_200","Low","39293","Eukaryota","Chordata","Mammalia","Carnivora","Phocidae","Cystophora","Cystophora cristata"
"192","ASV_202","Low","39089","Eukaryota","Chordata","Mammalia","Carnivora","Phocidae","Phoca","Phoca groenlandica"
"193","ASV_203","Low","30960","Eukaryota","Chordata","Actinopteri","Osmeriformes","Salangidae","Mallotus","Mallotus villosus"
"194","ASV_204","Low","27602","Eukaryota","Chordata","Mammalia","Artiodactyla","Balaenidae","Balaena","Balaena mysticetus"
"195","ASV_205","High","9606","Eukaryota","Chordata","Mammalia","Primates","Hominidae","Homo","Homo sapiens"
"196","ASV_206","Low","27610","Eukaryota","Chordata","Mammalia","Artiodactyla","Delphinidae","Lagenorhynchus","Lagenorhynchus albirostris"
"197","ASV_207","Low","39293","Eukaryota","Chordata","Mammalia","Carnivora","Phocidae","Cystophora","Cystophora cristata"
"198","ASV_208","High","9742","Eukaryota","Chordata","Mammalia","Artiodactyla","Phocoenidae","Phocoena","Phocoena phocoena"
"199","ASV_209","Low","39293","Eukaryota","Chordata","Mammalia","Carnivora","Phocidae","Cystophora","Cystophora cristata"
"200","ASV_210","Low","30960","Eukaryota","Chordata","Actinopteri","Osmeriformes","Salangidae","Mallotus","Mallotus villosus"
"201","ASV_211","Low","30960","Eukaryota","Chordata","Actinopteri","Osmeriformes","Salangidae","Mallotus","Mallotus villosus"
"202","ASV_212","Low","27610","Eukaryota","Chordata","Mammalia","Artiodactyla","Delphinidae","Lagenorhynchus","Lagenorhynchus albirostris"
"203","ASV_213","Low","39293","Eukaryota","Chordata","Mammalia","Carnivora","Phocidae","Cystophora","Cystophora cristata"
"204","ASV_214","Low","39293","Eukaryota","Chordata","Mammalia","Carnivora","Phocidae","Cystophora","Cystophora cristata"
"205","ASV_215","Low","39293","Eukaryota","Chordata","Mammalia","Carnivora","Phocidae","Cystophora","Cystophora cristata"
"206","ASV_217","Low","9742","Eukaryota","Chordata","Mammalia","Artiodactyla","Phocoenidae","Phocoena","Phocoena phocoena"
"207","ASV_218","High","327770","Eukaryota","Chordata","Actinopteri","Perciformes","Serranidae","Epinephelus","Epinephelus tukula"
"208","ASV_219","Low","39293","Eukaryota","Chordata","Mammalia","Carnivora","Phocidae","Cystophora","Cystophora cristata"
"209","ASV_220","Low","9606","Eukaryota","Chordata","Mammalia","Primates","Hominidae","Homo","Homo sapiens"
"210","ASV_221","Low","30960","Eukaryota","Chordata","Actinopteri","Osmeriformes","Salangidae","Mallotus","Mallotus villosus"
"211","ASV_222","Low","39293","Eukaryota","Chordata","Mammalia","Carnivora","Phocidae","Cystophora","Cystophora cristata"
"212","ASV_223","Low","30960","Eukaryota","Chordata","Actinopteri","Osmeriformes","Salangidae","Mallotus","Mallotus villosus"
"213","ASV_224","Low","39293","Eukaryota","Chordata","Mammalia","Carnivora","Phocidae","Cystophora","Cystophora cristata"
"214","ASV_225","Low","39293","Eukaryota","Chordata","Mammalia","Carnivora","Phocidae","Cystophora","Cystophora cristata"
"215","ASV_226","Low","9771","Eukaryota","Chordata","Mammalia","Artiodactyla","Balaenopteridae","Balaenoptera","Balaenoptera musculus"
"216","ASV_227","Low","9823","Eukaryota","Chordata","Mammalia","Artiodactyla","Suidae","Sus","Sus scrofa"
"217","ASV_229","Low","9823","Eukaryota","Chordata","Mammalia","Artiodactyla","Suidae","Sus","Sus scrofa"
"218","ASV_230","Low","39293","Eukaryota","Chordata","Mammalia","Carnivora","Phocidae","Cystophora","Cystophora cristata"
"219","ASV_231","Low","39293","Eukaryota","Chordata","Mammalia","Carnivora","Phocidae","Cystophora","Cystophora cristata"
