4,scientific_name,sample_alias,sample_title,sample_description,project name,collection date,geographic location (country and/or sea),geographic location (latitude),geographic location (longitude),broad-scale environmental context,local environmental context,environmental medium,elevation,depth,sample_accession,run_accession,experiment_accession
256318,metagenome,IS-GC1-080,IS-GC1-080,,IS-GC1-080,Jun-06,Atlantic Ocean,66.5015,-19.50567,shelf sea,benthos,Sediment,-301,0.8,SAMEA115939048,ERR13512181;ERR13512185;ERR13512186;ERR13514938;ERR13512180;ERR13512182;ERR13512183;ERR13512184;ERR13512187;ERR13514932;ERR13514934;ERR13514935;ERR13514937;ERR13514933;ERR13514936;ERR13514939,ERX12882084;ERX12882088;ERX12882089;ERX12884841;ERX12882083;ERX12882085;ERX12882086;ERX12882087;ERX12882090;ERX12884835;ERX12884837;ERX12884838;ERX12884840;ERX12884836;ERX12884839;ERX12884842
256318,metagenome,IS-GC1-084,IS-GC1-084,,IS-GC1-084,Jun-06,Atlantic Ocean,66.5015,-19.50567,shelf sea,benthos,Sediment,-301,0.84,SAMEA115939049,ERR13512190;ERR13512192;ERR13512195;ERR13514942;ERR13514944;ERR13514945;ERR13514946;ERR13514947;ERR13512188;ERR13512189;ERR13512193;ERR13512191;ERR13512194;ERR13514940;ERR13514941;ERR13514943,ERX12882093;ERX12882095;ERX12882098;ERX12884845;ERX12884847;ERX12884848;ERX12884849;ERX12884850;ERX12882091;ERX12882092;ERX12882096;ERX12882094;ERX12882097;ERX12884843;ERX12884844;ERX12884846
256318,metagenome,IS-GC1-088,IS-GC1-088,,IS-GC1-088,Jun-06,Atlantic Ocean,66.5015,-19.50567,shelf sea,benthos,Sediment,-301,0.88,SAMEA115939050,ERR13512196;ERR13512198;ERR13512202;ERR13514950;ERR13514952;ERR13514955;ERR13512203;ERR13512197;ERR13512199;ERR13512200;ERR13512201;ERR13514948;ERR13514949;ERR13514954;ERR13514951;ERR13514953,ERX12882099;ERX12882101;ERX12882105;ERX12884853;ERX12884855;ERX12884858;ERX12882106;ERX12882100;ERX12882102;ERX12882103;ERX12882104;ERX12884851;ERX12884852;ERX12884857;ERX12884854;ERX12884856
256318,metagenome,IS-GC1-092,IS-GC1-092,,IS-GC1-092,Jun-06,Atlantic Ocean,66.5015,-19.50567,shelf sea,benthos,Sediment,-301,0.92,SAMEA115939051,ERR13512205;ERR13512207;ERR13512210;ERR13512211;ERR13514958;ERR13514961;ERR13512209;ERR13512204;ERR13512206;ERR13512208;ERR13514957;ERR13514959;ERR13514963;ERR13514956;ERR13514960;ERR13514962,ERX12882108;ERX12882110;ERX12882113;ERX12882114;ERX12884861;ERX12884864;ERX12882112;ERX12882107;ERX12882109;ERX12882111;ERX12884860;ERX12884862;ERX12884866;ERX12884859;ERX12884863;ERX12884865
256318,metagenome,IS-GC1-096,IS-GC1-096,,IS-GC1-096,Jun-06,Atlantic Ocean,66.5015,-19.50567,shelf sea,benthos,Sediment,-301,0.96,SAMEA115939052,ERR13512219;ERR13514965;ERR13514969;ERR13512212;ERR13512213;ERR13512214;ERR13512215;ERR13512216;ERR13512217;ERR13512218;ERR13514964;ERR13514970;ERR13514971;ERR13514966;ERR13514967;ERR13514968,ERX12882122;ERX12884868;ERX12884872;ERX12882115;ERX12882116;ERX12882117;ERX12882118;ERX12882119;ERX12882120;ERX12882121;ERX12884867;ERX12884873;ERX12884874;ERX12884869;ERX12884870;ERX12884871
256318,metagenome,IS-GC1-100,IS-GC1-100,,IS-GC1-100,Jun-06,Atlantic Ocean,66.5015,-19.50567,shelf sea,benthos,Sediment,-301,1,SAMEA115939053,ERR13512221;ERR13512224;ERR13512227;ERR13514972;ERR13514978;ERR13514979;ERR13512226;ERR13512220;ERR13512222;ERR13512223;ERR13512225;ERR13514973;ERR13514974;ERR13514975;ERR13514976;ERR13514977,ERX12882124;ERX12882127;ERX12882130;ERX12884875;ERX12884881;ERX12884882;ERX12882129;ERX12882123;ERX12882125;ERX12882126;ERX12882128;ERX12884876;ERX12884877;ERX12884878;ERX12884879;ERX12884880
256318,metagenome,IS-GC1-104,IS-GC1-104,,IS-GC1-104,Jun-06,Atlantic Ocean,66.5015,-19.50567,shelf sea,benthos,Sediment,-301,1.04,SAMEA115939054,ERR13512228;ERR13512234;ERR13512235;ERR13514983;ERR13514985;ERR13512229;ERR13512230;ERR13512231;ERR13512233;ERR13512232;ERR13514986;ERR13514987;ERR13514980;ERR13514981;ERR13514982;ERR13514984,ERX12882131;ERX12882137;ERX12882138;ERX12884886;ERX12884888;ERX12882132;ERX12882133;ERX12882134;ERX12882136;ERX12882135;ERX12884889;ERX12884890;ERX12884883;ERX12884884;ERX12884885;ERX12884887
256318,metagenome,IS-GC1-108,IS-GC1-108,,IS-GC1-108,Jun-06,Atlantic Ocean,66.5015,-19.50567,shelf sea,benthos,Sediment,-301,1.08,SAMEA115939055,ERR13512236;ERR13512239;ERR13512240;ERR13512242;ERR13512243;ERR13514989;ERR13514991;ERR13514992;ERR13512241;ERR13512237;ERR13512238;ERR13514990;ERR13514993;ERR13514994;ERR13514995;ERR13514988,ERX12882139;ERX12882142;ERX12882143;ERX12882145;ERX12882146;ERX12884892;ERX12884894;ERX12884895;ERX12882144;ERX12882140;ERX12882141;ERX12884893;ERX12884896;ERX12884897;ERX12884898;ERX12884891
256318,metagenome,IS-GC1-112,IS-GC1-112,,IS-GC1-112,Jun-06,Atlantic Ocean,66.5015,-19.50567,shelf sea,benthos,Sediment,-301,1.12,SAMEA115939056,ERR13512249;ERR13512251;ERR13514997;ERR13512244;ERR13512246;ERR13512245;ERR13512247;ERR13512248;ERR13512250;ERR13514996;ERR13514999;ERR13515002;ERR13514998;ERR13515000;ERR13515001;ERR13515003,ERX12882152;ERX12882154;ERX12884900;ERX12882147;ERX12882149;ERX12882148;ERX12882150;ERX12882151;ERX12882153;ERX12884899;ERX12884902;ERX12884905;ERX12884901;ERX12884903;ERX12884904;ERX12884906
256318,metagenome,IS-GC1-116,IS-GC1-116,,IS-GC1-116,Jun-06,Atlantic Ocean,66.5015,-19.50567,shelf sea,benthos,Sediment,-301,1.16,SAMEA115939057,ERR13512257;ERR13515008;ERR13512252;ERR13512253;ERR13512254;ERR13512255;ERR13512256;ERR13512258;ERR13512259;ERR13515005;ERR13515009;ERR13515010;ERR13515004;ERR13515006;ERR13515007;ERR13515011,ERX12882160;ERX12884911;ERX12882155;ERX12882156;ERX12882157;ERX12882158;ERX12882159;ERX12882161;ERX12882162;ERX12884908;ERX12884912;ERX12884913;ERX12884907;ERX12884909;ERX12884910;ERX12884914
256318,metagenome,IS-GC1-120,IS-GC1-120,,IS-GC1-120,Jun-06,Atlantic Ocean,66.5015,-19.50567,shelf sea,benthos,Sediment,-301,1.2,SAMEA115939058,ERR13512263;ERR13515012;ERR13515017;ERR13515019;ERR13512261;ERR13512262;ERR13512265;ERR13512267;ERR13512260;ERR13512264;ERR13512266;ERR13515014;ERR13515016;ERR13515018;ERR13515013;ERR13515015,ERX12882166;ERX12884915;ERX12884920;ERX12884922;ERX12882164;ERX12882165;ERX12882168;ERX12882170;ERX12882163;ERX12882167;ERX12882169;ERX12884917;ERX12884919;ERX12884921;ERX12884916;ERX12884918
256318,metagenome,IS-GC1-124,IS-GC1-124,,IS-GC1-124,Jun-06,Atlantic Ocean,66.5015,-19.50567,shelf sea,benthos,Sediment,-301,1.24,SAMEA115939059,ERR13512268;ERR13512269;ERR13512270;ERR13512274;ERR13512275;ERR13515021;ERR13515026;ERR13512273;ERR13512271;ERR13512272;ERR13515023;ERR13515024;ERR13515027;ERR13515020;ERR13515022;ERR13515025,ERX12882171;ERX12882172;ERX12882173;ERX12882177;ERX12882178;ERX12884924;ERX12884929;ERX12882176;ERX12882174;ERX12882175;ERX12884926;ERX12884927;ERX12884930;ERX12884923;ERX12884925;ERX12884928
256318,metagenome,IS-GC1-128,IS-GC1-128,,IS-GC1-128,Jun-06,Atlantic Ocean,66.5015,-19.50567,shelf sea,benthos,Sediment,-301,1.28,SAMEA115939060,ERR13512276;ERR13512277;ERR13512280;ERR13515028;ERR13515029;ERR13515030;ERR13515032;ERR13515033;ERR13515035;ERR13512281;ERR13512283;ERR13512278;ERR13512279;ERR13512282;ERR13515034;ERR13515031,ERX12882179;ERX12882180;ERX12882183;ERX12884931;ERX12884932;ERX12884933;ERX12884935;ERX12884936;ERX12884938;ERX12882184;ERX12882186;ERX12882181;ERX12882182;ERX12882185;ERX12884937;ERX12884934
256318,metagenome,IS-GC1-132,IS-GC1-132,,IS-GC1-132,Jun-06,Atlantic Ocean,66.5015,-19.50567,shelf sea,benthos,Sediment,-301,1.32,SAMEA115939061,ERR13512285;ERR13512289;ERR13515036;ERR13515037;ERR13515043;ERR13512287;ERR13512288;ERR13512290;ERR13512284;ERR13512286;ERR13512291;ERR13515039;ERR13515041;ERR13515042;ERR13515038;ERR13515040,ERX12882188;ERX12882192;ERX12884939;ERX12884940;ERX12884946;ERX12882190;ERX12882191;ERX12882193;ERX12882187;ERX12882189;ERX12882194;ERX12884942;ERX12884944;ERX12884945;ERX12884941;ERX12884943
256318,metagenome,IS-GC1-136,IS-GC1-136,,IS-GC1-136,Jun-06,Atlantic Ocean,66.5015,-19.50567,shelf sea,benthos,Sediment,-301,1.36,SAMEA115939062,ERR13512295;ERR13515044;ERR13515046;ERR13515048;ERR13515050;ERR13515051;ERR13512292;ERR13512293;ERR13512294;ERR13512298;ERR13512299;ERR13512296;ERR13512297;ERR13515045;ERR13515047;ERR13515049,ERX12882198;ERX12884947;ERX12884949;ERX12884951;ERX12884953;ERX12884954;ERX12882195;ERX12882196;ERX12882197;ERX12882201;ERX12882202;ERX12882199;ERX12882200;ERX12884948;ERX12884950;ERX12884952
256318,metagenome,IS-GC1-140,IS-GC1-140,,IS-GC1-140,Jun-06,Atlantic Ocean,66.5015,-19.50567,shelf sea,benthos,Sediment,-301,1.4,SAMEA115939063,ERR13512303;ERR13512305;ERR13512306;ERR13515059;ERR13512302;ERR13512304;ERR13512307;ERR13512300;ERR13512301;ERR13515053;ERR13515055;ERR13515057;ERR13515058;ERR13515052;ERR13515054;ERR13515056,ERX12882206;ERX12882208;ERX12882209;ERX12884962;ERX12882205;ERX12882207;ERX12882210;ERX12882203;ERX12882204;ERX12884956;ERX12884958;ERX12884960;ERX12884961;ERX12884955;ERX12884957;ERX12884959
256318,metagenome,IS-GC1-144,IS-GC1-144,,IS-GC1-144,Jun-06,Atlantic Ocean,66.5015,-19.50567,shelf sea,benthos,Sediment,-301,1.44,SAMEA115939064,ERR13512313;ERR13515060;ERR13515061;ERR13515063;ERR13515064;ERR13515066;ERR13512308;ERR13512309;ERR13512310;ERR13512314;ERR13512315;ERR13512311;ERR13512312;ERR13515065;ERR13515067;ERR13515062,ERX12882216;ERX12884963;ERX12884964;ERX12884966;ERX12884967;ERX12884969;ERX12882211;ERX12882212;ERX12882213;ERX12882217;ERX12882218;ERX12882214;ERX12882215;ERX12884968;ERX12884970;ERX12884965
256318,metagenome,IS-GC1-148,IS-GC1-148,,IS-GC1-148,Jun-06,Atlantic Ocean,66.5015,-19.50567,shelf sea,benthos,Sediment,-301,1.48,SAMEA115939065,ERR13512318;ERR13512323;ERR13515068;ERR13515070;ERR13515071;ERR13515073;ERR13512316;ERR13512319;ERR13512320;ERR13512322;ERR13512317;ERR13512321;ERR13515074;ERR13515075;ERR13515069;ERR13515072,ERX12882221;ERX12882226;ERX12884971;ERX12884973;ERX12884974;ERX12884976;ERX12882219;ERX12882222;ERX12882223;ERX12882225;ERX12882220;ERX12882224;ERX12884977;ERX12884978;ERX12884972;ERX12884975
256318,metagenome,IS-GC1-152,IS-GC1-152,,IS-GC1-152,Jun-06,Atlantic Ocean,66.5015,-19.50567,shelf sea,benthos,Sediment,-301,1.52,SAMEA115939066,ERR13512330;ERR13512331;ERR13515076;ERR13515081;ERR13512325;ERR13512327;ERR13512328;ERR13512329;ERR13512324;ERR13512326;ERR13515077;ERR13515079;ERR13515083;ERR13515078;ERR13515080;ERR13515082,ERX12882233;ERX12882234;ERX12884979;ERX12884984;ERX12882228;ERX12882230;ERX12882231;ERX12882232;ERX12882227;ERX12882229;ERX12884980;ERX12884982;ERX12884986;ERX12884981;ERX12884983;ERX12884985
256318,metagenome,IS-GC1-156,IS-GC1-156,,IS-GC1-156,Jun-06,Atlantic Ocean,66.5015,-19.50567,shelf sea,benthos,Sediment,-301,1.56,SAMEA115939067,ERR13512338;ERR13515084;ERR13515085;ERR13515088;ERR13515090;ERR13512332;ERR13512333;ERR13512337;ERR13512339;ERR13512334;ERR13512335;ERR13512336;ERR13515087;ERR13515089;ERR13515091;ERR13515086,ERX12882241;ERX12884987;ERX12884988;ERX12884991;ERX12884993;ERX12882235;ERX12882236;ERX12882240;ERX12882242;ERX12882237;ERX12882238;ERX12882239;ERX12884990;ERX12884992;ERX12884994;ERX12884989
256318,metagenome,IS-GC1-160,IS-GC1-160,,IS-GC1-160,Jun-06,Atlantic Ocean,66.5015,-19.50567,shelf sea,benthos,Sediment,-301,1.6,SAMEA115939068,ERR13512343;ERR13512345;ERR13515098;ERR13515099;ERR13512342;ERR13512344;ERR13512346;ERR13512340;ERR13512341;ERR13512347;ERR13515093;ERR13515096;ERR13515092;ERR13515094;ERR13515095;ERR13515097,ERX12882246;ERX12882248;ERX12885001;ERX12885002;ERX12882245;ERX12882247;ERX12882249;ERX12882243;ERX12882244;ERX12882250;ERX12884996;ERX12884999;ERX12884995;ERX12884997;ERX12884998;ERX12885000
256318,metagenome,IS-GC1-164,IS-GC1-164,,IS-GC1-164,Jun-06,Atlantic Ocean,66.5015,-19.50567,shelf sea,benthos,Sediment,-301,1.64,SAMEA115939069,ERR13512348;ERR13512352;ERR13515100;ERR13515102;ERR13515107;ERR13512353;ERR13512354;ERR13512349;ERR13512350;ERR13512351;ERR13512355;ERR13515103;ERR13515106;ERR13515101;ERR13515104;ERR13515105,ERX12882251;ERX12882255;ERX12885003;ERX12885005;ERX12885010;ERX12882256;ERX12882257;ERX12882252;ERX12882253;ERX12882254;ERX12882258;ERX12885006;ERX12885009;ERX12885004;ERX12885007;ERX12885008
256318,metagenome,IS-GC1-168,IS-GC1-168,,IS-GC1-168,Jun-06,Atlantic Ocean,66.5015,-19.50567,shelf sea,benthos,Sediment,-301,1.68,SAMEA115939070,ERR13512358;ERR13515108;ERR13512357;ERR13512359;ERR13512360;ERR13512362;ERR13512356;ERR13512361;ERR13512363;ERR13515110;ERR13515111;ERR13515113;ERR13515114;ERR13515109;ERR13515112;ERR13515115,ERX12882261;ERX12885011;ERX12882260;ERX12882262;ERX12882263;ERX12882265;ERX12882259;ERX12882264;ERX12882266;ERX12885013;ERX12885014;ERX12885016;ERX12885017;ERX12885012;ERX12885015;ERX12885018
256318,metagenome,IS-GC1-172,IS-GC1-172,,IS-GC1-172,Jun-06,Atlantic Ocean,66.5015,-19.50567,shelf sea,benthos,Sediment,-301,1.72,SAMEA115939071,ERR13512366;ERR13512368;ERR13512371;ERR13515118;ERR13515119;ERR13515122;ERR13512365;ERR13512367;ERR13512369;ERR13512370;ERR13512364;ERR13515117;ERR13515120;ERR13515116;ERR13515121;ERR13515123,ERX12882269;ERX12882271;ERX12882274;ERX12885021;ERX12885022;ERX12885025;ERX12882268;ERX12882270;ERX12882272;ERX12882273;ERX12882267;ERX12885020;ERX12885023;ERX12885019;ERX12885024;ERX12885026
256318,metagenome,IS-GC1-176,IS-GC1-176,,IS-GC1-176,Jun-06,Atlantic Ocean,66.5015,-19.50567,shelf sea,benthos,Sediment,-301,1.76,SAMEA115939072,ERR13512374;ERR13512375;ERR13512376;ERR13515124;ERR13515126;ERR13515128;ERR13515129;ERR13512372;ERR13512373;ERR13512377;ERR13512378;ERR13512379;ERR13515125;ERR13515130;ERR13515127;ERR13515131,ERX12882277;ERX12882278;ERX12882279;ERX12885027;ERX12885029;ERX12885031;ERX12885032;ERX12882275;ERX12882276;ERX12882280;ERX12882281;ERX12882282;ERX12885028;ERX12885033;ERX12885030;ERX12885034
256318,metagenome,IS-GC1-180,IS-GC1-180,,IS-GC1-180,Jun-06,Atlantic Ocean,66.5015,-19.50567,shelf sea,benthos,Sediment,-301,1.8,SAMEA115939073,ERR13515136;ERR13512380;ERR13512384;ERR13512386;ERR13512381;ERR13512382;ERR13512383;ERR13512385;ERR13512387;ERR13515138;ERR13515139;ERR13515132;ERR13515133;ERR13515134;ERR13515135;ERR13515137,ERX12885039;ERX12882283;ERX12882287;ERX12882289;ERX12882284;ERX12882285;ERX12882286;ERX12882288;ERX12882290;ERX12885041;ERX12885042;ERX12885035;ERX12885036;ERX12885037;ERX12885038;ERX12885040
256318,metagenome,IS-GC6-000,IS-GC6-000,,IS-GC6-000,Jun-06,Atlantic Ocean,66.553,-17.70067,shelf sea,benthos,Sediment,-279,0,SAMEA115939074,ERR13512389;ERR13512390;ERR13515141;ERR13515145;ERR13515146;ERR13512388;ERR13512392;ERR13512391;ERR13512393;ERR13512394;ERR13512395;ERR13515140;ERR13515143;ERR13515147;ERR13515142;ERR13515144,ERX12882292;ERX12882293;ERX12885044;ERX12885048;ERX12885049;ERX12882291;ERX12882295;ERX12882294;ERX12882296;ERX12882297;ERX12882298;ERX12885043;ERX12885046;ERX12885050;ERX12885045;ERX12885047
256318,metagenome,IS-GC6-004,IS-GC6-004,,IS-GC6-004,Jun-06,Atlantic Ocean,66.553,-17.70067,shelf sea,benthos,Sediment,-279,0.04,SAMEA115939075,ERR13512400;ERR13515152;ERR13512396;ERR13512397;ERR13512399;ERR13512401;ERR13512402;ERR13512403;ERR13512398;ERR13515149;ERR13515151;ERR13515154;ERR13515155;ERR13515148;ERR13515150;ERR13515153,ERX12882303;ERX12885055;ERX12882299;ERX12882300;ERX12882302;ERX12882304;ERX12882305;ERX12882306;ERX12882301;ERX12885052;ERX12885054;ERX12885057;ERX12885058;ERX12885051;ERX12885053;ERX12885056
256318,metagenome,IS-GC6-008,IS-GC6-008,,IS-GC6-008,Jun-06,Atlantic Ocean,66.553,-17.70067,shelf sea,benthos,Sediment,-279,0.08,SAMEA115939076,ERR13512405;ERR13512407;ERR13512408;ERR13515157;ERR13515161;ERR13515162;ERR13512406;ERR13512410;ERR13512411;ERR13512404;ERR13512409;ERR13515156;ERR13515158;ERR13515163;ERR13515159;ERR13515160,ERX12882308;ERX12882310;ERX12882311;ERX12885060;ERX12885064;ERX12885065;ERX12882309;ERX12882313;ERX12882314;ERX12882307;ERX12882312;ERX12885059;ERX12885061;ERX12885066;ERX12885062;ERX12885063
256318,metagenome,IS-GC6-012,IS-GC6-012,,IS-GC6-012,Jun-06,Atlantic Ocean,66.553,-17.70067,shelf sea,benthos,Sediment,-279,0.12,SAMEA115939077,ERR13512412;ERR13512414;ERR13515164;ERR13515170;ERR13515171;ERR13512413;ERR13512415;ERR13512417;ERR13512416;ERR13512418;ERR13512419;ERR13515167;ERR13515168;ERR13515165;ERR13515166;ERR13515169,ERX12882315;ERX12882317;ERX12885067;ERX12885073;ERX12885074;ERX12882316;ERX12882318;ERX12882320;ERX12882319;ERX12882321;ERX12882322;ERX12885070;ERX12885071;ERX12885068;ERX12885069;ERX12885072
256318,metagenome,IS-GC6-016,IS-GC6-016,,IS-GC6-016,Jun-06,Atlantic Ocean,66.553,-17.70067,shelf sea,benthos,Sediment,-279,0.16,SAMEA115939078,ERR13512425;ERR13512426;ERR13515178;ERR13515179;ERR13512420;ERR13512421;ERR13512422;ERR13512423;ERR13512424;ERR13512427;ERR13515175;ERR13515177;ERR13515172;ERR13515173;ERR13515174;ERR13515176,ERX12882328;ERX12882329;ERX12885081;ERX12885082;ERX12882323;ERX12882324;ERX12882325;ERX12882326;ERX12882327;ERX12882330;ERX12885078;ERX12885080;ERX12885075;ERX12885076;ERX12885077;ERX12885079
256318,metagenome,IS-GC6-020,IS-GC6-020,,IS-GC6-020,Jun-06,Atlantic Ocean,66.553,-17.70067,shelf sea,benthos,Sediment,-279,0.2,SAMEA115939079,ERR13512429;ERR13512431;ERR13512433;ERR13515180;ERR13515181;ERR13515185;ERR13512434;ERR13512435;ERR13512428;ERR13512430;ERR13512432;ERR13515183;ERR13515184;ERR13515186;ERR13515187;ERR13515182,ERX12882332;ERX12882334;ERX12882336;ERX12885083;ERX12885084;ERX12885088;ERX12882337;ERX12882338;ERX12882331;ERX12882333;ERX12882335;ERX12885086;ERX12885087;ERX12885089;ERX12885090;ERX12885085
256318,metagenome,IS-GC6-024,IS-GC6-024,,IS-GC6-024,Jun-06,Atlantic Ocean,66.553,-17.70067,shelf sea,benthos,Sediment,-279,0.24,SAMEA115939080,ERR13515191;ERR13515194;ERR13512437;ERR13512438;ERR13512443;ERR13512436;ERR13512439;ERR13512440;ERR13512441;ERR13512442;ERR13515193;ERR13515188;ERR13515189;ERR13515190;ERR13515192;ERR13515195,ERX12885094;ERX12885097;ERX12882340;ERX12882341;ERX12882346;ERX12882339;ERX12882342;ERX12882343;ERX12882344;ERX12882345;ERX12885096;ERX12885091;ERX12885092;ERX12885093;ERX12885095;ERX12885098
256318,metagenome,IS-GC6-028,IS-GC6-028,,IS-GC6-028,Jun-06,Atlantic Ocean,66.553,-17.70067,shelf sea,benthos,Sediment,-279,0.28,SAMEA115939081,ERR13512444;ERR13512448;ERR13512450;ERR13512451;ERR13515196;ERR13515197;ERR13515198;ERR13515200;ERR13515201;ERR13515203;ERR13512449;ERR13512445;ERR13512446;ERR13512447;ERR13515202;ERR13515199,ERX12882347;ERX12882351;ERX12882353;ERX12882354;ERX12885099;ERX12885100;ERX12885101;ERX12885103;ERX12885104;ERX12885106;ERX12882352;ERX12882348;ERX12882349;ERX12882350;ERX12885105;ERX12885102
256318,metagenome,IS-GC6-032,IS-GC6-032,,IS-GC6-032,Jun-06,Atlantic Ocean,66.553,-17.70067,shelf sea,benthos,Sediment,-279,0.32,SAMEA115939082,ERR13512452;ERR13512456;ERR13515204;ERR13515209;ERR13515210;ERR13512453;ERR13512459;ERR13512454;ERR13512455;ERR13512457;ERR13512458;ERR13515205;ERR13515207;ERR13515208;ERR13515206;ERR13515211,ERX12882355;ERX12882359;ERX12885107;ERX12885112;ERX12885113;ERX12882356;ERX12882362;ERX12882357;ERX12882358;ERX12882360;ERX12882361;ERX12885108;ERX12885110;ERX12885111;ERX12885109;ERX12885114
256318,metagenome,IS-GC6-036,IS-GC6-036,,IS-GC6-036,Jun-06,Atlantic Ocean,66.553,-17.70067,shelf sea,benthos,Sediment,-279,0.36,SAMEA115939083,ERR13512460;ERR13512464;ERR13512465;ERR13515213;ERR13515214;ERR13515216;ERR13515217;ERR13515218;ERR13515219;ERR13512462;ERR13512463;ERR13512466;ERR13512461;ERR13512467;ERR13515215;ERR13515212,ERX12882363;ERX12882367;ERX12882368;ERX12885116;ERX12885117;ERX12885119;ERX12885120;ERX12885121;ERX12885122;ERX12882365;ERX12882366;ERX12882369;ERX12882364;ERX12882370;ERX12885118;ERX12885115
256318,metagenome,IS-GC6-040,IS-GC6-040,,IS-GC6-040,Jun-06,Atlantic Ocean,66.553,-17.70067,shelf sea,benthos,Sediment,-279,0.4,SAMEA115939084,ERR13512469;ERR13512470;ERR13512473;ERR13512475;ERR13515220;ERR13512468;ERR13512471;ERR13512472;ERR13512474;ERR13515226;ERR13515221;ERR13515222;ERR13515223;ERR13515224;ERR13515225;ERR13515227,ERX12882372;ERX12882373;ERX12882376;ERX12882378;ERX12885123;ERX12882371;ERX12882374;ERX12882375;ERX12882377;ERX12885129;ERX12885124;ERX12885125;ERX12885126;ERX12885127;ERX12885128;ERX12885130
256318,metagenome,IS-GC6-044,IS-GC6-044,,IS-GC6-044,Jun-06,Atlantic Ocean,66.553,-17.70067,shelf sea,benthos,Sediment,-279,0.44,SAMEA115939085,ERR13512479;ERR13512481;ERR13512483;ERR13515228;ERR13515231;ERR13515235;ERR13512477;ERR13512482;ERR13512476;ERR13512478;ERR13512480;ERR13515229;ERR13515230;ERR13515232;ERR13515233;ERR13515234,ERX12882382;ERX12882384;ERX12882386;ERX12885131;ERX12885134;ERX12885138;ERX12882380;ERX12882385;ERX12882379;ERX12882381;ERX12882383;ERX12885132;ERX12885133;ERX12885135;ERX12885136;ERX12885137
256318,metagenome,IS-GC6-048,IS-GC6-048,,IS-GC6-048,Jun-06,Atlantic Ocean,66.553,-17.70067,shelf sea,benthos,Sediment,-279,0.48,SAMEA115939086,ERR13512487;ERR13512488;ERR13515236;ERR13515239;ERR13515240;ERR13512484;ERR13512486;ERR13512491;ERR13512485;ERR13512489;ERR13512490;ERR13515238;ERR13515241;ERR13515242;ERR13515243;ERR13515237,ERX12882390;ERX12882391;ERX12885139;ERX12885142;ERX12885143;ERX12882387;ERX12882389;ERX12882394;ERX12882388;ERX12882392;ERX12882393;ERX12885141;ERX12885144;ERX12885145;ERX12885146;ERX12885140
256318,metagenome,IS-GC6-052,IS-GC6-052,,IS-GC6-052,Jun-06,Atlantic Ocean,66.553,-17.70067,shelf sea,benthos,Sediment,-279,0.52,SAMEA115939087,ERR13512492;ERR13512493;ERR13512494;ERR13512497;ERR13512498;ERR13515244;ERR13515248;ERR13512496;ERR13512499;ERR13512495;ERR13515249;ERR13515250;ERR13515251;ERR13515245;ERR13515246;ERR13515247,ERX12882395;ERX12882396;ERX12882397;ERX12882400;ERX12882401;ERX12885147;ERX12885151;ERX12882399;ERX12882402;ERX12882398;ERX12885152;ERX12885153;ERX12885154;ERX12885148;ERX12885149;ERX12885150
256318,metagenome,IS-GC6-056,IS-GC6-056,,IS-GC6-056,Jun-06,Atlantic Ocean,66.553,-17.70067,shelf sea,benthos,Sediment,-279,0.56,SAMEA115939088,ERR13512502;ERR13512506;ERR13515252;ERR13515253;ERR13512504;ERR13512500;ERR13512501;ERR13512503;ERR13512505;ERR13512507;ERR13515256;ERR13515258;ERR13515254;ERR13515255;ERR13515257;ERR13515259,ERX12882405;ERX12882409;ERX12885155;ERX12885156;ERX12882407;ERX12882403;ERX12882404;ERX12882406;ERX12882408;ERX12882410;ERX12885159;ERX12885161;ERX12885157;ERX12885158;ERX12885160;ERX12885162
256318,metagenome,IS-GC6-060,IS-GC6-060,,IS-GC6-060,Jun-06,Atlantic Ocean,66.553,-17.70067,shelf sea,benthos,Sediment,-279,0.6,SAMEA115939089,ERR13512511;ERR13512512;ERR13512513;ERR13512514;ERR13515261;ERR13515262;ERR13515263;ERR13515264;ERR13515267;ERR13512510;ERR13512508;ERR13512509;ERR13512515;ERR13515260;ERR13515266;ERR13515265,ERX12882414;ERX12882415;ERX12882416;ERX12882417;ERX12885164;ERX12885165;ERX12885166;ERX12885167;ERX12885170;ERX12882413;ERX12882411;ERX12882412;ERX12882418;ERX12885163;ERX12885169;ERX12885168
256318,metagenome,IS-GC6-064,IS-GC6-064,,IS-GC6-064,Jun-06,Atlantic Ocean,66.553,-17.70067,shelf sea,benthos,Sediment,-279,0.64,SAMEA115939090,ERR13512518;ERR13512520;ERR13515268;ERR13515275;ERR13512516;ERR13512517;ERR13512519;ERR13512521;ERR13512522;ERR13512523;ERR13515270;ERR13515272;ERR13515269;ERR13515271;ERR13515273;ERR13515274,ERX12882421;ERX12882423;ERX12885171;ERX12885178;ERX12882419;ERX12882420;ERX12882422;ERX12882424;ERX12882425;ERX12882426;ERX12885173;ERX12885175;ERX12885172;ERX12885174;ERX12885176;ERX12885177
