"","SenseDemultiplex","SenseStripped","AntiSenseDemultiplex","AntSenseStripped"
"EUK.Neg8_5_3-5.S",3,3,0,0
"EUK.Neg8_6_3-6.S",1,1,1,1
"EUK.Neg8_7_3-7.S",0,0,0,0
"EUK.Neg8_8_3-8.S",1,1,6,5
"EUK.Neg9_1_3-1.S",0,0,1,1
"EUK.Neg9_2_3-2.S",0,0,2,2
"EUK.Neg9_3_3-3.S",0,0,0,0
"EUK.Neg9_4_3-4.S",1,1,0,0
"EUK.Neg9_5_3-5.S",0,0,1,1
"EUK.Neg9_6_3-6.S",0,0,0,0
"EUK.Neg9_7_3-7.S",0,0,1,1
"EUK.Neg9_8_3-8.S",1,1,0,0
"EUK.PC019_100_1_2-1.S",79961,79239,80550,79648
"EUK.PC019_100_2_2-2.S",113305,112079,126969,125172
"EUK.PC019_100_3_2-3.S",118198,116734,112331,110897
"EUK.PC019_100_4_2-4.S",29807,29484,28301,27968
"EUK.PC019_100_5_2-5.S",172279,170680,156698,155102
"EUK.PC019_100_6_2-6.S",104901,103896,98757,97725
"EUK.PC019_100_7_2-7.S",179642,177621,185124,182721
"EUK.PC019_100_8_2-8.S",129487,128135,139038,137784
"EUK.PC019_101_1_2-1.S",159294,157572,179939,177601
"EUK.PC019_101_2_2-2.S",48775,48303,50483,49930
"EUK.PC019_101_3_2-3.S",97601,96705,97850,96884
"EUK.PC019_101_4_2-4.S",97044,95894,105525,104151
"EUK.PC019_101_5_2-5.S",119426,118129,127472,125872
"EUK.PC019_101_6_2-6.S",79617,78902,83819,82905
"EUK.PC019_101_7_2-7.S",139837,138747,159551,157800
"EUK.PC019_101_8_2-8.S",127461,126187,128906,127704
"EUK.PC019_102_1_2-1.S",35542,34988,35744,35124
"EUK.PC019_102_2_2-2.S",83769,83113,90296,89245
"EUK.PC019_102_3_2-3.S",113118,111971,124932,123459
"EUK.PC019_102_4_2-4.S",75171,74300,76769,75827
"EUK.PC019_102_5_2-5.S",76021,75162,84385,83477
"EUK.PC019_102_6_2-6.S",36135,35593,37740,37103
"EUK.PC019_102_7_2-7.S",72581,71957,84027,83151
"EUK.PC019_102_8_2-8.S",106050,105018,105117,104046
"EUK.PC019_103_1_2-1.S",47934,47363,45106,44590
"EUK.PC019_103_2_2-2.S",83908,82978,80687,79706
"EUK.PC019_103_3_2-3.S",41637,41025,46129,45420
"EUK.PC019_103_4_2-4.S",138691,136470,159396,156665
"EUK.PC019_103_5_2-5.S",108504,107122,110282,108617
"EUK.PC019_103_6_2-6.S",106258,104552,119758,117840
"EUK.PC019_103_7_2-7.S",122105,120511,146280,144007
"EUK.PC019_103_8_2-8.S",171763,169734,169252,167026
"EUK.PC019_104_1_2-1.S",29853,29357,31311,30729
"EUK.PC019_104_2_2-2.S",54465,53624,62920,61965
"EUK.PC019_104_3_2-3.S",99862,98523,115080,113098
"EUK.PC019_104_4_2-4.S",131119,129218,129638,127421
"EUK.PC019_104_5_2-5.S",75727,74457,74398,72966
"EUK.PC019_104_6_2-6.S",125835,124396,127741,126092
"EUK.PC019_104_7_2-7.S",101581,100348,92910,91759
"EUK.PC019_104_8_2-8.S",191129,189041,179171,177088
"EUK.PC019_105_1_2-1.S",77964,76781,79266,78000
"EUK.PC019_105_2_2-2.S",45305,44436,44738,43776
"EUK.PC019_105_3_2-3.S",86584,85523,99287,97887
"EUK.PC019_105_4_2-4.S",55783,54987,55866,55068
"EUK.PC019_105_5_2-5.S",57279,56674,60840,60043
"EUK.PC019_105_6_2-6.S",53475,52689,59959,59063
"EUK.PC019_105_7_2-7.S",14614,14364,15021,14727
"EUK.PC019_105_8_2-8.S",129602,128484,134871,133367
"EUK.PC019_106_1_2-1.S",67816,66969,72849,71810
"EUK.PC019_106_2_2-2.S",86553,85622,92758,91551
"EUK.PC019_106_3_2-3.S",114089,112583,125547,123403
"EUK.PC019_106_4_2-4.S",67763,66724,73534,72299
"EUK.PC019_106_5_2-5.S",120015,118572,119285,117680
"EUK.PC019_106_6_2-6.S",84662,83415,85611,84218
"EUK.PC019_106_7_2-7.S",107660,106287,128373,126288
"EUK.PC019_106_8_2-8.S",104291,103104,103129,101963
"EUK.PC019_107_1_2-1.S",86345,85001,92392,90839
"EUK.PC019_107_2_2-2.S",145989,144195,147432,145312
"EUK.PC019_107_3_2-3.S",93383,91903,98616,96796
"EUK.PC019_107_4_2-4.S",69507,68406,76621,75392
"EUK.PC019_107_5_2-5.S",78681,77609,80607,79221
"EUK.PC019_107_6_2-6.S",116328,114915,114003,112503
"EUK.PC019_107_7_2-7.S",106343,105190,112798,111263
"EUK.PC019_107_8_2-8.S",115632,114229,123622,121880
"EUK.PC019_108_1_2-1.S",89740,88733,84947,83902
"EUK.PC019_108_2_2-2.S",71416,70781,76021,75135
"EUK.PC019_108_3_2-3.S",112310,110606,127564,125190
"EUK.PC019_108_4_2-4.S",48007,47336,47037,46255
"EUK.PC019_108_5_2-5.S",82754,81757,79976,78889
"EUK.PC019_108_6_2-6.S",116797,115277,124011,122087
"EUK.PC019_108_7_2-7.S",180295,178236,169153,166803
"EUK.PC019_108_8_2-8.S",155229,153294,155211,153122
"EUK.PC019_109_1_2-1.S",54148,53440,58758,57978
"EUK.PC019_109_2_2-2.S",158753,156900,173900,171512
"EUK.PC019_109_3_2-3.S",31782,31381,31826,31384
"EUK.PC019_109_4_2-4.S",100727,99706,99274,98050
"EUK.PC019_109_5_2-5.S",98793,97597,106828,105511
"EUK.PC019_109_6_2-6.S",114652,113353,122102,120523
"EUK.PC019_109_7_2-7.S",136400,135046,158502,156504
"EUK.PC019_109_8_2-8.S",143589,142316,150638,148936
"EUK.PC019_110_1_2-1.S",38990,38495,44617,44108
"EUK.PC019_110_2_2-2.S",41127,40506,41657,40990
"EUK.PC019_110_3_2-3.S",99765,98742,108122,106641
"EUK.PC019_110_4_2-4.S",169473,167547,179834,177489
"EUK.PC019_110_5_2-5.S",199311,197113,206625,204237
"EUK.PC019_110_6_2-6.S",68558,67723,63118,62345
"EUK.PC019_110_7_2-7.S",90340,88809,90659,88947
"EUK.PC019_110_8_2-8.S",83457,82692,90788,89900
"EUK.PC019_111_1_2-1.S",70015,68959,71153,70061
"EUK.PC019_111_2_2-2.S",39360,38805,42849,42158
"EUK.PC019_111_3_2-3.S",109082,107542,127999,126165
"EUK.PC019_111_4_2-4.S",178065,175982,194422,191604
"EUK.PC019_111_5_2-5.S",131220,129706,133010,131216
"EUK.PC019_111_6_2-6.S",153260,151486,168422,166225
"EUK.PC019_111_7_2-7.S",161113,159628,165209,163258
"EUK.PC019_111_8_2-8.S",140236,138860,133117,131995
"EUK.PC019_112_1_2-1.S",37761,37423,42196,41749
"EUK.PC019_112_2_2-2.S",54534,53918,53811,53200
"EUK.PC019_112_3_2-3.S",89779,88352,94109,92385
"EUK.PC019_112_4_2-4.S",83579,82763,95202,94124
"EUK.PC019_112_5_2-5.S",73037,72306,72161,71423
"EUK.PC019_112_6_2-6.S",149907,148487,130661,129380
"EUK.PC019_112_7_2-7.S",84197,83327,100792,99669
"EUK.PC019_112_8_2-8.S",24912,24594,24015,23719
"EUK.PC019_113_1_2-1.S",114148,113187,117175,116156
"EUK.PC019_113_2_2-2.S",100545,99674,112842,111837
"EUK.PC019_113_3_2-3.S",140686,139387,159949,158053
"EUK.PC019_113_4_2-4.S",126595,125522,136322,134681
"EUK.PC019_113_5_2-5.S",82893,82026,92759,91831
"EUK.PC019_113_6_2-6.S",121387,120055,133168,131845
"EUK.PC019_113_7_2-7.S",124610,123342,132384,130772
"EUK.PC019_113_8_2-8.S",161939,160461,174912,173247
"EUK.PC019_114_1_2-1.S",53831,53336,54887,54304
"EUK.PC019_114_2_2-2.S",133332,132163,148841,147374
"EUK.PC019_114_3_2-3.S",283562,280737,262472,259371
"EUK.PC019_114_4_2-4.S",159182,157291,159653,157613
"EUK.PC019_114_5_2-5.S",111670,110594,125211,124092
"EUK.PC019_114_6_2-6.S",71194,70575,71219,70499
"EUK.PC019_114_7_2-7.S",235426,233674,224318,222305
"EUK.PC019_114_8_2-8.S",202948,201630,196040,194468
"EUK.PC019_115_1_2-1.S",36233,35930,35246,34899
"EUK.PC019_115_2_2-2.S",154028,152890,148269,146992
"EUK.PC019_115_3_2-3.S",119923,118913,118609,117323
"EUK.PC019_115_4_2-4.S",112683,111355,106390,104882
"EUK.PC019_115_5_2-5.S",68413,67764,65605,64813
"EUK.PC019_115_6_2-6.S",121221,120251,114036,112864
"EUK.PC019_115_7_2-7.S",200972,199164,226159,223692
"EUK.PC019_115_8_2-8.S",231729,230033,201015,199427
"EUK.PC019_116_1_2-1.S",160303,158677,176071,174317
"EUK.PC019_116_2_2-2.S",79612,78834,82679,81730
"EUK.PC019_116_3_2-3.S",122937,121619,142429,140597
"EUK.PC019_116_4_2-4.S",61298,60707,61487,60811
"EUK.PC019_116_5_2-5.S",125991,125002,121726,120709
"EUK.PC019_116_6_2-6.S",165810,164412,169187,167597
"EUK.PC019_116_7_2-7.S",160282,159003,181135,179397
"EUK.PC019_116_8_2-8.S",189440,188011,206828,205092
"EUK.PC019_117_1_2-1.S",101532,100725,106433,105510
"EUK.PC019_117_2_2-2.S",70815,70319,79134,78511
"EUK.PC019_117_3_2-3.S",31198,30865,31042,30607
"EUK.PC019_117_4_2-4.S",113994,113150,118578,117364
"EUK.PC019_117_5_2-5.S",170009,168819,181299,179830
"EUK.PC019_117_6_2-6.S",48835,48490,55008,54539
"EUK.PC019_117_7_2-7.S",105668,104629,104326,103369
"EUK.PC019_117_8_2-8.S",182161,180161,181356,179078
"EUK.PC019_118_1_2-1.S",139304,138162,165284,163672
"EUK.PC019_118_2_2-2.S",199723,198480,220438,218736
"EUK.PC019_118_3_2-3.S",97618,96696,91706,90936
"EUK.PC019_118_4_2-4.S",88621,87895,80876,80166
"EUK.PC019_118_5_2-5.S",20680,20476,22224,22045
"EUK.PC019_118_6_2-6.S",66348,65686,69277,68542
"EUK.PC019_118_7_2-7.S",69806,68992,78500,77448
"EUK.PC019_118_8_2-8.S",209125,207240,232937,230724
"EUK.PC019_23_1_1-1.S",119027,117805,135983,134419
"EUK.PC019_23_2_1-2.S",103304,102287,114454,113107
"EUK.PC019_23_3_1-3.S",84092,83269,84703,83587
"EUK.PC019_23_4_1-4.S",49035,48387,49767,48991
"EUK.PC019_23_5_1-5.S",52989,52400,58462,57704
"EUK.PC019_23_6_1-6.S",72895,72149,68216,67579
"EUK.PC019_23_7_1-7.S",111215,110320,101581,100574
"EUK.PC019_23_8_1-8.S",41395,40955,45162,44656
"EUK.PC019_25_1_1-1.S",75644,74633,81910,80575
"EUK.PC019_25_2_1-2.S",70352,69746,79562,78546
"EUK.PC019_25_3_1-3.S",47488,46976,48227,47638
"EUK.PC019_25_4_1-4.S",42517,42128,46786,46258
"EUK.PC019_25_5_1-5.S",59438,58794,58922,58248
"EUK.PC019_25_6_1-6.S",35058,34615,34722,34260
"EUK.PC019_25_7_1-7.S",81577,81004,84231,83328
"EUK.PC019_25_8_1-8.S",151042,149800,160932,159212
"EUK.PC019_27_1_1-1.S",82447,81655,92003,90860
"EUK.PC019_27_2_1-2.S",60773,60126,64040,63045
"EUK.PC019_27_3_1-3.S",44898,44225,49021,48232
"EUK.PC019_27_4_1-4.S",64689,63864,66266,65397
"EUK.PC019_27_5_1-5.S",94092,93122,100943,99763
"EUK.PC019_27_6_1-6.S",81791,80666,89532,88066
"EUK.PC019_27_7_1-7.S",52912,52369,52688,52070
"EUK.PC019_27_8_1-8.S",142997,141640,144097,142478
"EUK.PC019_29_1_1-1.S",113506,111936,105616,103750
"EUK.PC019_29_2_1-2.S",90382,88587,90662,88714
"EUK.PC019_29_3_1-3.S",44591,43763,48284,47382
"EUK.PC019_29_4_1-4.S",37023,36309,38422,37622
"EUK.PC019_29_5_1-5.S",90020,88622,96261,94414
"EUK.PC019_29_6_1-6.S",72206,71036,72456,71077
"EUK.PC019_29_7_1-7.S",83896,82421,86027,84272
"EUK.PC019_29_8_1-8.S",68867,67657,68230,66779
"EUK.PC019_31_1_1-1.S",58721,58070,60188,59283
"EUK.PC019_31_2_1-2.S",82079,80501,87887,86002
"EUK.PC019_31_3_1-3.S",44780,44059,43590,42722
"EUK.PC019_31_4_1-4.S",21752,21333,21426,21006
"EUK.PC019_31_5_1-5.S",90180,89023,87277,86017
"EUK.PC019_31_6_1-6.S",105313,103450,108527,106357
"EUK.PC019_31_7_1-7.S",62228,61076,64845,63575
"EUK.PC019_31_8_1-8.S",72207,71017,78250,77031
"EUK.PC019_33_1_1-1.S",65232,64381,73253,72099
"EUK.PC019_33_2_1-2.S",67750,66807,69535,68453
"EUK.PC019_33_3_1-3.S",46475,45952,46770,46101
"EUK.PC019_33_4_1-4.S",35531,34906,40027,39306
"EUK.PC019_33_5_1-5.S",61258,60433,63195,62248
"EUK.PC019_33_6_1-6.S",65562,64664,68479,67423
"EUK.PC019_33_7_1-7.S",112922,111678,118699,116968
"EUK.PC019_33_8_1-8.S",77483,76354,83742,82506
"EUK.PC019_35_1_1-1.S",16236,15956,16134,15838
"EUK.PC019_35_2_1-2.S",71755,70800,74025,72842
"EUK.PC019_35_3_1-3.S",50218,49558,52406,51503
"EUK.PC019_35_4_1-4.S",44420,43637,47028,46161
"EUK.PC019_35_5_1-5.S",39256,38736,43188,42540
"EUK.PC019_35_6_1-6.S",52163,50954,52139,50827
"EUK.PC019_35_7_1-7.S",64423,63705,72053,71051
"EUK.PC019_35_8_1-8.S",71211,70232,71963,70850
"EUK.PC019_37_1_1-1.S",58706,57819,55989,55111
"EUK.PC019_37_2_1-2.S",101971,100233,99959,98158
"EUK.PC019_37_3_1-3.S",34381,33671,36765,36087
"EUK.PC019_37_4_1-4.S",65820,64479,80710,78961
"EUK.PC019_37_5_1-5.S",118803,117288,120222,118218
"EUK.PC019_37_6_1-6.S",69113,67800,74713,73137
"EUK.PC019_37_7_1-7.S",69508,68472,76982,75577
"EUK.PC019_37_8_1-8.S",140820,138548,140771,137977
"EUK.PC019_39_1_1-1.S",76487,74739,77090,75055
"EUK.PC019_39_2_1-2.S",105767,103246,116629,113302
"EUK.PC019_39_3_1-3.S",71746,70084,77869,75860
"EUK.PC019_39_4_1-4.S",69141,67420,70178,68113
"EUK.PC019_39_5_1-5.S",80489,78579,82785,80455
"EUK.PC019_39_6_1-6.S",145226,142353,147214,143525
"EUK.PC019_39_7_1-7.S",74836,73523,71650,70367
"EUK.PC019_39_8_1-8.S",183665,180324,180980,177114
"EUK.PC019_41_1_1-1.S",92246,90517,92217,90563
"EUK.PC019_41_2_1-2.S",83964,81438,84217,81566
"EUK.PC019_41_3_1-3.S",42862,42160,48170,47173
"EUK.PC019_41_4_1-4.S",31434,30791,31382,30661
"EUK.PC019_41_5_1-5.S",63819,62942,67544,66530
"EUK.PC019_41_6_1-6.S",60698,59507,64978,63740
"EUK.PC019_41_7_1-7.S",23654,23134,23147,22590
"EUK.PC019_41_8_1-8.S",138533,136680,147447,144927
"EUK.PC019_43_1_1-1.S",131414,129939,140408,138613
"EUK.PC019_43_2_1-2.S",80488,79505,87398,86140
"EUK.PC019_43_3_1-3.S",52920,52302,54674,53862
"EUK.PC019_43_4_1-4.S",26165,25764,28685,28258
"EUK.PC019_43_5_1-5.S",90814,89859,91426,90379
"EUK.PC019_43_6_1-6.S",62175,61222,62234,61205
"EUK.PC019_43_7_1-7.S",70634,69750,78793,77670
"EUK.PC019_43_8_1-8.S",85133,84033,85337,84202
"EUK.PC019_45_1_1-1.S",155675,153867,157787,155634
"EUK.PC019_45_2_1-2.S",109930,108735,101569,100241
"EUK.PC019_45_3_1-3.S",68074,67088,72512,71289
"EUK.PC019_45_4_1-4.S",36660,36178,42416,41861
"EUK.PC019_45_5_1-5.S",53794,53318,59079,58425
"EUK.PC019_45_6_1-6.S",91330,90318,84723,83627
"EUK.PC019_45_7_1-7.S",74152,73559,73375,72566
"EUK.PC019_45_8_1-8.S",128079,126451,139960,137788
"EUK.PC019_47_1_1-1.S",216442,214689,199727,197777
"EUK.PC019_47_2_1-2.S",117151,116124,117733,116347
"EUK.PC019_47_3_1-3.S",86395,85427,95738,94238
"EUK.PC019_47_4_1-4.S",23276,23070,22556,22291
"EUK.PC019_47_5_1-5.S",49754,49332,50146,49740
"EUK.PC019_47_6_1-6.S",107353,106123,106916,105511
"EUK.PC019_47_7_1-7.S",115943,115013,101858,100863
"EUK.PC019_47_8_1-8.S",116459,115150,116332,114778
"EUK.PC019_49_1_1-1.S",137653,136007,151548,149574
"EUK.PC019_49_2_1-2.S",82587,81361,92300,90821
"EUK.PC019_49_3_1-3.S",42599,41997,43007,42400
"EUK.PC019_49_4_1-4.S",38767,38315,38379,37906
"EUK.PC019_49_5_1-5.S",60499,59831,62624,61923
"EUK.PC019_49_6_1-6.S",73520,72589,74757,73714
"EUK.PC019_49_7_1-7.S",72872,72096,80064,79157
"EUK.PC019_49_8_1-8.S",109359,108249,114664,113122
"EUK.PC019_51_1_1-1.S",102734,101700,115451,114142
"EUK.PC019_51_2_1-2.S",27602,27139,27423,26977
"EUK.PC019_51_3_1-3.S",65343,64691,69652,68738
"EUK.PC019_51_4_1-4.S",54262,53666,58649,57943
"EUK.PC019_51_5_1-5.S",88942,88123,92164,91238
"EUK.PC019_51_6_1-6.S",47823,47151,45719,45003
"EUK.PC019_51_7_1-7.S",65748,64771,70283,69031
"EUK.PC019_51_8_1-8.S",85293,84473,96139,95010
"EUK.PC019_53_1_1-1.S",75338,74456,75369,74397
"EUK.PC019_53_2_1-2.S",61960,61108,67050,66041
"EUK.PC019_53_3_1-3.S",86476,85477,95461,94194
"EUK.PC019_53_4_1-4.S",53993,53436,58681,57981
"EUK.PC019_53_5_1-5.S",120769,119750,127393,126120
"EUK.PC019_53_6_1-6.S",127827,126540,142233,140476
"EUK.PC019_53_7_1-7.S",116878,116096,114847,113821
"EUK.PC019_53_8_1-8.S",58938,58337,59019,58467
"EUK.PC019_55_1_1-1.S",42495,42135,45693,45208
"EUK.PC019_55_2_1-2.S",54850,54056,55675,54956
"EUK.PC019_55_3_1-3.S",62050,61037,62999,61636
"EUK.PC019_55_4_1-4.S",48970,48427,56359,55599
"EUK.PC019_55_5_1-5.S",51605,51126,51915,51335
"EUK.PC019_55_6_1-6.S",79578,78648,80854,79875
"EUK.PC019_55_7_1-7.S",54592,54012,58844,58182
"EUK.PC019_55_8_1-8.S",34002,33458,33119,32519
"EUK.PC019_57_1_1-1.S",105152,104472,106713,105915
"EUK.PC019_57_2_1-2.S",86146,85467,90211,89397
"EUK.PC019_57_3_1-3.S",103259,102452,114336,113146
"EUK.PC019_57_4_1-4.S",71428,70912,81497,80533
"EUK.PC019_57_5_1-5.S",69180,68614,69835,69292
"EUK.PC019_57_6_1-6.S",92970,92007,100512,99433
"EUK.PC019_57_7_1-7.S",85979,85213,87315,86438
"EUK.PC019_57_8_1-8.S",90237,89460,101641,100501
"EUK.PC019_59_1_1-1.S",52445,52002,51209,50644
"EUK.PC019_59_2_1-2.S",115417,114237,121908,120295
"EUK.PC019_59_3_1-3.S",135327,133965,134267,132524
"EUK.PC019_59_4_1-4.S",79121,78071,78384,77256
"EUK.PC019_59_5_1-5.S",70595,70063,75847,75186
"EUK.PC019_59_6_1-6.S",49335,48912,46928,46344
"EUK.PC019_59_7_1-7.S",112763,111860,106129,105160
"EUK.PC019_59_8_1-8.S",72891,72306,74223,73386
"EUK.PC019_61_1_1-1.S",41962,41549,40733,40236
"EUK.PC019_61_2_1-2.S",108054,106913,102409,101240
"EUK.PC019_61_3_1-3.S",68232,67536,68717,67758
"EUK.PC019_61_4_1-4.S",82063,80893,86829,85452
"EUK.PC019_61_5_1-5.S",72129,71467,72438,71528
"EUK.PC019_61_6_1-6.S",53098,52482,53073,52363
"EUK.PC019_61_7_1-7.S",86390,85472,88154,87119
"EUK.PC019_61_8_1-8.S",83847,82954,79358,78245
"EUK.PC019_63_1_1-1.S",59443,58865,67859,67089
"EUK.PC019_63_2_1-2.S",83263,82107,87221,85863
"EUK.PC019_63_3_1-3.S",70356,69431,78354,77120
"EUK.PC019_63_4_1-4.S",97363,96116,103396,101986
"EUK.PC019_63_5_1-5.S",72047,71421,66163,65545
"EUK.PC019_63_6_1-6.S",91436,90397,90151,89034
"EUK.PC019_63_7_1-7.S",72965,72227,75926,75006
"EUK.PC019_63_8_1-8.S",67865,67197,75033,74118
"EUK.PC019_65_1_1-1.S",75273,74488,79410,78552
"EUK.PC019_65_2_1-2.S",65713,64888,74233,73262
"EUK.PC019_65_3_1-3.S",22988,22608,22409,22004
"EUK.PC019_65_4_1-4.S",44839,44332,47438,46824
"EUK.PC019_65_5_1-5.S",88939,88189,87212,86272
"EUK.PC019_65_6_1-6.S",51904,51357,54758,54008
"EUK.PC019_65_7_1-7.S",46823,46277,45268,44704
"EUK.PC019_65_8_1-8.S",51864,50984,53173,52146
"EUK.PC019_67_1_1-1.S",88996,88128,104691,103508
"EUK.PC019_67_2_1-2.S",120225,119106,120027,118605
"EUK.PC019_67_3_1-3.S",59884,59257,56703,56103
"EUK.PC019_67_4_1-4.S",69017,68253,63317,62558
"EUK.PC019_67_5_1-5.S",51769,51282,55469,54870
"EUK.PC019_67_6_1-6.S",71547,70498,70661,69445
"EUK.PC019_67_7_1-7.S",43467,42905,42868,42274
"EUK.PC019_67_8_1-8.S",78200,77348,89570,88318
"EUK.PC019_69_1_1-1.S",103519,102703,107869,106815
"EUK.PC019_69_2_1-2.S",87962,86830,90269,89042
"EUK.PC019_69_3_1-3.S",50469,49761,51790,50980
"EUK.PC019_69_4_1-4.S",69885,68970,81686,80594
"EUK.PC019_69_5_1-5.S",96766,96018,106788,105753
"EUK.PC019_69_6_1-6.S",53285,52676,55905,55300
"EUK.PC019_69_7_1-7.S",106262,105317,123334,122135
"EUK.PC019_69_8_1-8.S",115508,114595,117830,116746
"EUK.PC019_71_1_1-1.S",64940,64500,65588,65108
"EUK.PC019_71_2_1-2.S",87622,87045,98052,97234
"EUK.PC019_71_3_1-3.S",65440,64781,63161,62508
"EUK.PC019_71_4_1-4.S",59104,58297,61904,60960
"EUK.PC019_71_5_1-5.S",56971,56666,65764,65310
"EUK.PC019_71_6_1-6.S",127041,126097,133168,132075
"EUK.PC019_71_7_1-7.S",116112,115355,116531,115697
"EUK.PC019_71_8_1-8.S",79289,78663,87567,86800
"EUK.PC019_73_1_1-1.S",47901,47473,52450,51991
"EUK.PC019_73_2_1-2.S",116180,115201,118380,117260
"EUK.PC019_73_3_1-3.S",78162,77491,81222,80276
"EUK.PC019_73_4_1-4.S",70349,69670,79817,78945
"EUK.PC019_73_5_1-5.S",110913,110200,118737,117601
"EUK.PC019_73_6_1-6.S",82128,81490,80197,79399
"EUK.PC019_73_7_1-7.S",86968,86128,96863,95958
"EUK.PC019_73_8_1-8.S",85553,84733,86294,85238
"EUK.PC019_75_1_1-1.S",106571,105852,125546,124594
"EUK.PC019_75_2_1-2.S",89471,88758,91074,90163
"EUK.PC019_75_3_1-3.S",100564,99698,101586,100470
"EUK.PC019_75_4_1-4.S",145793,144577,123386,122215
"EUK.PC019_75_5_1-5.S",138634,137529,139727,138342
"EUK.PC019_75_6_1-6.S",50013,49588,47517,46964
"EUK.PC019_75_7_1-7.S",67722,67289,63969,63408
"EUK.PC019_75_8_1-8.S",61655,61261,54587,54157
"EUK.PC019_77_1_1-1.S",73324,72855,71446,70872
"EUK.PC019_77_2_1-2.S",77804,77256,76629,75925
"EUK.PC019_77_3_1-3.S",84933,84336,84545,83750
"EUK.PC019_77_4_1-4.S",81972,81384,78214,77468
"EUK.PC019_77_5_1-5.S",134038,133089,136487,135098
"EUK.PC019_77_6_1-6.S",88801,88029,98501,97603
"EUK.PC019_77_7_1-7.S",91892,91310,87777,86990
"EUK.PC019_77_8_1-8.S",109842,109004,109181,108047
"EUK.PC019_79_1_1-1.S",202967,201637,195134,193843
"EUK.PC019_79_2_1-2.S",102209,101240,112336,111275
"EUK.PC019_79_3_1-3.S",71370,70670,71185,70356
"EUK.PC019_79_4_1-4.S",62355,61747,73073,72222
"EUK.PC019_79_5_1-5.S",69233,68741,71347,70772
"EUK.PC019_79_6_1-6.S",57365,56815,61466,60856
"EUK.PC019_79_7_1-7.S",104308,103585,102535,101722
"EUK.PC019_79_8_1-8.S",94504,93761,96220,95295
"EUK.PC019_81_1_1-1.S",75739,74976,86424,85240
"EUK.PC019_81_2_1-2.S",101309,100212,105541,104210
"EUK.PC019_81_3_1-3.S",50585,49852,50012,49127
"EUK.PC019_81_4_1-4.S",20256,19916,21534,21143
