"","SenseDemultiplex","SenseStripped","AntiSenseDemultiplex","AntSenseStripped"
"EUK.PC019_81_5_1-5.S",89973,89016,92109,90785
"EUK.PC019_81_6_1-6.S",97981,96930,93256,92221
"EUK.PC019_81_7_1-7.S",15424,15271,16444,16260
"EUK.PC019_81_8_1-8.S",70419,69625,82563,81467
"EUK.PC019_83_1_1-1.S",43469,43092,49215,48612
"EUK.PC019_83_2_1-2.S",38359,37883,38861,38295
"EUK.PC019_83_3_1-3.S",41220,40705,44266,43565
"EUK.PC019_83_4_1-4.S",22822,22441,23087,22719
"EUK.PC019_83_5_1-5.S",60551,59579,62585,61380
"EUK.PC019_83_6_1-6.S",55259,54643,56831,55986
"EUK.PC019_83_7_1-7.S",59731,59173,62749,61992
"EUK.PC019_83_8_1-8.S",67600,66786,70017,69102
"EUK.PC019_85_1_1-1.S",61856,61250,66207,65326
"EUK.PC019_85_2_1-2.S",62210,61333,67295,66327
"EUK.PC019_85_3_1-3.S",64299,63537,64016,63096
"EUK.PC019_85_4_1-4.S",44387,43771,46086,45391
"EUK.PC019_85_5_1-5.S",77266,76400,79843,78939
"EUK.PC019_85_6_1-6.S",41741,41169,41488,40898
"EUK.PC019_85_7_1-7.S",57106,56609,58126,57451
"EUK.PC019_85_8_1-8.S",50424,49783,55660,54902
"EUK.PC019_87_1_1-1.S",80468,79395,80446,79202
"EUK.PC019_87_2_1-2.S",61671,60843,67541,66632
"EUK.PC019_87_3_1-3.S",40750,40169,40954,40193
"EUK.PC019_87_4_1-4.S",45700,44971,47416,46569
"EUK.PC019_87_5_1-5.S",127919,126614,123800,122316
"EUK.PC019_87_6_1-6.S",79096,77802,83287,81726
"EUK.PC019_87_7_1-7.S",55124,54503,54077,53236
"EUK.PC019_87_8_1-8.S",33393,32976,32494,31984
"EUK.PC019_89_1_1-1.S",76200,75176,79320,78009
"EUK.PC019_89_2_1-2.S",36183,35708,36807,36144
"EUK.PC019_89_3_1-3.S",32626,32247,31866,31336
"EUK.PC019_89_4_1-4.S",46089,45457,44338,43664
"EUK.PC019_89_5_1-5.S",63269,62654,65038,64243
"EUK.PC019_89_6_1-6.S",59184,58211,62760,61555
"EUK.PC019_89_7_1-7.S",42487,41996,46511,45930
"EUK.PC019_89_8_1-8.S",37724,37210,37751,37087
"EUK.PC019_91_1_1-1.S",51156,50525,53442,52801
"EUK.PC019_91_2_1-2.S",66079,65401,62667,61878
"EUK.PC019_91_3_1-3.S",47899,47245,52516,51718
"EUK.PC019_91_4_1-4.S",35028,34495,38296,37662
"EUK.PC019_91_5_1-5.S",68839,68047,73621,72661
"EUK.PC019_91_6_1-6.S",62060,61399,66603,65606
"EUK.PC019_91_7_1-7.S",42757,42278,42992,42448
"EUK.PC019_91_8_1-8.S",66549,65841,67260,66396
"EUK.PC019_93_1_2-1.S",64776,63727,73063,71840
"EUK.PC019_93_2_2-2.S",78251,77381,86516,85221
"EUK.PC019_93_3_2-3.S",144088,141956,143718,141222
"EUK.PC019_93_4_2-4.S",78845,77338,78280,76579
"EUK.PC019_93_5_2-5.S",37051,36367,37549,36853
"EUK.PC019_93_6_2-6.S",84340,83266,77400,76473
"EUK.PC019_93_7_2-7.S",132144,130520,126418,124592
"EUK.PC019_93_8_2-8.S",45598,44989,49680,49107
"EUK.PC019_95_1_2-1.S",63573,62601,69029,67870
"EUK.PC019_95_2_2-2.S",47690,47336,54670,54170
"EUK.PC019_95_3_2-3.S",59297,58650,61232,60487
"EUK.PC019_95_4_2-4.S",66454,65885,69950,69201
"EUK.PC019_95_5_2-5.S",83116,82120,82881,82000
"EUK.PC019_95_6_2-6.S",26013,25686,26227,25876
"EUK.PC019_95_7_2-7.S",104001,103306,113420,112373
"EUK.PC019_95_8_2-8.S",216305,214755,226941,225151
"EUK.PC019_97_1_2-1.S",77914,77008,85971,84824
"EUK.PC019_97_2_2-2.S",89070,88137,94999,93555
"EUK.PC019_97_3_2-3.S",120296,118444,135542,133401
"EUK.PC019_97_4_2-4.S",117491,115952,116792,115116
"EUK.PC019_97_5_2-5.S",97772,96522,100039,98699
"EUK.PC019_97_6_2-6.S",103195,101659,113531,111769
"EUK.PC019_97_7_2-7.S",62691,61877,65939,65039
"EUK.PC019_97_8_2-8.S",139761,138563,135503,134142
"EUK.PC019_99_1_2-1.S",147362,145837,138200,136558
"EUK.PC019_99_2_2-2.S",110662,109424,113986,112466
"EUK.PC019_99_3_2-3.S",75083,74059,87852,86675
"EUK.PC019_99_4_2-4.S",58863,58218,58740,57844
"EUK.PC019_99_5_2-5.S",134809,133124,137735,135846
"EUK.PC019_99_6_2-6.S",119350,118279,123348,122012
"EUK.PC019_99_7_2-7.S",117704,116379,126411,124650
"EUK.PC019_99_8_2-8.S",83766,82912,79427,78357
"EUK.PC019_Blank1_1_1-1.S",17,17,23,22
"EUK.PC019_Blank1_2_1-2.S",52,48,43,43
"EUK.PC019_Blank1_3_1-3.S",0,0,1,0
"EUK.PC019_Blank1_4_1-4.S",8,8,8,7
"EUK.PC019_Blank1_5_1-5.S",5,5,3,3
"EUK.PC019_Blank1_6_1-6.S",53,53,75,73
"EUK.PC019_Blank1_7_1-7.S",26,25,23,23
"EUK.PC019_Blank1_8_1-8.S",0,0,0,0
"EUK.PC019_Blank2_1_2-1.S",136,132,104,103
"EUK.PC019_Blank2_2_2-2.S",32,32,33,31
"EUK.PC019_Blank2_3_2-3.S",65,61,45,40
"EUK.PC019_Blank2_4_2-4.S",0,0,3,3
"EUK.PC019_Blank2_5_2-5.S",2,2,6,6
"EUK.PC019_Blank2_6_2-6.S",0,0,0,0
"EUK.PC019_Blank2_7_2-7.S",56,56,81,79
"EUK.PC019_Blank2_8_2-8.S",1,1,0,0
"EUK.PC019-119_1_2-1.S",38980,38625,39752,39353
"EUK.PC019-119_2_2-2.S",60755,60344,72174,71545
"EUK.PC019-119_3_2-3.S",71798,70999,70191,69310
"EUK.PC019-119_4_2-4.S",108195,106566,111277,109473
"EUK.PC019-119_5_2-5.S",89543,88856,100801,99852
"EUK.PC019-119_6_2-6.S",160845,159570,170192,168527
"EUK.PC019-119_7_2-7.S",182740,181319,204223,202327
"EUK.PC019-119_8_2-8.S",162847,161628,173747,172468
"EUK.PC019-121_1_2-1.S",48022,47494,53184,52563
"EUK.PC019-121_2_2-2.S",117391,116396,121610,120443
"EUK.PC019-121_3_2-3.S",126449,125126,131401,129806
"EUK.PC019-121_4_2-4.S",130385,129036,142263,140612
"EUK.PC019-121_5_2-5.S",107113,106122,115238,113818
"EUK.PC019-121_6_2-6.S",109638,108783,105245,104233
"EUK.PC019-121_7_2-7.S",121802,120512,138796,137343
"EUK.PC019-121_8_2-8.S",152876,151381,153360,151666
"EUK.PC019-123_1_2-1.S",44237,43735,50107,49550
"EUK.PC019-123_2_2-2.S",79209,78332,85267,84177
"EUK.PC019-123_3_2-3.S",114036,112480,115336,113633
"EUK.PC019-123_4_2-4.S",149469,147664,147798,145755
"EUK.PC019-123_5_2-5.S",136632,134926,138448,136554
"EUK.PC019-123_6_2-6.S",49398,48841,48591,47975
"EUK.PC019-123_7_2-7.S",42470,42041,46356,45823
"EUK.PC019-123_8_2-8.S",184527,182880,168784,167212
"EUK.PC019-125_1_2-1.S",22380,22084,21831,21514
"EUK.PC019-125_2_2-2.S",60689,60077,64099,63337
"EUK.PC019-125_3_2-3.S",125580,124075,116791,115205
"EUK.PC019-125_4_2-4.S",98872,97634,99278,97558
"EUK.PC019-125_5_2-5.S",101936,100726,107187,105543
"EUK.PC019-125_6_2-6.S",90599,89573,89695,88746
"EUK.PC019-125_7_2-7.S",77575,76671,83939,82685
"EUK.PC019-125_8_2-8.S",161068,159208,165270,163097
"EUK.PC019-127_1_2-1.S",58291,57759,58122,57450
"EUK.PC019-127_2_2-2.S",65709,64941,71511,70685
"EUK.PC019-127_3_2-3.S",75023,73844,80074,78791
"EUK.PC019-127_4_2-4.S",100288,98967,109338,107819
"EUK.PC019-127_5_2-5.S",80744,79822,80305,79383
"EUK.PC019-127_6_2-6.S",89163,88167,86526,85580
"EUK.PC019-127_7_2-7.S",143537,142173,147838,146330
"EUK.PC019-127_8_2-8.S",178311,176708,179864,178093
"EUK.PC019-129_1_2-1.S",82369,81633,88654,87711
"EUK.PC019-129_2_2-2.S",101797,100948,109017,107996
"EUK.PC019-129_3_2-3.S",80337,79493,90108,89088
"EUK.PC019-129_4_2-4.S",37470,36985,36155,35633
"EUK.PC019-129_5_2-5.S",124416,123458,129827,128421
"EUK.PC019-129_6_2-6.S",48430,48001,47957,47494
"EUK.PC019-129_7_2-7.S",63413,62865,76238,75422
"EUK.PC019-129_8_2-8.S",121518,120289,112490,111504
"EUK.PC019-131_1_2-1.S",96564,95710,108458,107198
"EUK.PC019-131_2_2-2.S",100142,99317,104388,103338
"EUK.PC019-131_3_2-3.S",123678,121987,125686,123731
"EUK.PC019-131_4_2-4.S",36366,35888,34318,33844
"EUK.PC019-131_5_2-5.S",66024,65295,74119,73268
"EUK.PC019-131_6_2-6.S",84614,83851,78841,78072
"EUK.PC019-131_7_2-7.S",17174,16994,20166,19969
"EUK.PC019-131_8_2-8.S",105362,104467,114658,113555
"EUK.PC019-133_1_2-1.S",47493,47123,54842,54327
"EUK.PC019-133_2_2-2.S",31806,31574,32058,31792
"EUK.PC019-133_3_2-3.S",67189,66580,77411,76561
"EUK.PC019-133_4_2-4.S",44172,43611,40359,39892
"EUK.PC019-133_5_2-5.S",60560,59748,63384,62474
"EUK.PC019-133_6_2-6.S",119924,119055,127132,125869
"EUK.PC019-133_7_2-7.S",80526,79915,86771,85932
"EUK.PC019-133_8_2-8.S",113433,112567,111329,110431
"EUK.PC019-135_1_2-1.S",93019,92264,103222,102109
"EUK.PC019-135_2_2-2.S",53391,52871,58452,57859
"EUK.PC019-135_3_2-3.S",152700,151307,153387,151766
"EUK.PC019-135_4_2-4.S",61293,60703,61756,61043
"EUK.PC019-135_5_2-5.S",67932,67334,75365,74632
"EUK.PC019-135_6_2-6.S",40849,40457,40418,39954
"EUK.PC019-135_7_2-7.S",51269,50877,48913,48425
"EUK.PC019-135_8_2-8.S",86160,85304,89868,89051
"EUK.PC019-137_1_2-1.S",57389,56412,59902,58749
"EUK.PC019-137_2_2-2.S",43626,43068,45864,45222
"EUK.PC019-137_3_2-3.S",45965,45253,45247,44409
"EUK.PC019-137_4_2-4.S",52504,51561,53729,52647
"EUK.PC019-137_5_2-5.S",58743,57897,55587,54696
"EUK.PC019-137_6_2-6.S",36838,36268,37586,36879
"EUK.PC019-137_7_2-7.S",39712,39171,41481,40762
"EUK.PC019-137_8_2-8.S",79366,78368,77138,76151
"EUK.PC019-139_1_2-1.S",57094,55909,62386,60843
"EUK.PC019-139_2_2-2.S",22482,22158,22704,22305
"EUK.PC019-139_3_2-3.S",31663,31069,31005,30298
"EUK.PC019-139_4_2-4.S",66579,65443,64150,62889
"EUK.PC019-139_5_2-5.S",80449,79285,81384,79883
"EUK.PC019-139_6_2-6.S",70751,69306,73037,71471
"EUK.PC019-139_7_2-7.S",61503,60443,68217,67067
"EUK.PC019-139_8_2-8.S",100324,98494,101401,99413
"EUK.PC019-141_1_2-1.S",25321,24914,25379,24962
"EUK.PC019-141_2_2-2.S",41794,41308,40552,39980
"EUK.PC019-141_3_2-3.S",44456,43460,49884,48818
"EUK.PC019-141_4_2-4.S",28347,27715,28714,28046
"EUK.PC019-141_5_2-5.S",59089,58006,65210,63889
"EUK.PC019-141_6_2-6.S",56460,55626,59416,58326
"EUK.PC019-141_7_2-7.S",47108,46210,51634,50578
"EUK.PC019-141_8_2-8.S",69224,68223,67259,66227
"EUK.PC019-143_1_3-1.S",93112,91158,103783,101688
"EUK.PC019-143_2_3-2.S",89630,88038,99612,97486
"EUK.PC019-143_3_3-3.S",130953,128469,134242,131341
"EUK.PC019-143_4_3-4.S",47056,46128,46475,45474
"EUK.PC019-143_5_3-5.S",41872,41087,44777,43921
"EUK.PC019-143_6_3-6.S",62407,60613,59660,57949
"EUK.PC019-143_7_3-7.S",86095,84624,84837,83272
"EUK.PC019-143_8_3-8.S",41098,40286,43712,42755
"EUK.PC019-145_1_3-1.S",67122,65739,70712,69271
"EUK.PC019-145_2_3-2.S",40687,40150,46796,46013
"EUK.PC019-145_3_3-3.S",61543,60509,61386,60332
"EUK.PC019-145_4_3-4.S",31060,30681,32609,32085
"EUK.PC019-145_5_3-5.S",46401,45676,46083,45438
"EUK.PC019-145_6_3-6.S",20485,20081,19016,18639
"EUK.PC019-145_7_3-7.S",46650,46020,52408,51536
"EUK.PC019-145_8_3-8.S",75269,74239,75822,74462
"EUK.PC019-147_1_3-1.S",87817,86400,93429,91865
"EUK.PC019-147_2_3-2.S",70792,69785,77111,75622
"EUK.PC019-147_3_3-3.S",68157,66860,82887,81312
"EUK.PC019-147_4_3-4.S",95873,94551,93928,92535
"EUK.PC019-147_5_3-5.S",93854,92370,99625,97963
"EUK.PC019-147_6_3-6.S",73883,72579,80654,79189
"EUK.PC019-147_7_3-7.S",66328,65425,68216,67109
"EUK.PC019-147_8_3-8.S",67265,66350,62203,61121
"EUK.PC019-149_1_3-1.S",154914,152453,159075,156085
"EUK.PC019-149_2_3-2.S",78293,76726,80124,78283
"EUK.PC019-149_3_3-3.S",76569,75174,96434,94503
"EUK.PC019-149_4_3-4.S",12594,12423,12693,12484
"EUK.PC019-149_5_3-5.S",109421,107792,114344,112483
"EUK.PC019-149_6_3-6.S",93271,91861,92516,90593
"EUK.PC019-149_7_3-7.S",77228,75806,84634,82734
"EUK.PC019-149_8_3-8.S",39700,39063,38894,38005
"EUK.PC019-151_1_3-1.S",115568,114421,112693,111235
"EUK.PC019-151_2_3-2.S",144526,142598,147393,144937
"EUK.PC019-151_3_3-3.S",59001,58294,59083,58237
"EUK.PC019-151_4_3-4.S",34417,34080,33274,32862
"EUK.PC019-151_5_3-5.S",116693,115740,109424,108377
"EUK.PC019-151_6_3-6.S",164358,162462,143242,141302
"EUK.PC019-151_7_3-7.S",98996,97710,102105,100535
"EUK.PC019-151_8_3-8.S",84720,83790,91937,90805
"EUK.PC019-153_1_3-1.S",89530,88099,97406,95807
"EUK.PC019-153_2_3-2.S",54424,53614,55150,54267
"EUK.PC019-153_3_3-3.S",91728,90566,99812,98336
"EUK.PC019-153_4_3-4.S",59903,59020,64964,64009
"EUK.PC019-153_5_3-5.S",28819,28396,30906,30434
"EUK.PC019-153_6_3-6.S",69467,68463,74418,73142
"EUK.PC019-153_7_3-7.S",70179,69247,76561,75297
"EUK.PC019-153_8_3-8.S",58914,57925,57573,56507
"EUK.PC019-155_1_3-1.S",32221,31636,32788,32215
"EUK.PC019-155_2_3-2.S",52179,51456,54823,53742
"EUK.PC019-155_3_3-3.S",150013,147936,170935,168150
"EUK.PC019-155_4_3-4.S",69612,68804,72518,71614
"EUK.PC019-155_5_3-5.S",62738,62092,71198,70362
"EUK.PC019-155_6_3-6.S",90081,88444,92318,90390
"EUK.PC019-155_7_3-7.S",52106,51594,60112,59337
"EUK.PC019-155_8_3-8.S",25443,25162,25451,25126
"EUK.PC019-157_1_3-1.S",83502,82302,79335,78344
"EUK.PC019-157_2_3-2.S",59641,58723,56854,55886
"EUK.PC019-157_3_3-3.S",62889,61653,76575,75256
"EUK.PC019-157_4_3-4.S",129435,127540,151601,149139
"EUK.PC019-157_5_3-5.S",128342,126887,136652,134869
"EUK.PC019-157_6_3-6.S",72495,71182,80324,78944
"EUK.PC019-157_7_3-7.S",110366,108642,126984,124665
"EUK.PC019-157_8_3-8.S",121544,119579,119246,117028
"EUK.PC019-159_1_3-1.S",1,1,3,2
"EUK.PC019-159_2_3-2.S",79205,77547,86029,83946
"EUK.PC019-159_3_3-3.S",96578,94766,131624,128629
"EUK.PC019-159_4_3-4.S",100375,98920,99888,98174
"EUK.PC019-159_5_3-5.S",61358,60196,62877,61548
"EUK.PC019-159_6_3-6.S",108554,106892,110214,108274
"EUK.PC019-159_7_3-7.S",101213,99611,104731,103108
"EUK.PC019-159_8_3-8.S",87680,85963,86128,84275
"EUK.PC019-161_1_3-1.S",57775,56799,56934,56002
"EUK.PC019-161_2_3-2.S",69501,67914,72211,70439
"EUK.PC019-161_3_3-3.S",54034,53241,67145,66024
"EUK.PC019-161_4_3-4.S",44743,44111,45224,44441
"EUK.PC019-161_5_3-5.S",61215,60469,66944,65943
"EUK.PC019-161_6_3-6.S",43914,43198,47752,46983
"EUK.PC019-161_7_3-7.S",24942,24478,25728,25269
"EUK.PC019-161_8_3-8.S",76602,75635,78393,76981
"EUK.PC019-163_1_3-1.S",96739,95084,95156,93275
"EUK.PC019-163_2_3-2.S",68021,66934,70418,69150
"EUK.PC019-163_3_3-3.S",100753,99140,120213,117714
"EUK.PC019-163_4_3-4.S",52991,52163,56907,55940
"EUK.PC019-163_5_3-5.S",108554,107096,109375,107682
"EUK.PC019-163_6_3-6.S",70216,68744,71734,70176
"EUK.PC019-163_7_3-7.S",77238,75868,87738,85955
"EUK.PC019-163_8_3-8.S",58076,57109,56729,55582
"EUK.PC019-165_1_3-1.S",115606,113381,121611,119070
"EUK.PC019-165_2_3-2.S",132828,130457,125122,122464
"EUK.PC019-165_3_3-3.S",89141,87069,109282,106488
"EUK.PC019-165_4_3-4.S",57272,56349,62391,61302
"EUK.PC019-165_5_3-5.S",70955,69827,73119,71857
"EUK.PC019-165_6_3-6.S",91616,90025,84407,82786
"EUK.PC019-165_7_3-7.S",85005,83771,92810,90909
"EUK.PC019-165_8_3-8.S",89018,87412,91032,88764
"EUK.PC019-167_1_3-1.S",137518,135896,127003,125326
"EUK.PC019-167_2_3-2.S",99617,98333,104174,102606
"EUK.PC019-167_3_3-3.S",102431,100789,123990,121843
"EUK.PC019-167_4_3-4.S",38589,38130,38179,37581
"EUK.PC019-167_5_3-5.S",56955,56393,58099,57471
"EUK.PC019-167_6_3-6.S",107590,105971,105093,103445
"EUK.PC019-167_7_3-7.S",137415,135615,127179,125141
"EUK.PC019-167_8_3-8.S",84444,83155,87595,85950
"EUK.PC019-169_1_3-1.S",86997,85481,92221,90696
"EUK.PC019-169_2_3-2.S",79774,78542,89847,88225
"EUK.PC019-169_3_3-3.S",71731,70654,77200,75976
"EUK.PC019-169_4_3-4.S",61755,61098,61567,60723
"EUK.PC019-169_5_3-5.S",68643,67783,75615,74686
"EUK.PC019-169_6_3-6.S",92602,91192,93781,92313
"EUK.PC019-169_7_3-7.S",85154,84090,93059,91855
"EUK.PC019-169_8_3-8.S",80117,79136,85904,84529
"EUK.PC019-171_1_3-1.S",47363,46610,51809,50987
"EUK.PC019-171_2_3-2.S",22697,22243,22489,21973
"EUK.PC019-171_3_3-3.S",105493,103886,110961,108856
"EUK.PC019-171_4_3-4.S",79680,78692,84407,83146
"EUK.PC019-171_5_3-5.S",87499,86212,88860,87634
"EUK.PC019-171_6_3-6.S",53533,52610,51176,50292
"EUK.PC019-171_7_3-7.S",77583,75803,85969,83848
"EUK.PC019-171_8_3-8.S",45047,44449,49451,48528
"EUK.PC019-173_1_3-1.S",82627,81003,82085,80423
"EUK.PC019-173_2_3-2.S",39795,39007,45548,44562
"EUK.PC019-173_3_3-3.S",116997,114792,142148,139242
"EUK.PC019-173_4_3-4.S",83412,82303,92877,91319
"EUK.PC019-173_5_3-5.S",117248,115866,129602,127846
"EUK.PC019-173_6_3-6.S",122032,120000,139354,137131
"EUK.PC019-173_7_3-7.S",111446,110141,124321,122459
"EUK.PC019-173_8_3-8.S",69468,68359,63789,62816
"EUK.PC019-175_1_3-1.S",76329,75510,83894,82830
"EUK.PC019-175_2_3-2.S",71110,70180,68237,67325
"EUK.PC019-175_3_3-3.S",103710,101806,121264,118739
"EUK.PC019-175_4_3-4.S",53106,52664,60467,59854
"EUK.PC019-175_5_3-5.S",66218,65606,67893,67186
"EUK.PC019-175_6_3-6.S",142316,140729,145947,144211
"EUK.PC019-175_7_3-7.S",72888,72095,85538,84553
"EUK.PC019-175_8_3-8.S",40658,40059,39306,38634
"EUK.PC019-177_1_3-1.S",66426,65620,67522,66625
"EUK.PC019-177_2_3-2.S",123095,121256,135057,132711
"EUK.PC019-177_3_3-3.S",238371,235018,229214,225320
"EUK.PC019-177_4_3-4.S",100485,99241,103770,102239
"EUK.PC019-177_5_3-5.S",82432,81550,91292,90366
"EUK.PC019-177_6_3-6.S",55798,55088,52794,52055
"EUK.PC019-177_7_3-7.S",133308,131943,126838,125363
"EUK.PC019-177_8_3-8.S",89810,88787,90527,89129
"EUK.PC019-179_1_3-1.S",64520,63920,61867,61177
"EUK.PC019-179_2_3-2.S",158911,157341,154567,152785
"EUK.PC019-179_3_3-3.S",140015,138596,138329,136460
"EUK.PC019-179_4_3-4.S",144732,143050,161678,159540
"EUK.PC019-179_5_3-5.S",56276,55777,57874,57321
"EUK.PC019-179_6_3-6.S",82133,81247,80994,80025
"EUK.PC019-179_7_3-7.S",138711,137231,144069,142301
"EUK.PC019-179_8_3-8.S",218210,216004,206937,204182
"EUK.PC019-181_1_3-1.S",126979,125210,137627,135764
"EUK.PC019-181_2_3-2.S",67939,66869,69251,68080
"EUK.PC019-181_3_3-3.S",106063,104243,141312,138806
"EUK.PC019-181_4_3-4.S",58056,57367,58537,57799
"EUK.PC019-181_5_3-5.S",92257,91450,83643,82800
"EUK.PC019-181_6_3-6.S",116050,114473,111960,110507
"EUK.PC019-181_7_3-7.S",96651,95358,112929,111259
"EUK.PC019-181_8_3-8.S",82002,80886,86886,85545
"EUK.PC019-183_1_3-1.S",104040,102449,107819,106161
"EUK.PC019-183_2_3-2.S",43716,42934,50895,49867
"EUK.PC019-183_3_3-3.S",35186,34370,35403,34495
"EUK.PC019-183_4_3-4.S",57469,56755,59363,58399
"EUK.PC019-183_5_3-5.S",91083,89970,96727,95439
"EUK.PC019-183_6_3-6.S",58623,57640,61558,60384
"EUK.PC019-183_7_3-7.S",54782,53837,55889,54968
"EUK.PC019-183_8_3-8.S",67814,66358,68415,66692
"EUK.PC019-185_1_3-1.S",90317,88742,104022,102107
"EUK.PC019-185_2_3-2.S",118892,117092,118539,116461
"EUK.PC019-185_3_3-3.S",58149,57195,59536,58499
"EUK.PC019-185_4_3-4.S",93161,91875,92599,91233
"EUK.PC019-185_5_3-5.S",36195,35646,39760,39204
"EUK.PC019-185_6_3-6.S",61012,59647,59696,58338
"EUK.PC019-185_7_3-7.S",40126,39325,45125,44228
"EUK.PC019-185_8_3-8.S",79868,78353,86503,84528
"EUK.PC019-187_1_3-1.S",150584,148431,153791,151330
"EUK.PC019-187_2_3-2.S",80461,78915,87212,85402
"EUK.PC019-187_3_3-3.S",57951,56753,63619,62209
"EUK.PC019-187_4_3-4.S",98174,96595,109536,107691
"EUK.PC019-187_5_3-5.S",112377,111003,124095,122183
"EUK.PC019-187_6_3-6.S",49678,48839,53341,52515
"EUK.PC019-187_7_3-7.S",130417,128482,157491,154837
"EUK.PC019-187_8_3-8.S",165486,163296,165245,162445
"EUK.PC019-189_1_3-1.S",52186,51263,52162,51284
"EUK.PC019-189_2_3-2.S",43150,42443,49007,48120
"EUK.PC019-189_3_3-3.S",57559,56536,60997,59731
"EUK.PC019-189_4_3-4.S",61486,60088,62533,61058
"EUK.PC019-189_5_3-5.S",49446,48853,55417,54624
"EUK.PC019-189_6_3-6.S",83104,81955,88031,86632
"EUK.PC019-189_7_3-7.S",98067,96397,102235,100347
"EUK.PC019-189_8_3-8.S",38311,37699,42726,41964
"EUK.PC019-191_1_3-1.S",1,1,3,3
"EUK.PC019-191_2_3-2.S",122294,120631,123866,122004
"EUK.PC019-191_3_3-3.S",116745,114890,134872,132567
"EUK.PC019-191_4_3-4.S",91563,90452,98858,97590
"EUK.PC019-191_5_3-5.S",96511,95576,103002,101702
"EUK.PC019-191_6_3-6.S",82213,81221,81592,80531
"EUK.PC019-191_7_3-7.S",92046,90677,103287,101752
"EUK.PC019-191_8_3-8.S",82911,81615,86304,84817
"EUK.PC019-193_1_3-1.S",72050,70887,80511,79188
"EUK.PC019-193_2_3-2.S",70357,69281,71912,70428
"EUK.PC019-193_3_3-3.S",146808,144289,155824,152358
"EUK.PC019-193_4_3-4.S",150298,148325,148547,146085
"EUK.PC019-193_5_3-5.S",97507,96136,99713,98221
"EUK.PC019-193_6_3-6.S",43245,42591,41079,40359
"EUK.PC019-193_7_3-7.S",59211,58446,60547,59546
"EUK.PC019-193_8_3-8.S",115327,113508,112223,110057
"EUK.PC019-195_1_3-1.S",43703,43133,43711,43101
"EUK.PC019-195_2_3-2.S",52841,52158,57200,56414
"EUK.PC019-195_3_3-3.S",179855,177691,162217,159846
"EUK.PC019-195_4_3-4.S",89424,88524,90590,89402
"EUK.PC019-195_5_3-5.S",106794,105513,119504,117984
"EUK.PC019-195_6_3-6.S",71575,70645,79858,78838
"EUK.PC019-195_7_3-7.S",76126,75231,82947,81832
"EUK.PC019-195_8_3-8.S",115347,113871,118965,116914
"EUK.PC019-197_1_3-1.S",82812,81595,82451,81169
"EUK.PC019-197_2_3-2.S",70285,68752,76769,75162
"EUK.PC019-197_3_3-3.S",88998,86916,97160,94633
"EUK.PC019-197_4_3-4.S",78804,77334,86736,85008
"EUK.PC019-197_5_3-5.S",66667,65701,67927,66917
"EUK.PC019-197_6_3-6.S",57015,55794,61575,60334
"EUK.PC019-197_7_3-7.S",116341,114420,119885,117801
"EUK.PC019-197_8_3-8.S",85802,84142,86794,84759
"EUK.PC019-199_1_3-1.S",123149,121212,131525,129531
"EUK.PC019-199_2_3-2.S",140815,138021,131727,129285
"EUK.PC019-199_3_3-3.S",77898,76202,98149,96174
"EUK.PC019-199_4_3-4.S",38532,37619,37779,36978
"EUK.PC019-199_5_3-5.S",114026,112601,122885,121173
"EUK.PC019-199_6_3-6.S",12587,12297,12660,12403
"EUK.PC019-199_7_3-7.S",78259,77145,88885,87418
"EUK.PC019-199_8_3-8.S",66882,65587,68029,66559
"EUK.PC019-201_1_3-1.S",83318,82624,92030,91063
"EUK.PC019-201_2_3-2.S",96824,95897,95329,94242
"EUK.PC019-201_3_3-3.S",73098,72111,75942,74874
"EUK.PC019-201_4_3-4.S",37619,37128,38794,38316
"EUK.PC019-201_5_3-5.S",77471,76699,88337,87455
"EUK.PC019-201_6_3-6.S",91437,90652,82601,81807
"EUK.PC019-201_7_3-7.S",29637,29354,35478,35152
"EUK.PC019-201_8_3-8.S",88745,87851,101261,100093
"EUK.PC019-203_1_3-1.S",38209,37894,43874,43433
"EUK.PC019-203_2_3-2.S",33731,33382,34405,34061
"EUK.PC019-203_3_3-3.S",41584,41199,50269,49702
"EUK.PC019-203_4_3-4.S",37345,36932,36588,36185
"EUK.PC019-203_5_3-5.S",59449,58713,60883,60076
"EUK.PC019-203_6_3-6.S",64510,63983,67779,67019
"EUK.PC019-203_7_3-7.S",77083,76473,84263,83389
"EUK.PC019-203_8_3-8.S",60513,59943,57737,57178
"EUK.PC019-205_1_3-1.S",74779,74138,79936,79046
"EUK.PC019-205_2_3-2.S",40188,39785,40036,39575
"EUK.PC019-205_3_3-3.S",98234,97072,102380,101127
"EUK.PC019-205_4_3-4.S",58964,58452,60727,60074
"EUK.PC019-205_5_3-5.S",64333,63846,71225,70513
"EUK.PC019-205_6_3-6.S",40015,39542,39670,39161
"EUK.PC019-205_7_3-7.S",58885,58383,60760,60130
"EUK.PC019-205_8_3-8.S",53347,52716,57279,56538
"EUK.PC019-207_1_3-1.S",67139,66177,71381,70312
"EUK.PC019-207_2_3-2.S",77389,76440,81041,80075
"EUK.PC019-207_3_3-3.S",44853,44227,44137,43394
"EUK.PC019-207_4_3-4.S",109688,108265,111565,109964
"EUK.PC019-207_5_3-5.S",89463,88525,91036,89951
"EUK.PC019-207_6_3-6.S",57143,56251,60726,59812
"EUK.PC019-207_7_3-7.S",41571,41131,41972,41382
