"","SenseDemultiplex","SenseStripped","AntiSenseDemultiplex","AntSenseStripped"
"MAM.PC022_47_5_B-5.S",19,15,20,15
"MAM.PC022_47_6_B-6.S",7,7,7,5
"MAM.PC022_47_7_B-7.S",26,23,37,31
"MAM.PC022_47_8_B-8.S",6537,5424,6040,4345
"MAM.PC022_48_1_B-1.S",4,4,5,5
"MAM.PC022_48_2_B-2.S",24,22,21,13
"MAM.PC022_48_3_B-3.S",57,45,48,36
"MAM.PC022_48_4_B-4.S",20,19,24,22
"MAM.PC022_48_5_B-5.S",792,693,841,625
"MAM.PC022_48_6_B-6.S",28639,28273,27693,27263
"MAM.PC022_48_7_B-7.S",4866,4179,4731,3573
"MAM.PC022_48_8_B-8.S",12,11,12,12
"MAM.PC022_49_1_B-1.S",1,1,0,0
"MAM.PC022_49_2_B-2.S",146,136,158,120
"MAM.PC022_49_3_B-3.S",106,93,104,79
"MAM.PC022_49_4_B-4.S",29372,29092,29624,29338
"MAM.PC022_49_5_B-5.S",185,167,188,163
"MAM.PC022_49_6_B-6.S",0,0,2,0
"MAM.PC022_49_7_B-7.S",0,0,1,1
"MAM.PC022_49_8_B-8.S",28,25,39,35
"MAM.PC022_50_1_B-1.S",0,0,1,0
"MAM.PC022_50_2_B-2.S",38,33,48,36
"MAM.PC022_50_3_B-3.S",704,660,743,650
"MAM.PC022_50_4_B-4.S",0,0,0,0
"MAM.PC022_50_5_B-5.S",7,6,1,0
"MAM.PC022_50_6_B-6.S",0,0,0,0
"MAM.PC022_50_7_B-7.S",0,0,1,1
"MAM.PC022_50_8_B-8.S",0,0,3,2
"MAM.PC022_51_1_B-1.S",0,0,0,0
"MAM.PC022_51_2_B-2.S",65214,64412,61860,60989
"MAM.PC022_51_3_B-3.S",0,0,1,1
"MAM.PC022_51_4_B-4.S",0,0,0,0
"MAM.PC022_51_5_B-5.S",16,15,14,11
"MAM.PC022_51_6_B-6.S",0,0,0,0
"MAM.PC022_51_7_B-7.S",1,1,8,6
"MAM.PC022_51_8_B-8.S",7,7,12,11
"MAM.PC022_52_1_B-1.S",26,25,27,20
"MAM.PC022_52_2_B-2.S",0,0,0,0
"MAM.PC022_52_3_B-3.S",769,698,853,676
"MAM.PC022_52_4_B-4.S",18227,18073,21952,21762
"MAM.PC022_52_5_B-5.S",2699,2646,2854,2817
"MAM.PC022_52_6_B-6.S",135,121,165,126
"MAM.PC022_52_7_B-7.S",0,0,0,0
"MAM.PC022_52_8_B-8.S",26,22,24,18
"MAM.PC022_80_1_B-1.S",6,4,2,2
"MAM.PC022_80_2_B-2.S",29810,29243,34145,33550
"MAM.PC022_80_3_B-3.S",0,0,1,1
"MAM.PC022_80_4_B-4.S",262835,259287,257021,253116
"MAM.PC022_80_5_B-5.S",12,10,9,5
"MAM.PC022_80_6_B-6.S",20407,20208,21122,20854
"MAM.PC022_80_7_B-7.S",90,52,78,48
"MAM.PC022_80_8_B-8.S",4329,3890,4335,3253
"MAM.PC022_81_1_B-1.S",4,3,4,4
"MAM.PC022_81_2_B-2.S",0,0,1,0
"MAM.PC022_81_3_B-3.S",1,1,1,1
"MAM.PC022_81_4_B-4.S",976,878,1064,885
"MAM.PC022_81_5_B-5.S",4,3,5,4
"MAM.PC022_81_6_B-6.S",1271,1189,1208,963
"MAM.PC022_81_7_B-7.S",36951,36537,38916,38454
"MAM.PC022_81_8_B-8.S",616,570,658,474
"MAM.PC022_82_1_B-1.S",6,6,5,5
"MAM.PC022_82_2_B-2.S",7,6,11,8
"MAM.PC022_82_3_B-3.S",63,53,69,52
"MAM.PC022_82_4_B-4.S",104,97,99,79
"MAM.PC022_82_5_B-5.S",4,4,6,5
"MAM.PC022_82_6_B-6.S",3,2,2,2
"MAM.PC022_82_7_B-7.S",110,105,85,70
"MAM.PC022_82_8_B-8.S",30725,29674,31246,29929
"MAM.PC022_83_1_B-1.S",45,39,47,28
"MAM.PC022_83_2_B-2.S",89,83,94,72
"MAM.PC022_83_3_B-3.S",179806,176587,227347,223187
"MAM.PC022_83_4_B-4.S",5144,4227,4997,3593
"MAM.PC022_83_5_B-5.S",118,101,117,88
"MAM.PC022_83_6_B-6.S",313,277,315,238
"MAM.PC022_83_7_B-7.S",129,112,131,107
"MAM.PC022_83_8_B-8.S",176393,172944,180482,176878
"MAM.PC022_84_1_B-1.S",503,459,444,355
"MAM.PC022_84_2_B-2.S",1,1,6,4
"MAM.PC022_84_3_B-3.S",359,315,384,282
"MAM.PC022_84_4_B-4.S",392,347,409,330
"MAM.PC022_84_5_B-5.S",92,85,78,69
"MAM.PC022_84_6_B-6.S",19,17,17,12
"MAM.PC022_84_7_B-7.S",28,25,32,24
"MAM.PC022_84_8_B-8.S",4,2,1,1
"MAM.PC022_85_1_B-1.S",132,121,137,111
"MAM.PC022_85_2_B-2.S",55,48,87,70
"MAM.PC022_85_3_B-3.S",1285,1143,1281,969
"MAM.PC022_85_4_B-4.S",6017,5932,6010,5823
"MAM.PC022_85_5_B-5.S",27,24,24,20
"MAM.PC022_85_6_B-6.S",6,6,8,6
"MAM.PC022_85_7_B-7.S",347,322,400,348
"MAM.PC022_85_8_B-8.S",709,627,702,547
"MAM.PC022_86_1_B-1.S",7,6,10,7
"MAM.PC022_86_2_B-2.S",85,75,118,94
"MAM.PC022_86_3_B-3.S",0,0,0,0
"MAM.PC022_86_4_B-4.S",2244,2052,2267,1818
"MAM.PC022_86_5_B-5.S",1152,1046,1307,1064
"MAM.PC022_86_6_B-6.S",21,18,13,10
"MAM.PC022_86_7_B-7.S",99,94,97,67
"MAM.PC022_86_8_B-8.S",35,30,42,36
"MAM.PC022_87_1_B-1.S",20,19,16,14
"MAM.PC022_87_2_B-2.S",0,0,0,0
"MAM.PC022_87_3_B-3.S",102,92,133,109
"MAM.PC022_87_4_B-4.S",269,232,263,204
"MAM.PC022_87_5_B-5.S",179,169,198,167
"MAM.PC022_87_6_B-6.S",180,163,214,163
"MAM.PC022_87_7_B-7.S",561,522,577,463
"MAM.PC022_87_8_B-8.S",127,117,114,93
"MAM.PC022_88_1_B-1.S",4,3,4,3
"MAM.PC022_88_2_B-2.S",1,1,0,0
"MAM.PC022_88_3_B-3.S",6,5,8,6
"MAM.PC022_88_4_B-4.S",0,0,0,0
"MAM.PC022_88_5_B-5.S",51,46,46,40
"MAM.PC022_88_6_B-6.S",532,486,516,410
"MAM.PC022_88_7_B-7.S",4,4,4,2
"MAM.PC022_88_8_B-8.S",0,0,0,0
"MAM.PC022_89_1_B-1.S",47,41,56,41
"MAM.PC022_89_2_B-2.S",0,0,0,0
"MAM.PC022_89_3_B-3.S",164,145,194,146
"MAM.PC022_89_4_B-4.S",3,2,1,1
"MAM.PC022_89_5_B-5.S",0,0,1,1
"MAM.PC022_89_6_B-6.S",0,0,0,0
"MAM.PC022_89_7_B-7.S",9,8,13,10
"MAM.PC022_89_8_B-8.S",11,11,19,15
"MAM.PC022_90_1_B-1.S",4,4,6,5
"MAM.PC022_90_2_B-2.S",4,3,10,6
"MAM.PC022_90_3_B-3.S",6,4,7,6
"MAM.PC022_90_4_B-4.S",5,4,0,0
"MAM.PC022_90_5_B-5.S",4161,3349,4179,3139
"MAM.PC022_90_6_B-6.S",62,58,57,45
"MAM.PC022_90_7_B-7.S",7,6,6,5
"MAM.PC022_90_8_B-8.S",96,88,95,65
"MAM.PC022_B2_1_B-1.S",5,5,2,2
"MAM.PC022_B2_2_B-2.S",1,1,0,0
"MAM.PC022_B2_3_B-3.S",21,21,21,16
"MAM.PC022_B2_4_B-4.S",0,0,1,1
"MAM.PC022_B2_5_B-5.S",302,277,335,265
"MAM.PC022_B2_6_B-6.S",851,788,894,705
"MAM.PC022_B2_7_B-7.S",511,478,522,388
"MAM.PC022_B2_8_B-8.S",338,304,339,246
"MAM.PC022_B3_1_5-1.S",1006,909,1007,805
"MAM.PC022_B3_2_5-2.S",64,53,55,41
"MAM.PC022_B3_3_5-3.S",80,74,69,56
"MAM.PC022_B3_4_5-4.S",909,811,886,693
"MAM.PC022_B3_5_5-5.S",2705,2340,2723,2115
"MAM.PC022_B3_6_5-6.S",1,1,0,0
"MAM.PC022_B3_7_5-7.S",25,23,27,20
"MAM.PC022_B3_8_5-8.S",0,0,0,0
"MAM.PC022-119_1_B-1.S",228,197,233,192
"MAM.PC022-119_2_B-2.S",160,147,147,117
"MAM.PC022-119_3_B-3.S",6,5,1,1
"MAM.PC022-119_4_B-4.S",141,132,128,97
"MAM.PC022-119_5_B-5.S",564,508,590,462
"MAM.PC022-119_6_B-6.S",1,1,2,2
"MAM.PC022-119_7_B-7.S",1,1,3,1
"MAM.PC022-119_8_B-8.S",142,127,144,114
"MAM.PC022-120_1_B-1.S",18361,17825,17578,16878
"MAM.PC022-120_2_B-2.S",85,73,114,90
"MAM.PC022-120_3_B-3.S",42169,41725,45862,45354
"MAM.PC022-120_4_B-4.S",98798,97337,88481,86535
"MAM.PC022-120_5_B-5.S",104292,103274,100042,98692
"MAM.PC022-120_6_B-6.S",386,347,369,290
"MAM.PC022-120_7_B-7.S",63710,63134,66444,65823
"MAM.PC022-120_8_B-8.S",51627,50883,44134,43312
"MAM.PC022-121_1_B-1.S",50,46,47,32
"MAM.PC022-121_2_B-2.S",9,9,14,10
"MAM.PC022-121_3_B-3.S",71,66,108,85
"MAM.PC022-121_4_B-4.S",215,175,174,135
"MAM.PC022-121_5_B-5.S",1948,1750,2163,1755
"MAM.PC022-121_6_B-6.S",0,0,0,0
"MAM.PC022-121_7_B-7.S",8,8,15,12
"MAM.PC022-121_8_B-8.S",5,4,3,3
"MAM.PC022-122_1_B-1.S",16,15,10,9
"MAM.PC022-122_2_B-2.S",7,6,2,2
"MAM.PC022-122_3_B-3.S",8,8,10,7
"MAM.PC022-122_4_B-4.S",64983,64036,77943,76798
"MAM.PC022-122_5_B-5.S",109360,108131,147950,146306
"MAM.PC022-122_6_B-6.S",1032,967,1107,955
"MAM.PC022-122_7_B-7.S",1274,1156,1333,1013
"MAM.PC022-122_8_B-8.S",140,133,111,90
"MAM.PC022-123_1_B-1.S",209,190,240,197
"MAM.PC022-123_2_B-2.S",42604,41955,44518,43550
"MAM.PC022-123_3_B-3.S",39481,38745,47377,46519
"MAM.PC022-123_4_B-4.S",53,47,55,41
"MAM.PC022-123_5_B-5.S",49713,49155,71941,71208
"MAM.PC022-123_6_B-6.S",366,318,391,298
"MAM.PC022-123_7_B-7.S",2296,2065,2352,1895
"MAM.PC022-123_8_B-8.S",616,554,692,542
"MAM.PC022-124_1_B-1.S",25,22,20,15
"MAM.PC022-124_2_B-2.S",21,20,6,4
"MAM.PC022-124_3_B-3.S",120,109,127,101
"MAM.PC022-124_4_B-4.S",20,18,14,11
"MAM.PC022-124_5_B-5.S",6255,5466,6082,4705
"MAM.PC022-124_6_B-6.S",104144,101879,108740,106532
"MAM.PC022-124_7_B-7.S",1447,1293,1765,1383
"MAM.PC022-124_8_B-8.S",638,630,613,598
"MAM.PC022-125_1_B-1.S",65038,64146,61403,60640
"MAM.PC022-125_2_B-2.S",7,7,7,6
"MAM.PC022-125_3_B-3.S",76897,75352,82071,80595
"MAM.PC022-125_4_B-4.S",83,75,76,65
"MAM.PC022-125_5_B-5.S",67370,66447,89316,88106
"MAM.PC022-125_6_B-6.S",334,303,366,277
"MAM.PC022-125_7_B-7.S",89,82,71,58
"MAM.PC022-125_8_B-8.S",528,463,584,423
"MAM.PC022-126_1_B-1.S",178303,174438,216640,210962
"MAM.PC022-126_2_B-2.S",61242,60280,62148,61228
"MAM.PC022-126_3_B-3.S",79,72,75,58
"MAM.PC022-126_4_B-4.S",38,35,37,28
"MAM.PC022-126_5_B-5.S",33,28,40,31
"MAM.PC022-126_6_B-6.S",420,375,478,381
"MAM.PC022-126_7_B-7.S",0,0,3,3
"MAM.PC022-126_8_B-8.S",56,50,50,41
"MAM.PC022-127_1_B-1.S",3223,3156,3213,3071
"MAM.PC022-127_2_B-2.S",646,616,788,688
"MAM.PC022-127_3_B-3.S",253,232,266,205
"MAM.PC022-127_4_B-4.S",71,61,58,50
"MAM.PC022-127_5_B-5.S",172890,171163,166006,163997
"MAM.PC022-127_6_B-6.S",121408,120435,125307,124116
"MAM.PC022-127_7_B-7.S",595,555,622,500
"MAM.PC022-127_8_B-8.S",16,15,6,4
"MAM.PC022-128_1_B-1.S",2611,2378,2697,2191
"MAM.PC022-128_2_B-2.S",102,91,103,75
"MAM.PC022-128_3_B-3.S",26472,26155,24680,24299
"MAM.PC022-128_4_B-4.S",289,257,284,220
"MAM.PC022-128_5_B-5.S",88,75,77,67
"MAM.PC022-128_6_B-6.S",628,615,707,676
"MAM.PC022-128_7_B-7.S",1,1,0,0
"MAM.PC022-128_8_B-8.S",3,3,2,2
"MAM.PC022-129_1_B-1.S",67,62,75,62
"MAM.PC022-129_2_B-2.S",5,5,0,0
"MAM.PC022-129_3_B-3.S",0,0,0,0
"MAM.PC022-129_4_B-4.S",56,49,75,58
"MAM.PC022-129_5_B-5.S",60970,60523,57660,57194
"MAM.PC022-129_6_B-6.S",680,595,712,556
"MAM.PC022-129_7_B-7.S",70287,68945,65192,63872
"MAM.PC022-129_8_B-8.S",1,1,4,1
"MAM.POS1_1_4-1.S",2332,2297,2351,2309
"MAM.POS1_1_5-1.S",454584,449987,455955,450381
"MAM.POS1_1_B-1.S",87958,86596,91028,89526
"MAM.POS1_2_4-2.S",78028,77316,75384,74710
"MAM.POS1_2_5-2.S",73312,72742,59859,59477
"MAM.POS1_2_B-2.S",67906,67268,59098,58417
"MAM.POS1_3_4-3.S",46992,46499,48051,47487
"MAM.POS1_3_5-3.S",81,77,71,67
"MAM.POS1_3_B-3.S",85958,84679,80747,79534
"MAM.POS1_4_4-4.S",17657,17484,18108,17967
"MAM.POS1_4_5-4.S",238174,235604,249096,245907
"MAM.POS1_4_B-4.S",24898,24656,25971,25732
"MAM.POS1_5_4-5.S",0,0,1,1
"MAM.POS1_5_5-5.S",458604,454757,463182,459073
"MAM.POS1_5_B-5.S",41874,41487,43375,43019
"MAM.POS1_6_4-6.S",138,128,178,132
"MAM.POS1_6_5-6.S",64945,64407,56393,55971
"MAM.POS1_6_B-6.S",106396,105338,109011,107986
"MAM.POS1_7_4-7.S",6,5,8,7
"MAM.POS1_7_5-7.S",1045,979,1091,870
"MAM.POS1_7_B-7.S",22902,22565,29096,28692
"MAM.POS1_8_4-8.S",25453,25215,26310,26103
"MAM.POS1_8_5-8.S",56475,55910,56341,55919
"MAM.POS1_8_B-8.S",107392,106416,101918,101014
"pool10-EUK-25.S",4,4,3,3
"pool10-EUK-26.S",0,0,0,0
"pool10-EUK-27.S",0,0,0,0
"pool10-EUK-28.S",2,2,1,1
"pool10-EUK-29.S",0,0,0,0
"pool10-EUK-30.S",2,2,0,0
"pool10-EUK-31.S",1,1,0,0
"pool10-EUK-32.S",2,2,1,1
"pool10-EUK-33.S",0,0,1,1
"pool10-EUK-34.S",2,2,0,0
"pool10-EUK-35.S",2,1,3,3
"pool10-EUK-36.S",3,3,5,4
"pool10-EUK-37.S",1,1,0,0
"pool10-EUK-38.S",0,0,1,1
"pool10-EUK-39.S",2,2,1,1
"pool10-EUK-40.S",0,0,2,2
"pool10-MAM-25.S",0,0,0,0
"pool10-MAM-26.S",0,0,1,1
"pool10-MAM-27.S",5,1,3,2
"pool10-MAM-28.S",1,1,0,0
"pool10-MAM-29.S",0,0,1,1
"pool10-MAM-30.S",2,2,1,1
"pool10-MAM-31.S",0,0,1,1
"pool10-MAM-32.S",0,0,2,2
"pool10-MAM-33.S",1,1,1,1
"pool10-MAM-34.S",0,0,0,0
"pool10-MAM-35.S",0,0,1,1
"pool10-MAM-36.S",2,1,1,0
"pool10-MAM-37.S",0,0,2,2
"pool10-MAM-38.S",0,0,0,0
"pool10-MAM-39.S",1,1,1,1
"pool10-MAM-40.S",1,0,0,0
"pool10-RIZ-25.S",0,0,0,0
"pool10-RIZ-26.S",0,0,1,1
"pool10-RIZ-27.S",0,0,0,0
"pool10-RIZ-28.S",0,0,0,0
"pool10-RIZ-29.S",0,0,0,0
"pool10-RIZ-30.S",1,1,1,1
"pool10-RIZ-31.S",0,0,0,0
"pool10-RIZ-32.S",0,0,1,1
"pool10-RIZ-33.S",0,0,0,0
"pool10-RIZ-34.S",0,0,0,0
"pool10-RIZ-35.S",0,0,0,0
"pool10-RIZ-36.S",0,0,0,0
"pool10-RIZ-37.S",0,0,0,0
"pool10-RIZ-38.S",3,2,3,1
"pool10-RIZ-39.S",0,0,1,1
"pool10-RIZ-40.S",0,0,1,1
"pool11-EUK-17.S",0,0,1,1
"pool11-EUK-18.S",0,0,0,0
"pool11-EUK-19.S",0,0,3,3
"pool11-EUK-20.S",1,1,1,1
"pool11-EUK-21.S",0,0,1,1
"pool11-EUK-22.S",1,1,1,1
"pool11-EUK-23.S",1,1,0,0
"pool11-EUK-24.S",0,0,0,0
"pool11-EUK-25.S",2,2,3,3
"pool11-EUK-26.S",0,0,1,1
"pool11-EUK-27.S",0,0,0,0
"pool11-EUK-28.S",3,3,1,1
"pool11-EUK-29.S",0,0,0,0
"pool11-EUK-30.S",1,1,1,1
"pool11-EUK-31.S",1,1,0,0
"pool11-EUK-32.S",0,0,0,0
"pool11-MAM-17.S",1,1,0,0
"pool11-MAM-18.S",0,0,0,0
"pool11-MAM-19.S",0,0,0,0
"pool11-MAM-20.S",0,0,0,0
"pool11-MAM-21.S",0,0,0,0
"pool11-MAM-22.S",0,0,0,0
"pool11-MAM-23.S",0,0,0,0
"pool11-MAM-24.S",0,0,0,0
"pool11-MAM-25.S",0,0,0,0
"pool11-MAM-26.S",0,0,0,0
"pool11-MAM-27.S",1,0,6,4
"pool11-MAM-28.S",0,0,2,2
"pool11-MAM-29.S",1,1,2,2
"pool11-MAM-30.S",0,0,0,0
"pool11-MAM-31.S",0,0,0,0
"pool11-MAM-32.S",1,1,1,1
"pool11-RIZ-17.S",0,0,0,0
"pool11-RIZ-18.S",0,0,0,0
"pool11-RIZ-19.S",0,0,0,0
"pool11-RIZ-20.S",0,0,0,0
"pool11-RIZ-21.S",0,0,0,0
"pool11-RIZ-22.S",0,0,0,0
"pool11-RIZ-23.S",0,0,0,0
"pool11-RIZ-24.S",0,0,0,0
"pool11-RIZ-25.S",1,1,0,0
"pool11-RIZ-26.S",0,0,0,0
"pool11-RIZ-27.S",0,0,0,0
"pool11-RIZ-28.S",1,1,0,0
"pool11-RIZ-29.S",0,0,0,0
"pool11-RIZ-30.S",1,1,0,0
"pool11-RIZ-31.S",2,2,2,2
"pool11-RIZ-32.S",0,0,0,0
"pool12-EUK-09.S",3,1,5,2
"pool12-EUK-10.S",1,1,0,0
"pool12-EUK-11.S",0,0,1,1
"pool12-EUK-12.S",1,1,1,1
"pool12-EUK-13.S",1,1,2,1
"pool12-EUK-14.S",2,2,2,2
"pool12-EUK-15.S",0,0,0,0
"pool12-EUK-16.S",1,1,1,1
"pool12-EUK-17.S",0,0,3,2
"pool12-EUK-18.S",0,0,1,1
"pool12-EUK-19.S",0,0,2,2
"pool12-EUK-20.S",0,0,1,1
"pool12-EUK-21.S",0,0,0,0
"pool12-EUK-22.S",1,0,3,2
"pool12-EUK-23.S",0,0,0,0
"pool12-EUK-24.S",1,1,2,1
"pool12-MAM-09.S",0,0,0,0
"pool12-MAM-10.S",0,0,1,1
"pool12-MAM-11.S",0,0,0,0
"pool12-MAM-12.S",0,0,0,0
"pool12-MAM-13.S",0,0,0,0
"pool12-MAM-14.S",0,0,0,0
"pool12-MAM-15.S",0,0,0,0
"pool12-MAM-16.S",1,1,0,0
"pool12-MAM-17.S",0,0,0,0
"pool12-MAM-18.S",0,0,0,0
"pool12-MAM-19.S",0,0,0,0
"pool12-MAM-20.S",1,1,1,1
"pool12-MAM-21.S",0,0,1,0
"pool12-MAM-22.S",0,0,0,0
"pool12-MAM-23.S",0,0,0,0
"pool12-MAM-24.S",0,0,1,1
"pool12-RIZ-09.S",0,0,0,0
"pool12-RIZ-10.S",0,0,0,0
"pool12-RIZ-11.S",0,0,0,0
"pool12-RIZ-12.S",0,0,0,0
"pool12-RIZ-13.S",0,0,0,0
"pool12-RIZ-14.S",0,0,0,0
"pool12-RIZ-15.S",0,0,0,0
"pool12-RIZ-16.S",1,1,1,1
"pool12-RIZ-17.S",0,0,0,0
"pool12-RIZ-18.S",0,0,0,0
"pool12-RIZ-19.S",0,0,0,0
"pool12-RIZ-20.S",0,0,0,0
"pool12-RIZ-21.S",0,0,0,0
"pool12-RIZ-22.S",0,0,0,0
"pool12-RIZ-23.S",3,3,1,1
"pool12-RIZ-24.S",0,0,1,1
"pool13-EUK-01.S",0,0,4,4
"pool13-EUK-02.S",0,0,2,0
"pool13-EUK-03.S",1,1,4,4
"pool13-EUK-04.S",4,4,1,1
"pool13-EUK-05.S",3,1,2,2
"pool13-EUK-06.S",1,1,2,1
"pool13-EUK-07.S",0,0,0,0
"pool13-EUK-08.S",1,0,0,0
"pool13-EUK-09.S",2,1,1,0
"pool13-EUK-10.S",2,1,3,1
"pool13-EUK-11.S",1,1,2,2
"pool13-EUK-12.S",3,2,0,0
"pool13-EUK-13.S",1,1,1,1
"pool13-EUK-14.S",0,0,3,2
"pool13-EUK-15.S",1,1,2,2
"pool13-EUK-16.S",2,2,3,3
"pool13-MAM-01.S",0,0,1,1
"pool13-MAM-02.S",0,0,0,0
"pool13-MAM-03.S",0,0,0,0
"pool13-MAM-04.S",0,0,0,0
"pool13-MAM-05.S",0,0,0,0
"pool13-MAM-06.S",0,0,0,0
"pool13-MAM-07.S",1,1,0,0
"pool13-MAM-08.S",0,0,0,0
"pool13-MAM-09.S",0,0,0,0
"pool13-MAM-10.S",1,1,1,1
"pool13-MAM-11.S",1,1,0,0
"pool13-MAM-12.S",0,0,1,1
"pool13-MAM-13.S",3,3,1,1
"pool13-MAM-14.S",0,0,0,0
"pool13-MAM-15.S",1,1,0,0
"pool13-MAM-16.S",0,0,0,0
"pool13-RIZ-01.S",0,0,1,1
"pool13-RIZ-02.S",0,0,0,0
"pool13-RIZ-03.S",0,0,0,0
"pool13-RIZ-04.S",0,0,1,1
"pool13-RIZ-05.S",0,0,0,0
"pool13-RIZ-06.S",0,0,0,0
"pool13-RIZ-07.S",0,0,0,0
"pool13-RIZ-08.S",0,0,0,0
"pool13-RIZ-09.S",0,0,1,1
"pool13-RIZ-10.S",0,0,0,0
"pool13-RIZ-11.S",0,0,0,0
"pool13-RIZ-12.S",0,0,1,1
"pool13-RIZ-13.S",0,0,0,0
"pool13-RIZ-14.S",0,0,0,0
"pool13-RIZ-15.S",1,1,0,0
"pool13-RIZ-16.S",0,0,1,1
"pool14-EUK-01.S",0,0,3,3
"pool14-EUK-02.S",3,3,1,1
"pool14-EUK-03.S",1,1,2,1
"pool14-EUK-04.S",4,4,6,5
"pool14-EUK-05.S",2,2,2,2
"pool14-EUK-06.S",2,2,2,2
"pool14-EUK-07.S",0,0,0,0
"pool14-EUK-08.S",2,2,0,0
"pool14-EUK-33.S",2,2,2,1
"pool14-EUK-34.S",0,0,1,1
"pool14-EUK-35.S",3,3,1,0
"pool14-EUK-36.S",1,1,0,0
"pool14-EUK-37.S",0,0,4,4
"pool14-EUK-38.S",2,2,0,0
"pool14-EUK-39.S",1,1,3,3
"pool14-EUK-40.S",1,1,1,0
"pool14-MAM-01.S",0,0,0,0
"pool14-MAM-02.S",1,1,1,1
"pool14-MAM-03.S",0,0,0,0
"pool14-MAM-04.S",0,0,0,0
"pool14-MAM-05.S",0,0,0,0
"pool14-MAM-06.S",0,0,0,0
"pool14-MAM-07.S",0,0,1,1
"pool14-MAM-08.S",0,0,0,0
"pool14-MAM-33.S",0,0,0,0
"pool14-MAM-34.S",0,0,0,0
"pool14-MAM-35.S",0,0,0,0
"pool14-MAM-36.S",1,1,1,1
"pool14-MAM-37.S",1,1,0,0
"pool14-MAM-38.S",0,0,0,0
"pool14-MAM-39.S",0,0,1,1
"pool14-MAM-40.S",5,5,6,5
"pool14-RIZ-01.S",0,0,1,1
"pool14-RIZ-02.S",0,0,1,1
"pool14-RIZ-03.S",0,0,0,0
"pool14-RIZ-04.S",0,0,0,0
"pool14-RIZ-05.S",2,2,1,1
"pool14-RIZ-06.S",0,0,1,0
"pool14-RIZ-07.S",0,0,0,0
"pool14-RIZ-08.S",0,0,1,1
"pool14-RIZ-33.S",2,2,0,0
"pool14-RIZ-34.S",0,0,0,0
"pool14-RIZ-35.S",0,0,0,0
"pool14-RIZ-36.S",1,1,0,0
"pool14-RIZ-37.S",0,0,0,0
"pool14-RIZ-38.S",1,1,0,0
"pool14-RIZ-39.S",1,1,0,0
"pool14-RIZ-40.S",1,0,0,0
"pool15-EUK-25.S",0,0,3,3
"pool15-EUK-26.S",0,0,0,0
"pool15-EUK-27.S",0,0,0,0
"pool15-EUK-28.S",1,1,1,1
"pool15-EUK-29.S",0,0,0,0
"pool15-EUK-30.S",1,1,1,1
"pool15-EUK-31.S",0,0,0,0
"pool15-EUK-32.S",0,0,0,0
"pool15-EUK-33.S",2,2,2,2
"pool15-EUK-34.S",0,0,0,0
"pool15-EUK-35.S",2,2,1,1
"pool15-EUK-36.S",2,2,1,1
"pool15-EUK-37.S",0,0,0,0
"pool15-EUK-38.S",0,0,0,0
"pool15-EUK-39.S",1,1,0,0
"pool15-EUK-40.S",1,1,2,1
"pool15-MAM-25.S",0,0,0,0
"pool15-MAM-26.S",1,1,1,1
"pool15-MAM-27.S",1,1,0,0
"pool15-MAM-28.S",0,0,0,0
"pool15-MAM-29.S",0,0,1,1
"pool15-MAM-30.S",0,0,0,0
"pool15-MAM-31.S",0,0,1,1
"pool15-MAM-32.S",0,0,0,0
"pool15-MAM-33.S",0,0,0,0
"pool15-MAM-34.S",0,0,0,0
"pool15-MAM-35.S",0,0,0,0
"pool15-MAM-36.S",0,0,1,1
"pool15-MAM-37.S",0,0,0,0
"pool15-MAM-38.S",0,0,0,0
"pool15-MAM-39.S",0,0,0,0
"pool15-MAM-40.S",0,0,0,0
"pool15-RIZ-25.S",0,0,0,0
"pool15-RIZ-26.S",0,0,0,0
"pool15-RIZ-27.S",0,0,0,0
"pool15-RIZ-28.S",1,1,0,0
"pool15-RIZ-29.S",0,0,0,0
"pool15-RIZ-30.S",0,0,0,0
"pool15-RIZ-31.S",0,0,0,0
"pool15-RIZ-32.S",0,0,0,0
"pool15-RIZ-33.S",1,1,0,0
"pool15-RIZ-34.S",0,0,0,0
"pool15-RIZ-35.S",0,0,0,0
"pool15-RIZ-36.S",0,0,0,0
"pool15-RIZ-37.S",0,0,0,0
"pool15-RIZ-38.S",0,0,0,0
"pool15-RIZ-39.S",0,0,0,0
"pool15-RIZ-40.S",0,0,0,0
"pool16-EUK-17.S",2,1,0,0
"pool16-EUK-18.S",0,0,0,0
"pool16-EUK-19.S",1,1,0,0
"pool16-EUK-20.S",0,0,0,0
"pool16-EUK-21.S",0,0,0,0
"pool16-EUK-22.S",1,1,1,1
"pool16-EUK-23.S",1,1,0,0
"pool16-EUK-24.S",2,2,1,0
"pool16-EUK-25.S",2,2,2,2
"pool16-EUK-26.S",0,0,0,0
"pool16-EUK-27.S",2,2,3,3
"pool16-EUK-28.S",1,1,0,0
"pool16-EUK-29.S",0,0,1,1
"pool16-EUK-30.S",0,0,0,0
"pool16-EUK-31.S",0,0,1,0
"pool16-EUK-32.S",0,0,0,0
"pool16-MAM-17.S",0,0,0,0
"pool16-MAM-18.S",0,0,0,0
"pool16-MAM-19.S",0,0,0,0
"pool16-MAM-20.S",0,0,0,0
"pool16-MAM-21.S",0,0,0,0
"pool16-MAM-22.S",1,1,1,0
"pool16-MAM-23.S",1,1,0,0
"pool16-MAM-24.S",0,0,0,0
"pool16-MAM-25.S",0,0,0,0
