"","SenseDemultiplex","SenseStripped","AntiSenseDemultiplex","AntSenseStripped"
"EUK.PC019-455_8_5-8.S",216107,213234,236000,232319
"EUK.PC019-456_1_5-1.S",74319,72669,86363,84606
"EUK.PC019-456_2_5-2.S",27215,26648,28272,27651
"EUK.PC019-456_3_5-3.S",157144,154710,170592,167154
"EUK.PC019-456_4_5-4.S",179231,176573,201942,198211
"EUK.PC019-456_5_5-5.S",182238,179299,192553,189294
"EUK.PC019-456_6_5-6.S",82044,80437,79446,77879
"EUK.PC019-456_7_5-7.S",172472,167760,184910,179392
"EUK.PC019-456_8_5-8.S",125013,123294,145004,142797
"EUK.PC019-457_1_5-1.S",73469,71643,76655,74541
"EUK.PC019-457_2_5-2.S",37355,36563,43326,42302
"EUK.PC019-457_3_5-3.S",214454,209818,265130,259295
"EUK.PC019-457_4_5-4.S",102508,100649,120505,117795
"EUK.PC019-457_5_5-5.S",100151,98644,103464,101607
"EUK.PC019-457_6_5-6.S",172443,169408,187759,184359
"EUK.PC019-457_7_5-7.S",88044,86778,91796,90179
"EUK.PC019-457_8_5-8.S",110326,108421,110188,108473
"EUK.PC019-458_1_5-1.S",46787,46019,51879,50951
"EUK.PC019-458_2_5-2.S",49041,48228,53314,52380
"EUK.PC019-458_3_5-3.S",83533,81276,88586,86108
"EUK.PC019-458_4_5-4.S",81150,79967,95594,93876
"EUK.PC019-458_5_5-5.S",51110,50307,51230,50385
"EUK.PC019-458_6_5-6.S",143474,141064,125233,123235
"EUK.PC019-458_7_5-7.S",39366,38680,49590,48736
"EUK.PC019-458_8_5-8.S",21077,20640,20238,19860
"EUK.PC019-459_1_5-1.S",76378,74990,78459,76887
"EUK.PC019-459_2_5-2.S",33537,33083,40263,39625
"EUK.PC019-459_3_5-3.S",80736,79302,94788,92955
"EUK.PC019-459_4_5-4.S",132096,130094,145126,142117
"EUK.PC019-459_5_5-5.S",54274,53364,63028,62002
"EUK.PC019-459_6_5-6.S",54234,53246,61315,60364
"EUK.PC019-459_7_5-7.S",89133,87522,98772,96798
"EUK.PC019-459_8_5-8.S",96488,94981,108846,106993
"EUK.PC019-460_1_5-1.S",33895,33284,35082,34387
"EUK.PC019-460_2_5-2.S",94214,92416,106181,104162
"EUK.PC019-460_3_5-3.S",113237,111171,114172,111804
"EUK.PC019-460_4_5-4.S",91462,89544,100104,97818
"EUK.PC019-460_5_5-5.S",42315,41538,47422,46642
"EUK.PC019-460_6_5-6.S",64832,63665,67869,66523
"EUK.PC019-460_7_5-7.S",93659,92264,93490,92004
"EUK.PC019-460_8_5-8.S",121439,119636,120927,118831
"EUK.PC019-B6_1_5-1.S",1,0,1,1
"EUK.PC019-B6_2_5-2.S",4,4,1,1
"EUK.PC019-B6_3_5-3.S",76,74,105,103
"EUK.PC019-B6_4_5-4.S",1,1,0,0
"EUK.PC019-B6_5_5-5.S",58,58,65,63
"EUK.PC019-B6_6_5-6.S",0,0,0,0
"EUK.PC019-B6_7_5-7.S",1,1,3,3
"EUK.PC019-B6_8_5-8.S",5,4,1,1
"EUK.PC022_39_1_B-1.S",51714,50733,64440,62995
"EUK.PC022_39_2_B-2.S",100347,98095,104401,101638
"EUK.PC022_39_3_B-3.S",128348,126107,146099,141876
"EUK.PC022_39_4_B-4.S",187900,184304,205396,200673
"EUK.PC022_39_5_B-5.S",120795,117905,130106,126220
"EUK.PC022_39_6_B-6.S",174009,171059,179121,174816
"EUK.PC022_39_7_B-7.S",134983,133025,173429,169505
"EUK.PC022_39_8_B-8.S",143080,139995,137873,133877
"EUK.PC022_40_1_B-1.S",142308,140134,159150,155892
"EUK.PC022_40_2_B-2.S",106341,104146,106871,104481
"EUK.PC022_40_3_B-3.S",149436,146115,168584,164890
"EUK.PC022_40_4_B-4.S",193202,189677,219748,215278
"EUK.PC022_40_5_B-5.S",102947,101420,119468,117494
"EUK.PC022_40_6_B-6.S",103742,101720,106318,104456
"EUK.PC022_40_7_B-7.S",87383,86228,105708,104037
"EUK.PC022_40_8_B-8.S",48423,47281,51806,50597
"EUK.PC022_41_1_B-1.S",133859,130733,163478,159392
"EUK.PC022_41_2_B-2.S",153989,151408,143096,140312
"EUK.PC022_41_3_B-3.S",121013,118703,166907,162657
"EUK.PC022_41_4_B-4.S",172899,169412,204557,199605
"EUK.PC022_41_5_B-5.S",166173,163946,195623,192220
"EUK.PC022_41_6_B-6.S",115660,113061,134068,130873
"EUK.PC022_41_7_B-7.S",106144,104417,133683,130092
"EUK.PC022_41_8_B-8.S",59817,58669,63135,61681
"EUK.PC022_42_1_B-1.S",124768,122084,140240,136927
"EUK.PC022_42_2_B-2.S",83609,82230,81076,79002
"EUK.PC022_42_3_B-3.S",111394,109261,131525,128139
"EUK.PC022_42_4_B-4.S",150843,148705,147989,145261
"EUK.PC022_42_5_B-5.S",175349,173285,189225,186332
"EUK.PC022_42_6_B-6.S",177508,173908,184446,180084
"EUK.PC022_42_7_B-7.S",97841,96401,124409,122166
"EUK.PC022_42_8_B-8.S",98086,96400,105172,102299
"EUK.PC022_43_1_B-1.S",127336,125968,137404,135909
"EUK.PC022_43_2_B-2.S",185645,183656,179065,176634
"EUK.PC022_43_3_B-3.S",300441,296022,418613,412278
"EUK.PC022_43_4_B-4.S",268366,265189,289381,285600
"EUK.PC022_43_5_B-5.S",293563,290961,354818,350897
"EUK.PC022_43_6_B-6.S",293250,290542,343182,338753
"EUK.PC022_43_7_B-7.S",175154,173152,209324,207007
"EUK.PC022_43_8_B-8.S",279220,276152,291938,288388
"EUK.PC022_44_1_B-1.S",100718,98812,120544,118310
"EUK.PC022_44_2_B-2.S",121666,119286,147938,144160
"EUK.PC022_44_3_B-3.S",366112,358453,409654,399612
"EUK.PC022_44_4_B-4.S",132961,129924,137092,133529
"EUK.PC022_44_5_B-5.S",99218,97282,109641,107240
"EUK.PC022_44_6_B-6.S",173253,170286,183300,180350
"EUK.PC022_44_7_B-7.S",245836,241772,265768,261037
"EUK.PC022_44_8_B-8.S",88158,86366,99489,97267
"EUK.PC022_45_1_B-1.S",137094,133057,150209,145535
"EUK.PC022_45_2_B-2.S",57145,56181,68705,67153
"EUK.PC022_45_3_B-3.S",173592,169834,183127,178708
"EUK.PC022_45_4_B-4.S",90538,89254,94384,92645
"EUK.PC022_45_5_B-5.S",133505,131494,147693,145398
"EUK.PC022_45_6_B-6.S",40883,39823,38990,37882
"EUK.PC022_45_7_B-7.S",98500,96767,116639,114101
"EUK.PC022_45_8_B-8.S",114401,112482,116288,113685
"EUK.PC022_46_1_B-1.S",141856,140204,161461,159209
"EUK.PC022_46_2_B-2.S",132484,131025,154012,151586
"EUK.PC022_46_3_B-3.S",177227,174278,248474,244348
"EUK.PC022_46_4_B-4.S",283257,280152,291393,287819
"EUK.PC022_46_5_B-5.S",238423,236048,265313,262380
"EUK.PC022_46_6_B-6.S",209718,206777,247977,244070
"EUK.PC022_46_7_B-7.S",276998,273691,305555,301595
"EUK.PC022_46_8_B-8.S",152549,150908,136399,134470
"EUK.PC022_47_1_B-1.S",563441,558474,549655,543944
"EUK.PC022_47_2_B-2.S",283581,280390,266039,262498
"EUK.PC022_47_3_B-3.S",282426,279269,340101,335841
"EUK.PC022_47_4_B-4.S",278072,275766,249797,247312
"EUK.PC022_47_5_B-5.S",456296,452728,422995,419360
"EUK.PC022_47_6_B-6.S",397843,394392,348590,344784
"EUK.PC022_47_7_B-7.S",260456,258099,275106,272035
"EUK.PC022_47_8_B-8.S",152472,151213,129116,127540
"EUK.PC022_48_1_B-1.S",320331,317845,280503,277783
"EUK.PC022_48_2_B-2.S",376505,373068,343255,338776
"EUK.PC022_48_3_B-3.S",250922,248637,201415,199214
"EUK.PC022_48_4_B-4.S",272909,270775,224135,222042
"EUK.PC022_48_5_B-5.S",301700,299948,279653,277936
"EUK.PC022_48_6_B-6.S",643318,637404,569454,563780
"EUK.PC022_48_7_B-7.S",411339,407082,420663,416027
"EUK.PC022_48_8_B-8.S",254117,251850,212121,210186
"EUK.PC022_49_1_B-1.S",203229,201376,194254,192078
"EUK.PC022_49_2_B-2.S",134261,133132,135015,133632
"EUK.PC022_49_3_B-3.S",301943,299475,294208,291225
"EUK.PC022_49_4_B-4.S",198474,196490,184191,182306
"EUK.PC022_49_5_B-5.S",296748,294340,288209,285654
"EUK.PC022_49_6_B-6.S",365801,362552,352984,349402
"EUK.PC022_49_7_B-7.S",421030,418261,408087,403902
"EUK.PC022_49_8_B-8.S",366045,362538,299482,296243
"EUK.PC022_50_1_B-1.S",143472,141730,119628,118106
"EUK.PC022_50_2_B-2.S",331661,329126,277463,274595
"EUK.PC022_50_3_B-3.S",505144,500934,570774,564814
"EUK.PC022_50_4_B-4.S",498772,494883,418875,415068
"EUK.PC022_50_5_B-5.S",302272,300425,321542,319376
"EUK.PC022_50_6_B-6.S",518320,510947,402803,396249
"EUK.PC022_50_7_B-7.S",222450,221073,218951,217009
"EUK.PC022_50_8_B-8.S",233993,231843,194536,192685
"EUK.PC022_51_1_B-1.S",175590,173659,165404,163660
"EUK.PC022_51_2_B-2.S",228852,226445,198394,195876
"EUK.PC022_51_3_B-3.S",200578,197730,215549,212276
"EUK.PC022_51_4_B-4.S",295276,292326,323217,319332
"EUK.PC022_51_5_B-5.S",315082,312766,322973,319950
"EUK.PC022_51_6_B-6.S",325097,320599,337941,332969
"EUK.PC022_51_7_B-7.S",284202,280958,318049,312908
"EUK.PC022_51_8_B-8.S",281182,278044,244658,241268
"EUK.PC022_52_1_B-1.S",59395,58272,64395,63214
"EUK.PC022_52_2_B-2.S",75724,74402,92689,90816
"EUK.PC022_52_3_B-3.S",190531,187790,287186,282228
"EUK.PC022_52_4_B-4.S",163064,161073,163277,160998
"EUK.PC022_52_5_B-5.S",127991,126006,139064,136638
"EUK.PC022_52_6_B-6.S",136392,134604,138688,136635
"EUK.PC022_52_7_B-7.S",124837,123218,124210,122740
"EUK.PC022_52_8_B-8.S",95039,93708,102778,101275
"EUK.PC022_80_1_B-1.S",60990,60162,69418,68228
"EUK.PC022_80_2_B-2.S",71790,70202,78652,76695
"EUK.PC022_80_3_B-3.S",64247,63521,75417,74296
"EUK.PC022_80_4_B-4.S",56023,55414,58098,57294
"EUK.PC022_80_5_B-5.S",62090,61640,71663,70929
"EUK.PC022_80_6_B-6.S",70976,70112,79403,78290
"EUK.PC022_80_7_B-7.S",33831,33332,36213,35620
"EUK.PC022_80_8_B-8.S",50404,49838,55691,54856
"EUK.PC022_81_1_B-1.S",107005,105786,123225,121314
"EUK.PC022_81_2_B-2.S",156069,154273,183070,180150
"EUK.PC022_81_3_B-3.S",321510,317727,362835,356354
"EUK.PC022_81_4_B-4.S",109858,108561,127409,125782
"EUK.PC022_81_5_B-5.S",274425,272367,295843,292967
"EUK.PC022_81_6_B-6.S",167187,164620,189904,186767
"EUK.PC022_81_7_B-7.S",263097,259878,290012,285423
"EUK.PC022_81_8_B-8.S",233013,230178,242735,239129
"EUK.PC022_82_1_B-1.S",80437,79233,84241,82795
"EUK.PC022_82_2_B-2.S",211423,208491,217785,214160
"EUK.PC022_82_3_B-3.S",113499,111726,141605,138812
"EUK.PC022_82_4_B-4.S",75113,74261,78079,77125
"EUK.PC022_82_5_B-5.S",135241,134021,146147,144433
"EUK.PC022_82_6_B-6.S",151299,149632,167424,165250
"EUK.PC022_82_7_B-7.S",175887,173954,191846,188839
"EUK.PC022_82_8_B-8.S",106401,104875,118689,116346
"EUK.PC022_83_1_B-1.S",22807,22551,22987,22620
"EUK.PC022_83_2_B-2.S",30721,30319,34712,34142
"EUK.PC022_83_3_B-3.S",29073,28608,38850,37967
"EUK.PC022_83_4_B-4.S",27943,27616,27629,27215
"EUK.PC022_83_5_B-5.S",20807,20614,21364,21117
"EUK.PC022_83_6_B-6.S",8805,8687,9019,8860
"EUK.PC022_83_7_B-7.S",50054,49402,51329,50498
"EUK.PC022_83_8_B-8.S",13799,13556,14694,14377
"EUK.PC022_84_1_B-1.S",63164,62305,62673,61757
"EUK.PC022_84_2_B-2.S",55707,55026,64589,63606
"EUK.PC022_84_3_B-3.S",108100,106877,109922,108512
"EUK.PC022_84_4_B-4.S",148084,147125,143987,142673
"EUK.PC022_84_5_B-5.S",94646,93924,108889,107867
"EUK.PC022_84_6_B-6.S",159244,157601,176688,174384
"EUK.PC022_84_7_B-7.S",143090,141837,143190,141568
"EUK.PC022_84_8_B-8.S",129146,127738,132767,130728
"EUK.PC022_85_1_B-1.S",2762,2722,3115,3067
"EUK.PC022_85_2_B-2.S",2777,2731,3235,3161
"EUK.PC022_85_3_B-3.S",3984,3944,5701,5572
"EUK.PC022_85_4_B-4.S",2813,2781,3348,3303
"EUK.PC022_85_5_B-5.S",16311,16160,17362,17194
"EUK.PC022_85_6_B-6.S",9675,9562,10555,10394
"EUK.PC022_85_7_B-7.S",13758,13314,14250,13738
"EUK.PC022_85_8_B-8.S",2713,2682,3055,3000
"EUK.PC022_86_1_B-1.S",21402,20976,22216,21553
"EUK.PC022_86_2_B-2.S",18429,17999,22334,21755
"EUK.PC022_86_3_B-3.S",11738,11531,16284,15945
"EUK.PC022_86_4_B-4.S",67052,66233,78035,76680
"EUK.PC022_86_5_B-5.S",77942,76928,93107,91589
"EUK.PC022_86_6_B-6.S",84289,83082,102113,100379
"EUK.PC022_86_7_B-7.S",40253,39772,48936,48188
"EUK.PC022_86_8_B-8.S",37208,36729,33848,33328
"EUK.PC022_87_1_B-1.S",19856,19667,21577,21250
"EUK.PC022_87_2_B-2.S",7217,7118,8572,8398
"EUK.PC022_87_3_B-3.S",51242,50126,51725,50278
"EUK.PC022_87_4_B-4.S",10500,10401,11977,11806
"EUK.PC022_87_5_B-5.S",24545,24347,26875,26583
"EUK.PC022_87_6_B-6.S",78991,78027,80194,78996
"EUK.PC022_87_7_B-7.S",21681,21440,24389,24070
"EUK.PC022_87_8_B-8.S",19115,18814,20615,20189
"EUK.PC022_88_1_B-1.S",73843,73041,74973,73864
"EUK.PC022_88_2_B-2.S",26262,25920,36284,35585
"EUK.PC022_88_3_B-3.S",28434,28085,30332,29807
"EUK.PC022_88_4_B-4.S",41528,41165,42686,42064
"EUK.PC022_88_5_B-5.S",37784,37397,49879,49349
"EUK.PC022_88_6_B-6.S",36994,36546,43677,43017
"EUK.PC022_88_7_B-7.S",33134,32651,36120,35490
"EUK.PC022_88_8_B-8.S",15983,15779,17849,17506
"EUK.PC022_89_1_B-1.S",15371,15209,16248,15989
"EUK.PC022_89_2_B-2.S",38877,38209,42131,41264
"EUK.PC022_89_3_B-3.S",35115,34603,44949,44120
"EUK.PC022_89_4_B-4.S",7176,7066,8700,8528
"EUK.PC022_89_5_B-5.S",19130,18949,19601,19406
"EUK.PC022_89_6_B-6.S",24009,23691,24627,24236
"EUK.PC022_89_7_B-7.S",16648,16463,20687,20420
"EUK.PC022_89_8_B-8.S",17399,17180,19135,18792
"EUK.PC022_90_1_B-1.S",26773,26428,27182,26728
"EUK.PC022_90_2_B-2.S",32750,32324,36984,36441
"EUK.PC022_90_3_B-3.S",91922,90706,103723,101859
"EUK.PC022_90_4_B-4.S",51304,50616,62443,61415
"EUK.PC022_90_5_B-5.S",50698,50224,56171,55500
"EUK.PC022_90_6_B-6.S",51955,51270,54445,53573
"EUK.PC022_90_7_B-7.S",99359,97935,101591,99800
"EUK.PC022_90_8_B-8.S",65192,64177,67609,66347
"EUK.PC022_B2_1_B-1.S",168,162,150,144
"EUK.PC022_B2_2_B-2.S",173,170,166,159
"EUK.PC022_B2_3_B-3.S",7,2,6,4
"EUK.PC022_B2_4_B-4.S",99,93,202,197
"EUK.PC022_B2_5_B-5.S",185,179,181,177
"EUK.PC022_B2_6_B-6.S",13,13,16,14
"EUK.PC022_B2_7_B-7.S",282,279,345,336
"EUK.PC022_B2_8_B-8.S",2,1,4,2
"EUK.PC022_B3_1_5-1.S",123,122,109,106
"EUK.PC022_B3_2_5-2.S",104,101,106,105
"EUK.PC022_B3_3_5-3.S",210,205,226,220
"EUK.PC022_B3_4_5-4.S",70,70,49,48
"EUK.PC022_B3_5_5-5.S",190,186,160,159
"EUK.PC022_B3_6_5-6.S",79,79,85,84
"EUK.PC022_B3_7_5-7.S",141,139,159,158
"EUK.PC022_B3_8_5-8.S",48,48,75,74
"EUK.PC022-119_1_B-1.S",14539,14193,15522,15139
"EUK.PC022-119_2_B-2.S",16935,16519,17383,16906
"EUK.PC022-119_3_B-3.S",18854,18375,27644,26791
"EUK.PC022-119_4_B-4.S",21351,20918,21105,20651
"EUK.PC022-119_5_B-5.S",36988,36492,34321,33790
"EUK.PC022-119_6_B-6.S",58604,57330,56890,55610
"EUK.PC022-119_7_B-7.S",28304,27779,34024,33269
"EUK.PC022-119_8_B-8.S",26187,25646,27563,26877
"EUK.PC022-120_1_B-1.S",32609,31926,32562,31745
"EUK.PC022-120_2_B-2.S",7364,7178,9047,8827
"EUK.PC022-120_3_B-3.S",9446,9185,9134,8846
"EUK.PC022-120_4_B-4.S",8373,8233,10726,10527
"EUK.PC022-120_5_B-5.S",26202,25874,30378,29910
"EUK.PC022-120_6_B-6.S",18334,17982,19423,18995
"EUK.PC022-120_7_B-7.S",952,927,983,959
"EUK.PC022-120_8_B-8.S",17483,16903,17497,16826
"EUK.PC022-121_1_B-1.S",51558,50532,60281,58949
"EUK.PC022-121_2_B-2.S",20681,20267,22372,21881
"EUK.PC022-121_3_B-3.S",16781,16392,18449,18024
"EUK.PC022-121_4_B-4.S",48286,47340,51401,50326
"EUK.PC022-121_5_B-5.S",6453,6356,7067,6953
"EUK.PC022-121_6_B-6.S",29412,28395,29131,28060
"EUK.PC022-121_7_B-7.S",12130,11696,13346,12910
"EUK.PC022-121_8_B-8.S",16390,15989,19377,18846
"EUK.PC022-122_1_B-1.S",14033,13774,14309,14029
"EUK.PC022-122_2_B-2.S",0,0,0,0
"EUK.PC022-122_3_B-3.S",48626,47239,59068,57398
"EUK.PC022-122_4_B-4.S",34105,33090,34260,33148
"EUK.PC022-122_5_B-5.S",11138,10999,13044,12859
"EUK.PC022-122_6_B-6.S",30086,29662,33318,32747
"EUK.PC022-122_7_B-7.S",31854,31185,33437,32694
"EUK.PC022-122_8_B-8.S",6585,6403,7726,7513
"EUK.PC022-123_1_B-1.S",18516,18064,20997,20449
"EUK.PC022-123_2_B-2.S",5,3,4,4
"EUK.PC022-123_3_B-3.S",33406,32702,49651,48422
"EUK.PC022-123_4_B-4.S",33607,33112,37768,37034
"EUK.PC022-123_5_B-5.S",27736,27053,31021,30181
"EUK.PC022-123_6_B-6.S",107878,106480,124843,122806
"EUK.PC022-123_7_B-7.S",21079,20684,25377,24824
"EUK.PC022-123_8_B-8.S",22610,22109,22902,22287
"EUK.PC022-124_1_B-1.S",13346,13040,14762,14442
"EUK.PC022-124_2_B-2.S",0,0,0,0
"EUK.PC022-124_3_B-3.S",65598,64061,85060,82626
"EUK.PC022-124_4_B-4.S",44498,43653,48876,47818
"EUK.PC022-124_5_B-5.S",13300,13046,15344,15016
"EUK.PC022-124_6_B-6.S",43801,42847,44780,43706
"EUK.PC022-124_7_B-7.S",17046,16755,18580,18224
"EUK.PC022-124_8_B-8.S",18904,18542,18406,18019
"EUK.PC022-125_1_B-1.S",22114,21774,23920,23440
"EUK.PC022-125_2_B-2.S",1,0,3,2
"EUK.PC022-125_3_B-3.S",30207,29653,41469,40611
"EUK.PC022-125_4_B-4.S",199575,197203,226610,222867
"EUK.PC022-125_5_B-5.S",52771,51980,62383,61259
"EUK.PC022-125_6_B-6.S",66936,65719,76382,74908
"EUK.PC022-125_7_B-7.S",55279,54389,67354,65992
"EUK.PC022-125_8_B-8.S",86511,84827,97157,94577
"EUK.PC022-126_1_B-1.S",21283,20962,22330,21987
"EUK.PC022-126_2_B-2.S",1,0,2,1
"EUK.PC022-126_3_B-3.S",38050,36965,43967,42732
"EUK.PC022-126_4_B-4.S",40383,39387,45527,44375
"EUK.PC022-126_5_B-5.S",23262,22922,23229,22867
"EUK.PC022-126_6_B-6.S",42205,41204,47523,46472
"EUK.PC022-126_7_B-7.S",53278,52354,52861,51791
"EUK.PC022-126_8_B-8.S",24963,24409,25619,24963
"EUK.PC022-127_1_B-1.S",11603,11371,13388,13139
"EUK.PC022-127_2_B-2.S",1,1,1,1
"EUK.PC022-127_3_B-3.S",6971,6810,9461,9250
"EUK.PC022-127_4_B-4.S",2814,2748,2660,2595
"EUK.PC022-127_5_B-5.S",14610,14440,18641,18350
"EUK.PC022-127_6_B-6.S",3037,2974,2902,2844
"EUK.PC022-127_7_B-7.S",10198,10053,11493,11294
"EUK.PC022-127_8_B-8.S",4175,4086,4349,4241
"EUK.PC022-128_1_B-1.S",12460,12218,12689,12440
"EUK.PC022-128_2_B-2.S",0,0,1,1
"EUK.PC022-128_3_B-3.S",47983,47030,62575,61079
"EUK.PC022-128_4_B-4.S",13862,13602,13115,12891
"EUK.PC022-128_5_B-5.S",44929,44305,44411,43750
"EUK.PC022-128_6_B-6.S",98545,96507,92492,90319
"EUK.PC022-128_7_B-7.S",27555,26804,27520,26661
"EUK.PC022-128_8_B-8.S",13500,13131,13702,13227
"EUK.PC022-129_1_B-1.S",25963,25522,29483,28905
"EUK.PC022-129_2_B-2.S",7219,7075,6174,6025
"EUK.PC022-129_3_B-3.S",13566,13182,14364,13915
"EUK.PC022-129_4_B-4.S",3218,3138,3260,3171
"EUK.PC022-129_5_B-5.S",13785,13540,19637,19314
"EUK.PC022-129_6_B-6.S",38486,37805,37539,36763
"EUK.PC022-129_7_B-7.S",5948,5840,7077,6931
"EUK.PC022-129_8_B-8.S",20530,20110,23126,22561
"EUK.POS1_1_4-1.S",98677,91191,94987,88450
"EUK.POS1_1_5-1.S",111249,101287,127922,117736
"EUK.POS1_1_B-1.S",233682,227437,234129,228197
"EUK.POS1_2_4-2.S",17036,15647,18755,17463
"EUK.POS1_2_5-2.S",134463,119424,144165,129799
"EUK.POS1_2_B-2.S",92682,89808,111726,108373
"EUK.POS1_3_4-3.S",225310,210339,264769,248963
"EUK.POS1_3_5-3.S",89866,78417,96272,85619
"EUK.POS1_3_B-3.S",373294,362301,537646,522429
"EUK.POS1_4_4-4.S",52871,50324,55902,53350
"EUK.POS1_4_5-4.S",258772,237225,259514,239932
"EUK.POS1_4_B-4.S",583913,571211,615334,600345
"EUK.POS1_5_4-5.S",125078,120665,117335,113397
"EUK.POS1_5_5-5.S",43514,39861,44995,41856
"EUK.POS1_5_B-5.S",225531,221030,225879,221975
"EUK.POS1_6_4-6.S",92550,88730,102194,97850
"EUK.POS1_6_5-6.S",112668,99707,117162,105243
"EUK.POS1_6_B-6.S",333196,325037,371220,361875
"EUK.POS1_7_4-7.S",147731,138376,145085,136253
"EUK.POS1_7_5-7.S",63886,56285,76754,69236
"EUK.POS1_7_B-7.S",474500,463153,478162,465510
"EUK.POS1_8_4-8.S",104061,95245,105670,97479
"EUK.POS1_8_5-8.S",176274,161127,192450,177933
"EUK.POS1_8_B-8.S",161076,154812,167707,160993
"MAM.Blank5_1_5-1.S",5,4,2,2
"MAM.Blank5_2_5-2.S",9,8,11,9
"MAM.Blank5_3_5-3.S",429,369,433,322
"MAM.Blank5_4_5-4.S",76,72,76,66
"MAM.Blank5_5_5-5.S",0,0,1,1
"MAM.Blank5_6_5-6.S",0,0,0,0
"MAM.Blank5_7_5-7.S",0,0,0,0
"MAM.Blank5_8_5-8.S",93359,92120,96159,94978
"MAM.Neg1_1_4-1.S",76,69,101,72
"MAM.Neg1_2_4-2.S",1345,1237,1361,1055
"MAM.Neg1_3_4-3.S",29,23,25,17
"MAM.Neg1_4_4-4.S",32,32,35,25
"MAM.Neg1_5_4-5.S",4,4,1,1
"MAM.Neg1_6_4-6.S",0,0,0,0
"MAM.Neg1_7_4-7.S",1,1,1,1
"MAM.Neg1_8_4-8.S",211,199,228,180
"MAM.Neg2_1_4-1.S",108,105,116,98
"MAM.Neg2_2_4-2.S",36,35,41,35
"MAM.Neg2_3_4-3.S",315,297,402,309
"MAM.Neg2_4_4-4.S",3,2,5,3
"MAM.Neg2_5_4-5.S",101,84,119,92
"MAM.Neg2_6_4-6.S",64,56,67,52
"MAM.Neg2_7_4-7.S",0,0,0,0
"MAM.Neg2_8_4-8.S",40,37,33,29
"MAM.Neg3_1_4-1.S",264,242,232,186
"MAM.Neg3_2_4-2.S",3937,3873,4027,3903
"MAM.Neg3_3_4-3.S",495,461,517,411
"MAM.Neg3_4_4-4.S",78,70,78,58
"MAM.Neg3_5_4-5.S",1,1,0,0
"MAM.Neg3_6_4-6.S",0,0,0,0
"MAM.Neg3_7_4-7.S",167,156,145,117
"MAM.Neg3_8_4-8.S",134,123,123,95
"MAM.Neg4_1_5-1.S",397,372,399,305
"MAM.Neg4_2_5-2.S",22,21,32,27
"MAM.Neg4_3_5-3.S",1816,1576,1871,1438
"MAM.Neg4_4_5-4.S",4568,4150,4682,3793
"MAM.Neg4_5_5-5.S",18,15,12,7
"MAM.Neg4_6_5-6.S",111,100,112,89
"MAM.Neg4_7_5-7.S",1,1,0,0
"MAM.Neg4_8_5-8.S",1845,1690,1931,1533
"MAM.Neg5_1_5-1.S",258,237,276,216
"MAM.Neg5_2_5-2.S",2848,2594,3014,2358
"MAM.Neg5_3_5-3.S",993,901,1047,827
"MAM.Neg5_4_5-4.S",8091,7240,7878,5970
"MAM.Neg5_5_5-5.S",13761,13344,13829,12968
"MAM.Neg5_6_5-6.S",0,0,0,0
"MAM.Neg5_7_5-7.S",166,149,166,121
"MAM.Neg5_8_5-8.S",109,101,117,104
"MAM.Neg6_1_B-1.S",270,242,300,220
"MAM.Neg6_2_B-2.S",11,11,22,16
"MAM.Neg6_3_B-3.S",746,638,811,628
"MAM.Neg6_4_B-4.S",46,41,49,38
"MAM.Neg6_5_B-5.S",48,45,43,39
"MAM.Neg6_6_B-6.S",23,21,32,24
"MAM.Neg6_7_B-7.S",0,0,1,1
"MAM.Neg6_8_B-8.S",2043,1860,2227,1684
"MAM.Neg7_1_B-1.S",8,7,9,9
"MAM.Neg7_2_B-2.S",3,3,6,6
"MAM.Neg7_3_B-3.S",38,34,37,30
"MAM.Neg7_4_B-4.S",19,16,17,14
"MAM.Neg7_5_B-5.S",448,385,488,386
"MAM.Neg7_6_B-6.S",0,0,1,1
"MAM.Neg7_7_B-7.S",2,2,0,0
"MAM.Neg7_8_B-8.S",1,1,0,0
"MAM.PC019_Blank4_1_4-1.S",55595,55110,56398,55830
"MAM.PC019_Blank4_2_4-2.S",276,238,274,201
"MAM.PC019_Blank4_3_4-3.S",89,71,91,59
"MAM.PC019_Blank4_4_4-4.S",7,6,9,6
"MAM.PC019_Blank4_5_4-5.S",1,1,9,9
"MAM.PC019_Blank4_6_4-6.S",0,0,1,0
"MAM.PC019_Blank4_7_4-7.S",1,1,0,0
"MAM.PC019_Blank4_8_4-8.S",44,36,62,56
"MAM.PC019-213_1_4-1.S",52388,51752,48462,47757
"MAM.PC019-213_2_4-2.S",78199,76709,81391,79879
"MAM.PC019-213_3_4-3.S",21225,20786,24720,24380
"MAM.PC019-213_4_4-4.S",18216,17962,18562,18305
"MAM.PC019-213_5_4-5.S",13,8,12,12
"MAM.PC019-213_6_4-6.S",55919,55336,60035,59528
"MAM.PC019-213_7_4-7.S",93129,92176,95124,93965
"MAM.PC019-213_8_4-8.S",1149,1066,1146,935
"MAM.PC019-215_1_4-1.S",48531,47583,55438,54289
"MAM.PC019-215_2_4-2.S",7,5,12,8
"MAM.PC019-215_3_4-3.S",15,14,16,12
"MAM.PC019-215_4_4-4.S",203,187,188,158
"MAM.PC019-215_5_4-5.S",16347,16082,20269,19875
"MAM.PC019-215_6_4-6.S",9,7,4,4
"MAM.PC019-215_7_4-7.S",1603,1411,1637,1255
"MAM.PC019-215_8_4-8.S",661,617,640,566
