"","SenseDemultiplex","SenseStripped","AntiSenseDemultiplex","AntSenseStripped"
"EUK.Neg1-5-2.5.S",145,143,196,194
"EUK.Neg1-5-3.5.S",5,5,6,6
"EUK.Neg1-6-1.6.S",6,5,7,6
"EUK.Neg1-6-2.6.S",3,3,7,7
"EUK.Neg1-6-3.6.S",31,28,27,25
"EUK.Neg1-7-1.7.S",12,12,22,21
"EUK.Neg1-7-2.7.S",1,1,7,5
"EUK.Neg1-7-3.7.S",57,57,58,56
"EUK.Neg1-8-1.8.S",1,1,2,2
"EUK.Neg1-8-2.8.S",7,7,5,5
"EUK.Neg1-8-3.8.S",6,6,2,2
"EUK.Neg2-1-1.1.S",0,0,1,1
"EUK.Neg2-1-2.1.S",3,3,0,0
"EUK.Neg2-1-3.1.S",4,4,1,1
"EUK.Neg2-2-1.2.S",0,0,4,4
"EUK.Neg2-2-2.2.S",2,2,7,7
"EUK.Neg2-2-3.2.S",8,8,4,4
"EUK.Neg2-3-1.3.S",2,2,2,2
"EUK.Neg2-3-2.3.S",12,11,9,9
"EUK.Neg2-3-3.3.S",161,150,269,256
"EUK.Neg2-4-1.4.S",23,23,19,17
"EUK.Neg2-4-2.4.S",6,5,2,2
"EUK.Neg2-4-3.4.S",4,4,2,2
"EUK.Neg2-5-1.5.S",3,3,5,5
"EUK.Neg2-5-2.5.S",26,25,21,20
"EUK.Neg2-5-3.5.S",10,10,6,6
"EUK.Neg2-6-1.6.S",7,7,8,8
"EUK.Neg2-6-2.6.S",2,2,2,2
"EUK.Neg2-6-3.6.S",5,5,10,10
"EUK.Neg2-7-1.7.S",11,11,3,3
"EUK.Neg2-7-2.7.S",2,2,3,3
"EUK.Neg2-7-3.7.S",29,28,29,29
"EUK.Neg2-8-1.8.S",2,0,4,2
"EUK.Neg2-8-2.8.S",7,7,2,2
"EUK.Neg2-8-3.8.S",23,18,28,27
"EUK.Neg3-1-1.1.S",0,0,0,0
"EUK.Neg3-1-3.1.S",40,38,55,53
"EUK.Neg3-2-1.2.S",3,3,2,2
"EUK.Neg3-2-3.2.S",115,115,88,88
"EUK.Neg3-3-1.3.S",4,4,3,3
"EUK.Neg3-3-3.3.S",0,0,1,1
"EUK.Neg3-4-1.4.S",50,50,53,53
"EUK.Neg3-4-3.4.S",3,3,2,2
"EUK.Neg3-5-1.5.S",5,5,4,4
"EUK.Neg3-5-3.5.S",5,4,2,2
"EUK.Neg3-6-1.6.S",8,8,9,9
"EUK.Neg3-6-3.6.S",2,2,5,5
"EUK.Neg3-7-1.7.S",1,1,8,7
"EUK.Neg3-7-3.7.S",1,1,0,0
"EUK.Neg3-8-1.8.S",2,1,0,0
"EUK.Neg3-8-3.8.S",38,37,30,30
"EUK.POS1-1-1.1.S",167937,163896,165802,162452
"EUK.POS1-1-2.1.S",112259,109744,112972,110717
"EUK.POS1-1-3.1.S",80334,78402,78251,76893
"EUK.POS1-2-1.2.S",166742,163605,176211,173372
"EUK.POS1-2-2.2.S",108002,105735,112816,110758
"EUK.POS1-2-3.2.S",19277,18818,19092,18653
"EUK.POS1-3-1.3.S",101976,99372,111372,108796
"EUK.POS1-3-2.3.S",64510,62941,67345,65929
"EUK.POS1-3-3.3.S",97074,94255,116378,113331
"EUK.POS1-4-1.4.S",118566,115274,121919,118708
"EUK.POS1-4-2.4.S",96087,93292,98048,95823
"EUK.POS1-4-3.4.S",130377,126822,131415,128479
"EUK.POS1-5-1.5.S",127325,123887,137642,134150
"EUK.POS1-5-2.5.S",114642,111720,116310,113394
"EUK.POS1-5-3.5.S",165029,161345,172850,169340
"EUK.POS1-6-1.6.S",27503,26969,28709,28123
"EUK.POS1-6-2.6.S",8369,8136,8724,8502
"EUK.POS1-6-3.6.S",98090,95723,103196,100819
"EUK.POS1-7-1.7.S",96840,94372,97667,95611
"EUK.POS1-7-2.7.S",67708,66020,76070,74479
"EUK.POS1-7-3.7.S",20925,20308,21916,21392
"EUK.POS1-8-1.8.S",109835,107618,108936,106885
"EUK.POS1-8-2.8.S",84786,82811,84599,82924
"EUK.POS1-8-3.8.S",142077,138681,138123,134941
"EUK.POS2-1-1.1.S",24196,23467,29492,28784
"EUK.POS2-1-2.1.S",34681,33270,45154,43574
"EUK.POS2-1-3.1.S",27024,26004,29010,28079
"EUK.POS2-2-1.2.S",75546,73935,96831,94909
"EUK.POS2-2-2.2.S",45499,44326,56252,54960
"EUK.POS2-2-3.2.S",8627,8016,10026,9474
"EUK.POS2-3-1.3.S",74826,71893,88690,85808
"EUK.POS2-3-2.3.S",48916,47545,58467,57130
"EUK.POS2-3-3.3.S",42993,41770,58230,56774
"EUK.POS2-4-1.4.S",40948,39452,50864,49480
"EUK.POS2-4-2.4.S",27544,26874,31964,31356
"EUK.POS2-4-3.4.S",49081,47331,61420,59864
"EUK.POS2-5-1.5.S",15253,14672,16526,15941
"EUK.POS2-5-2.5.S",12777,12141,13225,12620
"EUK.POS2-5-3.5.S",39130,37777,44164,42866
"EUK.POS2-6-1.6.S",5914,5769,7360,7204
"EUK.POS2-6-2.6.S",1565,1463,1962,1862
"EUK.POS2-6-3.6.S",33346,32102,40281,39024
"EUK.POS2-7-1.7.S",36421,35133,39887,38649
"EUK.POS2-7-2.7.S",25700,24979,29828,29052
"EUK.POS2-7-3.7.S",2856,2651,3121,2956
"EUK.POS2-8-1.8.S",36694,35519,44634,43298
"EUK.POS2-8-2.8.S",31190,29864,37019,35668
"EUK.POS2-8-3.8.S",37221,36448,47780,46862
"EUK.POS3-1-1.1.S",68275,66501,72008,70331
"EUK.POS3-1-2.1.S",88600,86758,96095,94169
"EUK.POS3-1-3.1.S",75534,73715,78880,77335
"EUK.POS3-2-1.2.S",33829,33125,39017,38440
"EUK.POS3-2-2.2.S",21543,21030,23902,23486
"EUK.POS3-2-3.2.S",4729,4576,5729,5591
"EUK.POS3-3-1.3.S",145304,141824,185094,181164
"EUK.POS3-3-2.3.S",57931,56659,68357,66958
"EUK.POS3-3-3.3.S",61653,59919,91027,88953
"EUK.POS3-4-1.4.S",54713,53460,63015,61606
"EUK.POS3-4-2.4.S",45089,44210,48333,47375
"EUK.POS3-4-3.4.S",82915,81233,93581,91798
"EUK.POS3-5-1.5.S",107501,104889,112240,110288
"EUK.POS3-5-2.5.S",43852,42890,44325,43667
"EUK.POS3-5-3.5.S",135753,132535,132776,130730
"EUK.POS3-6-1.6.S",28054,27574,32031,31572
"EUK.POS3-6-2.6.S",8472,8267,9501,9301
"EUK.POS3-6-3.6.S",146605,142234,168693,164513
"EUK.POS3-7-1.7.S",89035,86809,90585,88657
"EUK.POS3-7-2.7.S",57111,55383,63399,61793
"EUK.POS3-7-3.7.S",20325,19833,21213,20772
"EUK.POS3-8-1.8.S",64880,63381,68628,67156
"EUK.POS3-8-2.8.S",59291,57595,62861,61405
"EUK.POS3-8-3.8.S",109658,106434,118381,115220
"MAM.B1-1-1.1.S",79345,78449,81631,80657
"MAM.B1-2-1.2.S",2,2,1,1
"MAM.B1-3-1.3.S",42,33,50,43
"MAM.B1-4-1.4.S",1276,1259,1405,1375
"MAM.B1-5-1.5.S",2,2,1,1
"MAM.B1-6-1.6.S",0,0,1,1
"MAM.B1-7-1.7.S",3,3,2,2
"MAM.B1-8-1.8.S",1236,1216,1176,1152
"MAM.B2-1-1.1.S",0,0,2,1
"MAM.B2-2-1.2.S",1,1,2,1
"MAM.B2-3-1.3.S",1,1,1,1
"MAM.B2-4-1.4.S",8,8,16,16
"MAM.B2-5-1.5.S",84921,83877,85453,84391
"MAM.B2-6-1.6.S",263988,260550,245430,241851
"MAM.B2-7-1.7.S",2,2,1,1
"MAM.B2-8-1.8.S",186495,183248,147952,145492
"MAM.B3-1-2.1.S",0,0,2,2
"MAM.B3-2-2.2.S",5,3,8,2
"MAM.B3-3-2.3.S",15,15,19,19
"MAM.B3-4-2.4.S",0,0,0,0
"MAM.B3-5-2.5.S",7,7,8,8
"MAM.B3-6-2.6.S",4,4,1,1
"MAM.B3-7-2.7.S",47271,46309,42465,41581
"MAM.B3-8-2.8.S",2,2,6,6
"MAM.B4-1-2.1.S",0,0,1,1
"MAM.B4-2-2.2.S",128670,127109,120268,118776
"MAM.B4-3-2.3.S",42085,41592,35199,34854
"MAM.B4-4-2.4.S",269,240,304,271
"MAM.B4-5-2.5.S",189179,185860,176048,172534
"MAM.B4-6-2.6.S",56690,55828,63609,62716
"MAM.B4-7-2.7.S",86463,85187,80462,79328
"MAM.B4-8-2.8.S",0,0,0,0
"MAM.B5-1-2.1.S",0,0,2,2
"MAM.B5-2-2.2.S",0,0,0,0
"MAM.B5-3-2.3.S",0,0,0,0
"MAM.B5-4-2.4.S",9511,9405,9966,9841
"MAM.B5-5-2.5.S",3,3,0,0
"MAM.B5-6-2.6.S",4,4,10,9
"MAM.B5-7-2.7.S",1,1,0,0
"MAM.B5-8-2.8.S",1,1,1,1
"MAM.B6-1-3.1.S",7,7,4,4
"MAM.B6-2-3.2.S",4,4,6,6
"MAM.B6-3-3.3.S",1,1,4,4
"MAM.B6-4-3.4.S",3,3,1,1
"MAM.B6-5-3.5.S",0,0,0,0
"MAM.B6-6-3.6.S",0,0,3,3
"MAM.B6-7-3.7.S",38649,38250,38155,37687
"MAM.B6-8-3.8.S",7,7,13,11
"MAM.B7-1-3.1.S",2,2,1,1
"MAM.B7-2-3.2.S",2,2,0,0
"MAM.B7-3-3.3.S",3,3,1,1
"MAM.B7-4-3.4.S",2,2,1,1
"MAM.B7-5-3.5.S",2,2,2,2
"MAM.B7-6-3.6.S",2,2,0,0
"MAM.B7-7-3.7.S",2,2,3,3
"MAM.B7-8-3.8.S",2,2,6,6
"MAM.B8-1-3.1.S",2,2,5,2
"MAM.B8-2-3.2.S",2,2,6,6
"MAM.B8-3-3.3.S",3,3,1,1
"MAM.B8-4-3.4.S",2,2,0,0
"MAM.B8-5-3.5.S",0,0,0,0
"MAM.B8-6-3.6.S",3,3,2,2
"MAM.B8-7-3.7.S",2,2,5,5
"MAM.B8-8-3.8.S",2,2,2,0
"MAM.IS-GC1-000-1-1.1.S",0,0,1,1
"MAM.IS-GC1-000-2-1.2.S",4,3,18,18
"MAM.IS-GC1-000-3-1.3.S",1,1,0,0
"MAM.IS-GC1-000-4-1.4.S",5,5,4,4
"MAM.IS-GC1-000-5-1.5.S",2,2,3,2
"MAM.IS-GC1-000-6-1.6.S",74819,73965,63597,62923
"MAM.IS-GC1-000-7-1.7.S",0,0,0,0
"MAM.IS-GC1-000-8-1.8.S",0,0,2,2
"MAM.IS-GC1-004-1-3.1.S",1,1,1,1
"MAM.IS-GC1-004-2-3.2.S",0,0,4,4
"MAM.IS-GC1-004-3-3.3.S",4,4,4,4
"MAM.IS-GC1-004-4-3.4.S",44062,43237,43731,42874
"MAM.IS-GC1-004-5-3.5.S",0,0,0,0
"MAM.IS-GC1-004-6-3.6.S",1,1,2,2
"MAM.IS-GC1-004-7-3.7.S",38554,37758,45528,44490
"MAM.IS-GC1-004-8-3.8.S",2,2,0,0
"MAM.IS-GC1-008-1-1.1.S",0,0,0,0
"MAM.IS-GC1-008-2-1.2.S",18434,18074,18046,17727
"MAM.IS-GC1-008-3-1.3.S",2,2,0,0
"MAM.IS-GC1-008-4-1.4.S",4,4,5,5
"MAM.IS-GC1-008-5-1.5.S",0,0,0,0
"MAM.IS-GC1-008-6-1.6.S",3,3,4,4
"MAM.IS-GC1-008-7-1.7.S",3,3,4,4
"MAM.IS-GC1-008-8-1.8.S",191,187,189,179
"MAM.IS-GC1-012-1-3.1.S",2,2,2,2
"MAM.IS-GC1-012-2-3.2.S",293,290,304,299
"MAM.IS-GC1-012-3-3.3.S",126,112,145,129
"MAM.IS-GC1-012-4-3.4.S",123,119,151,144
"MAM.IS-GC1-012-5-3.5.S",0,0,0,0
"MAM.IS-GC1-012-6-3.6.S",1,1,9,7
"MAM.IS-GC1-012-7-3.7.S",0,0,0,0
"MAM.IS-GC1-012-8-3.8.S",0,0,0,0
"MAM.IS-GC1-016-1-1.1.S",10,8,18,17
"MAM.IS-GC1-016-2-1.2.S",19,16,14,11
"MAM.IS-GC1-016-3-1.3.S",0,0,2,2
"MAM.IS-GC1-016-4-1.4.S",5,5,3,3
"MAM.IS-GC1-016-5-1.5.S",5602,5496,5777,5672
"MAM.IS-GC1-016-6-1.6.S",1,1,1,1
"MAM.IS-GC1-016-7-1.7.S",2,1,1,1
"MAM.IS-GC1-016-8-1.8.S",1,1,1,1
"MAM.IS-GC1-020-1-3.1.S",2,2,6,6
"MAM.IS-GC1-020-2-3.2.S",12695,12504,12155,11977
"MAM.IS-GC1-020-3-3.3.S",3,3,2,1
"MAM.IS-GC1-020-4-3.4.S",62031,60736,72672,70802
"MAM.IS-GC1-020-5-3.5.S",52763,51884,57826,56752
"MAM.IS-GC1-020-6-3.6.S",3,3,6,6
"MAM.IS-GC1-020-7-3.7.S",1,1,4,4
"MAM.IS-GC1-020-8-3.8.S",91304,87991,100003,95380
"MAM.IS-GC1-024-1-1.1.S",0,0,1,1
"MAM.IS-GC1-024-2-1.2.S",7,6,9,9
"MAM.IS-GC1-024-3-1.3.S",152446,149185,155604,152493
"MAM.IS-GC1-024-4-1.4.S",21,20,19,19
"MAM.IS-GC1-024-5-1.5.S",0,0,2,2
"MAM.IS-GC1-024-6-1.6.S",0,0,1,1
"MAM.IS-GC1-024-7-1.7.S",2,1,3,1
"MAM.IS-GC1-024-8-1.8.S",1,1,0,0
"MAM.IS-GC1-028-1-3.1.S",62687,61711,54307,53680
"MAM.IS-GC1-028-2-3.2.S",36586,35938,38024,37416
"MAM.IS-GC1-028-3-3.3.S",376,371,391,385
"MAM.IS-GC1-028-4-3.4.S",87190,85626,92083,89783
"MAM.IS-GC1-028-5-3.5.S",37194,36636,39947,39144
"MAM.IS-GC1-028-6-3.6.S",97123,95591,93497,92038
"MAM.IS-GC1-028-7-3.7.S",49813,48826,48612,47638
"MAM.IS-GC1-028-8-3.8.S",35617,35099,47447,46752
"MAM.IS-GC1-032-1-1.1.S",0,0,0,0
"MAM.IS-GC1-032-2-1.2.S",0,0,4,4
"MAM.IS-GC1-032-3-1.3.S",1013,894,995,874
"MAM.IS-GC1-032-4-1.4.S",14,14,13,12
"MAM.IS-GC1-032-5-1.5.S",57624,56976,57811,57231
"MAM.IS-GC1-032-6-1.6.S",4,4,1,1
"MAM.IS-GC1-032-7-1.7.S",2,1,1,1
"MAM.IS-GC1-032-8-1.8.S",3,3,0,0
"MAM.IS-GC1-036-1-3.1.S",1,1,1,1
"MAM.IS-GC1-036-2-3.2.S",55231,54193,58673,57639
"MAM.IS-GC1-036-3-3.3.S",81981,80068,100855,98396
"MAM.IS-GC1-036-4-3.4.S",18612,18299,19193,18889
"MAM.IS-GC1-036-5-3.5.S",1,1,2,2
"MAM.IS-GC1-036-6-3.6.S",43059,42515,43517,43031
"MAM.IS-GC1-036-7-3.7.S",72264,70225,80285,77480
"MAM.IS-GC1-036-8-3.8.S",0,0,1,1
"MAM.IS-GC1-040-1-1.1.S",1,1,0,0
"MAM.IS-GC1-040-2-1.2.S",638,587,582,541
"MAM.IS-GC1-040-3-1.3.S",3,3,2,2
"MAM.IS-GC1-040-4-1.4.S",7,7,5,5
"MAM.IS-GC1-040-5-1.5.S",19,18,18,17
"MAM.IS-GC1-040-6-1.6.S",3,3,0,0
"MAM.IS-GC1-040-7-1.7.S",1,1,0,0
"MAM.IS-GC1-040-8-1.8.S",198,183,187,173
"MAM.IS-GC1-044-1-3.1.S",1,1,0,0
"MAM.IS-GC1-044-2-3.2.S",11651,11503,12215,12064
"MAM.IS-GC1-044-3-3.3.S",1,1,3,3
"MAM.IS-GC1-044-4-3.4.S",4,4,5,5
"MAM.IS-GC1-044-5-3.5.S",36653,35920,34261,33527
"MAM.IS-GC1-044-6-3.6.S",74009,72862,78452,77294
"MAM.IS-GC1-044-7-3.7.S",0,0,2,2
"MAM.IS-GC1-044-8-3.8.S",0,0,2,2
"MAM.IS-GC1-048-1-1.1.S",1,1,1,1
"MAM.IS-GC1-048-2-1.2.S",111,98,108,101
"MAM.IS-GC1-048-3-1.3.S",69892,68567,69516,68210
"MAM.IS-GC1-048-4-1.4.S",345,339,340,336
"MAM.IS-GC1-048-5-1.5.S",22,20,44,41
"MAM.IS-GC1-048-6-1.6.S",3,2,0,0
"MAM.IS-GC1-048-7-1.7.S",95652,93831,87839,85885
"MAM.IS-GC1-048-8-1.8.S",1,1,0,0
"MAM.IS-GC1-052-1-3.1.S",16336,16003,16570,16222
"MAM.IS-GC1-052-2-3.2.S",15931,15548,18681,18202
"MAM.IS-GC1-052-3-3.3.S",45460,44458,43074,42059
"MAM.IS-GC1-052-4-3.4.S",14679,14390,12607,12337
"MAM.IS-GC1-052-5-3.5.S",55398,54597,50602,49749
"MAM.IS-GC1-052-6-3.6.S",0,0,5,5
"MAM.IS-GC1-052-7-3.7.S",2,2,0,0
"MAM.IS-GC1-052-8-3.8.S",0,0,2,2
"MAM.IS-GC1-056-1-1.1.S",92000,90127,124479,121827
"MAM.IS-GC1-056-2-1.2.S",101298,99713,112347,110518
"MAM.IS-GC1-056-3-1.3.S",0,0,2,2
"MAM.IS-GC1-056-4-1.4.S",70,67,65,63
"MAM.IS-GC1-056-5-1.5.S",28189,27840,27094,26827
"MAM.IS-GC1-056-6-1.6.S",82610,81578,79081,78202
"MAM.IS-GC1-056-7-1.7.S",308816,304478,314483,309848
"MAM.IS-GC1-056-8-1.8.S",21,20,21,21
"MAM.IS-GC1-060-1-3.1.S",28063,27590,28585,28140
"MAM.IS-GC1-060-2-3.2.S",42724,41902,46779,45956
"MAM.IS-GC1-060-3-3.3.S",1,1,2,2
"MAM.IS-GC1-060-4-3.4.S",0,0,0,0
"MAM.IS-GC1-060-5-3.5.S",47092,46434,52611,51801
"MAM.IS-GC1-060-6-3.6.S",0,0,0,0
"MAM.IS-GC1-060-7-3.7.S",50814,49517,45212,44095
"MAM.IS-GC1-060-8-3.8.S",59973,59078,65136,64005
"MAM.IS-GC1-064-1-1.1.S",27,26,20,18
"MAM.IS-GC1-064-2-1.2.S",0,0,1,1
"MAM.IS-GC1-064-3-1.3.S",361,330,387,360
"MAM.IS-GC1-064-4-1.4.S",16,16,16,16
"MAM.IS-GC1-064-5-1.5.S",0,0,2,2
"MAM.IS-GC1-064-6-1.6.S",1,1,0,0
"MAM.IS-GC1-064-7-1.7.S",0,0,0,0
"MAM.IS-GC1-064-8-1.8.S",1,1,2,2
"MAM.IS-GC1-068-1-1.1.S",19475,18989,22163,21521
"MAM.IS-GC1-068-2-1.2.S",4,4,1,1
"MAM.IS-GC1-068-3-1.3.S",1,1,2,2
"MAM.IS-GC1-068-4-1.4.S",91639,90347,88104,86994
"MAM.IS-GC1-068-5-1.5.S",0,0,0,0
"MAM.IS-GC1-068-6-1.6.S",3,3,2,2
"MAM.IS-GC1-068-7-1.7.S",1,1,1,1
"MAM.IS-GC1-068-8-1.8.S",2,2,6,4
"MAM.IS-GC1-072-1-1.1.S",0,0,2,2
"MAM.IS-GC1-072-2-1.2.S",84,78,85,80
"MAM.IS-GC1-072-3-1.3.S",3,3,6,6
"MAM.IS-GC1-072-4-1.4.S",14,12,15,13
"MAM.IS-GC1-072-5-1.5.S",3,3,2,2
"MAM.IS-GC1-072-6-1.6.S",6,6,3,3
"MAM.IS-GC1-072-7-1.7.S",2,2,2,2
"MAM.IS-GC1-072-8-1.8.S",176896,175063,165312,163554
"MAM.IS-GC1-076-1-3.1.S",108209,106553,115542,113862
"MAM.IS-GC1-076-2-3.2.S",69448,68261,60349,59266
"MAM.IS-GC1-076-3-3.3.S",32973,32280,38870,38144
"MAM.IS-GC1-076-4-3.4.S",5,5,10,8
"MAM.IS-GC1-076-5-3.5.S",0,0,0,0
"MAM.IS-GC1-076-6-3.6.S",48836,47984,70282,68959
"MAM.IS-GC1-076-7-3.7.S",103667,102470,102951,101824
"MAM.IS-GC1-076-8-3.8.S",0,0,0,0
"MAM.IS-GC1-080-1-1.1.S",3,3,4,4
"MAM.IS-GC1-080-2-1.2.S",1,1,0,0
"MAM.IS-GC1-080-3-1.3.S",3050,2653,3054,2813
"MAM.IS-GC1-080-4-1.4.S",205522,202026,223361,219811
"MAM.IS-GC1-080-5-1.5.S",26,20,39,34
"MAM.IS-GC1-080-6-1.6.S",49737,48839,50464,49542
"MAM.IS-GC1-080-7-1.7.S",462,462,419,414
"MAM.IS-GC1-080-8-1.8.S",0,0,0,0
"MAM.IS-GC1-084-1-3.1.S",91574,90038,120869,118936
"MAM.IS-GC1-084-2-3.2.S",66409,65479,71608,70717
"MAM.IS-GC1-084-3-3.3.S",1,1,1,1
"MAM.IS-GC1-084-4-3.4.S",56187,55245,42850,42029
"MAM.IS-GC1-084-5-3.5.S",55036,54037,58887,57660
"MAM.IS-GC1-084-6-3.6.S",145041,143271,170067,167666
"MAM.IS-GC1-084-7-3.7.S",5,5,2,2
"MAM.IS-GC1-084-8-3.8.S",64747,63759,68813,67846
"MAM.IS-GC1-088-1-1.1.S",106790,105603,124534,123215
"MAM.IS-GC1-088-2-1.2.S",34688,34216,31415,30889
"MAM.IS-GC1-088-3-1.3.S",9,9,2,2
"MAM.IS-GC1-088-4-1.4.S",16,15,29,28
"MAM.IS-GC1-088-5-1.5.S",1,1,0,0
"MAM.IS-GC1-088-6-1.6.S",2,2,1,1
"MAM.IS-GC1-088-7-1.7.S",948,929,1018,1007
"MAM.IS-GC1-088-8-1.8.S",11,9,19,16
"MAM.IS-GC1-092-1-3.1.S",74435,73435,78238,77356
"MAM.IS-GC1-092-2-3.2.S",2,1,1,1
"MAM.IS-GC1-092-3-3.3.S",44438,43487,46859,45836
"MAM.IS-GC1-092-4-3.4.S",14,11,23,19
"MAM.IS-GC1-092-5-3.5.S",37,37,36,36
"MAM.IS-GC1-092-6-3.6.S",0,0,1,1
"MAM.IS-GC1-092-7-3.7.S",70,70,74,68
"MAM.IS-GC1-092-8-3.8.S",84813,83269,109710,107703
"MAM.IS-GC1-096-1-1.1.S",0,0,0,0
"MAM.IS-GC1-096-2-1.2.S",0,0,1,1
"MAM.IS-GC1-096-3-1.3.S",11,11,7,7
"MAM.IS-GC1-096-4-1.4.S",40,38,42,38
"MAM.IS-GC1-096-5-1.5.S",14,12,28,26
"MAM.IS-GC1-096-6-1.6.S",0,0,4,4
"MAM.IS-GC1-096-7-1.7.S",172076,169698,161048,158864
"MAM.IS-GC1-096-8-1.8.S",1,1,0,0
"MAM.IS-GC1-100-1-3.1.S",0,0,0,0
"MAM.IS-GC1-100-2-3.2.S",21974,21676,21177,20945
"MAM.IS-GC1-100-3-3.3.S",2,2,2,2
"MAM.IS-GC1-100-4-3.4.S",26,25,26,22
"MAM.IS-GC1-100-5-3.5.S",60101,59412,57682,56956
"MAM.IS-GC1-100-6-3.6.S",1,1,0,0
"MAM.IS-GC1-100-7-3.7.S",358,355,321,316
"MAM.IS-GC1-100-8-3.8.S",2,2,1,1
"MAM.IS-GC1-104-1-1.1.S",19,18,19,18
"MAM.IS-GC1-104-2-1.2.S",22505,22095,24404,23946
"MAM.IS-GC1-104-3-1.3.S",0,0,1,1
"MAM.IS-GC1-104-4-1.4.S",14,13,30,29
"MAM.IS-GC1-104-5-1.5.S",85780,83425,91402,89087
"MAM.IS-GC1-104-6-1.6.S",2,2,1,1
"MAM.IS-GC1-104-7-1.7.S",2,2,1,1
"MAM.IS-GC1-104-8-1.8.S",205837,202366,201163,197634
"MAM.IS-GC1-108-1-3.1.S",3,3,2,2
"MAM.IS-GC1-108-2-3.2.S",0,0,0,0
"MAM.IS-GC1-108-3-3.3.S",79,74,92,88
"MAM.IS-GC1-108-4-3.4.S",21040,20746,20596,20289
"MAM.IS-GC1-108-5-3.5.S",0,0,0,0
"MAM.IS-GC1-108-6-3.6.S",2,2,0,0
"MAM.IS-GC1-108-7-3.7.S",80888,79325,74461,73138
"MAM.IS-GC1-108-8-3.8.S",37923,37394,35734,35260
"MAM.IS-GC1-112-1-1.1.S",0,0,0,0
"MAM.IS-GC1-112-2-1.2.S",52205,51396,49718,48899
"MAM.IS-GC1-112-3-1.3.S",4,4,0,0
"MAM.IS-GC1-112-4-1.4.S",27,24,28,27
"MAM.IS-GC1-112-5-1.5.S",1,1,4,4
"MAM.IS-GC1-112-6-1.6.S",5,4,3,3
"MAM.IS-GC1-112-7-1.7.S",1,1,3,2
"MAM.IS-GC1-112-8-1.8.S",161,152,188,178
"MAM.IS-GC1-116-1-3.1.S",3,3,5,5
"MAM.IS-GC1-116-2-3.2.S",1,1,1,1
"MAM.IS-GC1-116-3-3.3.S",20140,19904,21545,21280
"MAM.IS-GC1-116-4-3.4.S",1,1,4,4
"MAM.IS-GC1-116-5-3.5.S",50148,49470,58924,57989
"MAM.IS-GC1-116-6-3.6.S",1802,1760,2193,2148
"MAM.IS-GC1-116-7-3.7.S",4,4,1,1
"MAM.IS-GC1-116-8-3.8.S",2,2,2,2
"MAM.IS-GC1-120-1-1.1.S",0,0,1,1
"MAM.IS-GC1-120-2-1.2.S",85494,84574,86166,85396
"MAM.IS-GC1-120-3-1.3.S",95466,94006,88504,87260
"MAM.IS-GC1-120-4-1.4.S",145069,143291,145311,143358
"MAM.IS-GC1-120-5-1.5.S",4,4,1,1
"MAM.IS-GC1-120-6-1.6.S",1,1,1,1
"MAM.IS-GC1-120-7-1.7.S",148086,146603,144892,143308
"MAM.IS-GC1-120-8-1.8.S",1,1,0,0
"MAM.IS-GC1-124-1-3.1.S",2,2,1,1
"MAM.IS-GC1-124-2-3.2.S",13644,13366,16481,16186
"MAM.IS-GC1-124-3-3.3.S",43038,42112,36931,36097
"MAM.IS-GC1-124-4-3.4.S",51269,50117,52828,51560
"MAM.IS-GC1-124-5-3.5.S",2,2,0,0
"MAM.IS-GC1-124-6-3.6.S",1,1,4,4
"MAM.IS-GC1-124-7-3.7.S",0,0,1,1
"MAM.IS-GC1-124-8-3.8.S",41908,41125,38778,38041
"MAM.IS-GC1-128-1-1.1.S",1,1,0,0
"MAM.IS-GC1-128-2-1.2.S",3,3,0,0
"MAM.IS-GC1-128-3-1.3.S",77868,76220,74040,72599
"MAM.IS-GC1-128-4-1.4.S",12,12,12,11
"MAM.IS-GC1-128-5-1.5.S",85830,84809,83238,82326
"MAM.IS-GC1-128-6-1.6.S",67552,66182,97669,95701
"MAM.IS-GC1-128-7-1.7.S",6,5,1,1
"MAM.IS-GC1-128-8-1.8.S",87903,86458,100242,98480
"MAM.IS-GC1-132-1-3.1.S",138819,136972,132881,131607
"MAM.IS-GC1-132-2-3.2.S",41328,40662,44140,43485
"MAM.IS-GC1-132-3-3.3.S",66666,65442,51549,50668
"MAM.IS-GC1-132-4-3.4.S",27583,27142,29573,29123
"MAM.IS-GC1-132-5-3.5.S",145443,142836,147115,144554
"MAM.IS-GC1-132-6-3.6.S",98815,97046,100842,99058
"MAM.IS-GC1-132-7-3.7.S",2,2,2,2
"MAM.IS-GC1-132-8-3.8.S",99036,97745,99212,97925
"MAM.IS-GC1-136-1-1.1.S",2,2,1,1
"MAM.IS-GC1-136-2-1.2.S",13,13,32,26
"MAM.IS-GC1-136-3-1.3.S",0,0,0,0
"MAM.IS-GC1-136-4-1.4.S",4,4,7,7
"MAM.IS-GC1-136-5-1.5.S",8757,8503,10276,10046
"MAM.IS-GC1-136-6-1.6.S",60207,58893,66748,64992
"MAM.IS-GC1-136-7-1.7.S",0,0,2,1
"MAM.IS-GC1-136-8-1.8.S",169296,167300,163241,161666
"MAM.IS-GC1-140-1-3.1.S",132714,130608,116947,115437
"MAM.IS-GC1-140-2-3.2.S",3,3,4,4
"MAM.IS-GC1-140-3-3.3.S",59481,58057,67007,65373
"MAM.IS-GC1-140-4-3.4.S",0,0,0,0
