"","SenseDemultiplex","SenseStripped","AntiSenseDemultiplex","AntSenseStripped"
"EUK.IS-GC1-180-1-3.1.S",81095,78983,86062,83993
"EUK.IS-GC1-180-2-3.2.S",7650,7263,7086,6769
"EUK.IS-GC1-180-3-3.3.S",60708,58668,64610,62667
"EUK.IS-GC1-180-4-3.4.S",87309,84889,96696,94279
"EUK.IS-GC1-180-5-3.5.S",134948,132202,145381,142355
"EUK.IS-GC1-180-6-3.6.S",42722,41582,41703,40679
"EUK.IS-GC1-180-7-3.7.S",23450,22841,27206,26653
"EUK.IS-GC1-180-8-3.8.S",82635,80093,84237,81906
"EUK.IS-GC6-000-1-1.1.S",188999,185577,203084,199613
"EUK.IS-GC6-000-2-1.2.S",303019,298467,310268,305415
"EUK.IS-GC6-000-3-1.3.S",204845,201560,228513,224809
"EUK.IS-GC6-000-4-1.4.S",129277,127114,136287,133861
"EUK.IS-GC6-000-5-1.5.S",196728,192954,194373,190676
"EUK.IS-GC6-000-6-1.6.S",51484,50821,51134,50199
"EUK.IS-GC6-000-7-1.7.S",132835,130727,128530,126510
"EUK.IS-GC6-000-8-1.8.S",170764,168491,167195,164851
"EUK.IS-GC6-004-1-2.1.S",82635,81367,85557,84034
"EUK.IS-GC6-004-2-2.2.S",266349,262720,261582,257980
"EUK.IS-GC6-004-3-2.3.S",98738,97623,110353,108917
"EUK.IS-GC6-004-4-2.4.S",145730,142761,154138,151264
"EUK.IS-GC6-004-5-2.5.S",56667,55768,54318,53301
"EUK.IS-GC6-004-6-2.6.S",22880,22483,22030,21682
"EUK.IS-GC6-004-7-2.7.S",129433,127401,151844,149525
"EUK.IS-GC6-004-8-2.8.S",233450,229972,214596,211545
"EUK.IS-GC6-008-1-1.1.S",67462,66338,66800,65482
"EUK.IS-GC6-008-2-1.2.S",143992,141976,145788,143509
"EUK.IS-GC6-008-3-1.3.S",172204,169796,174473,171902
"EUK.IS-GC6-008-4-1.4.S",113967,112443,119061,117094
"EUK.IS-GC6-008-5-1.5.S",218755,214565,251561,246837
"EUK.IS-GC6-008-6-1.6.S",37991,37582,41144,40602
"EUK.IS-GC6-008-7-1.7.S",104391,102692,107854,106008
"EUK.IS-GC6-008-8-1.8.S",121581,119869,135562,133531
"EUK.IS-GC6-012-1-2.1.S",158014,155231,182437,179183
"EUK.IS-GC6-012-2-2.2.S",208465,204628,234149,230371
"EUK.IS-GC6-012-3-2.3.S",79050,77850,88878,87381
"EUK.IS-GC6-012-4-2.4.S",107820,106132,109461,107680
"EUK.IS-GC6-012-5-2.5.S",121821,120041,118617,117032
"EUK.IS-GC6-012-6-2.6.S",37983,37316,38279,37622
"EUK.IS-GC6-012-7-2.7.S",165606,163277,206524,203588
"EUK.IS-GC6-012-8-2.8.S",178092,175474,189299,186462
"EUK.IS-GC6-016-1-1.1.S",173165,170055,187270,184670
"EUK.IS-GC6-016-2-1.2.S",212193,208709,247152,243399
"EUK.IS-GC6-016-3-1.3.S",126773,124123,142733,140201
"EUK.IS-GC6-016-4-1.4.S",95207,93319,107661,105506
"EUK.IS-GC6-016-5-1.5.S",247667,242481,252299,248033
"EUK.IS-GC6-016-6-1.6.S",66434,65239,62704,61685
"EUK.IS-GC6-016-7-1.7.S",283564,278363,287298,282668
"EUK.IS-GC6-016-8-1.8.S",235529,231874,268164,264438
"EUK.IS-GC6-020-1-2.1.S",143220,141232,158117,155551
"EUK.IS-GC6-020-2-2.2.S",158032,155428,189506,186701
"EUK.IS-GC6-020-3-2.3.S",12884,12622,12845,12579
"EUK.IS-GC6-020-4-2.4.S",123664,121730,129310,127246
"EUK.IS-GC6-020-5-2.5.S",97495,96151,102237,100832
"EUK.IS-GC6-020-6-2.6.S",10638,10495,12217,12037
"EUK.IS-GC6-020-7-2.7.S",88719,87013,103147,101400
"EUK.IS-GC6-020-8-2.8.S",109365,106958,112407,109995
"EUK.IS-GC6-024-1-1.1.S",204518,201492,226021,222945
"EUK.IS-GC6-024-2-1.2.S",262319,259066,293345,289463
"EUK.IS-GC6-024-3-1.3.S",115710,114061,138309,136718
"EUK.IS-GC6-024-4-1.4.S",45608,44807,44986,44053
"EUK.IS-GC6-024-5-1.5.S",153617,151696,173334,171076
"EUK.IS-GC6-024-6-1.6.S",38029,37543,37415,36895
"EUK.IS-GC6-024-7-1.7.S",195119,192656,217612,214718
"EUK.IS-GC6-024-8-1.8.S",139000,136733,148496,146319
"EUK.IS-GC6-028-1-2.1.S",189702,186232,237495,232769
"EUK.IS-GC6-028-2-2.2.S",332310,327211,359030,353336
"EUK.IS-GC6-028-3-2.3.S",125573,123611,141028,139189
"EUK.IS-GC6-028-4-2.4.S",242019,237739,241949,237921
"EUK.IS-GC6-028-5-2.5.S",75943,74213,84410,83033
"EUK.IS-GC6-028-6-2.6.S",18064,17641,18530,18115
"EUK.IS-GC6-028-7-2.7.S",101762,99419,129075,126176
"EUK.IS-GC6-028-8-2.8.S",194953,190893,222070,217932
"EUK.IS-GC6-032-1-1.1.S",196514,193522,213618,210187
"EUK.IS-GC6-032-2-1.2.S",208398,205685,228752,225446
"EUK.IS-GC6-032-3-1.3.S",99284,97386,107173,105067
"EUK.IS-GC6-032-4-1.4.S",75794,74189,85225,83407
"EUK.IS-GC6-032-5-1.5.S",167750,164342,198147,194333
"EUK.IS-GC6-032-6-1.6.S",45665,45015,45288,44572
"EUK.IS-GC6-032-7-1.7.S",49469,48437,54126,53160
"EUK.IS-GC6-032-8-1.8.S",102131,100530,125575,123460
"EUK.IS-GC6-036-1-2.1.S",121555,119680,128413,126138
"EUK.IS-GC6-036-2-2.2.S",205676,201828,205372,201296
"EUK.IS-GC6-036-3-2.3.S",61209,60173,73507,72020
"EUK.IS-GC6-036-4-2.4.S",140294,137587,158992,156020
"EUK.IS-GC6-036-5-2.5.S",82308,81062,91689,90269
"EUK.IS-GC6-036-6-2.6.S",9208,9027,10357,10133
"EUK.IS-GC6-036-7-2.7.S",139856,137576,182825,179532
"EUK.IS-GC6-036-8-2.8.S",238780,235534,244327,240966
"EUK.IS-GC6-040-1-1.1.S",78947,77580,92044,90574
"EUK.IS-GC6-040-2-1.2.S",96988,95513,101095,99499
"EUK.IS-GC6-040-3-1.3.S",72117,71049,83788,82534
"EUK.IS-GC6-040-4-1.4.S",61023,59735,66850,65525
"EUK.IS-GC6-040-5-1.5.S",99217,96506,107531,104740
"EUK.IS-GC6-040-6-1.6.S",23676,23312,24018,23623
"EUK.IS-GC6-040-7-1.7.S",81630,80304,87609,86201
"EUK.IS-GC6-040-8-1.8.S",85841,84369,93376,91862
"EUK.IS-GC6-044-1-2.1.S",78746,77430,81913,80419
"EUK.IS-GC6-044-2-2.2.S",157375,155180,173729,170934
"EUK.IS-GC6-044-3-2.3.S",70700,69487,79773,78557
"EUK.IS-GC6-044-4-2.4.S",116176,113503,121732,118856
"EUK.IS-GC6-044-5-2.5.S",77067,75835,89131,87679
"EUK.IS-GC6-044-6-2.6.S",15096,14874,16270,16013
"EUK.IS-GC6-044-7-2.7.S",150115,147791,178706,175921
"EUK.IS-GC6-044-8-2.8.S",101456,99736,113318,111717
"EUK.IS-GC6-048-1-1.1.S",113271,111526,122376,120385
"EUK.IS-GC6-048-2-1.2.S",134134,132254,149062,147084
"EUK.IS-GC6-048-3-1.3.S",98489,97050,104127,102582
"EUK.IS-GC6-048-4-1.4.S",103267,101529,116031,113968
"EUK.IS-GC6-048-5-1.5.S",116291,114597,133867,131654
"EUK.IS-GC6-048-6-1.6.S",18910,18629,19506,19228
"EUK.IS-GC6-048-7-1.7.S",77285,76281,76479,75421
"EUK.IS-GC6-048-8-1.8.S",68013,66989,78013,76844
"EUK.IS-GC6-052-1-2.1.S",102849,101089,114693,112757
"EUK.IS-GC6-052-2-2.2.S",194349,191286,200616,197557
"EUK.IS-GC6-052-3-2.3.S",138523,136636,165364,163171
"EUK.IS-GC6-052-4-2.4.S",137928,135818,154424,151897
"EUK.IS-GC6-052-5-2.5.S",73656,72636,81166,79859
"EUK.IS-GC6-052-6-2.6.S",17895,17631,16440,16198
"EUK.IS-GC6-052-7-2.7.S",147283,145063,168506,165764
"EUK.IS-GC6-052-8-2.8.S",118000,116059,121633,119727
"EUK.IS-GC6-056-1-1.1.S",130497,128243,128040,125800
"EUK.IS-GC6-056-2-1.2.S",106261,104978,131017,129358
"EUK.IS-GC6-056-3-1.3.S",80167,79121,86363,85115
"EUK.IS-GC6-056-4-1.4.S",80981,79882,87443,86171
"EUK.IS-GC6-056-5-1.5.S",163728,161556,139215,137366
"EUK.IS-GC6-056-6-1.6.S",28447,28085,29061,28582
"EUK.IS-GC6-056-7-1.7.S",79232,78231,77570,76289
"EUK.IS-GC6-056-8-1.8.S",48863,48255,48844,48197
"EUK.IS-GC6-060-1-2.1.S",62276,61270,74056,72921
"EUK.IS-GC6-060-2-2.2.S",166180,163459,172602,169635
"EUK.IS-GC6-060-3-2.3.S",92988,91657,109536,107917
"EUK.IS-GC6-060-4-2.4.S",180179,177241,185071,182007
"EUK.IS-GC6-060-5-2.5.S",119199,117348,117000,115092
"EUK.IS-GC6-060-6-2.6.S",12625,12412,11970,11735
"EUK.IS-GC6-060-7-2.7.S",74310,73150,85846,84412
"EUK.IS-GC6-060-8-2.8.S",131030,129454,120623,119184
"EUK.IS-GC6-064-1-2.1.S",177459,174501,211935,208031
"EUK.IS-GC6-064-2-2.2.S",200597,197792,235529,231755
"EUK.IS-GC6-064-3-2.3.S",145616,143545,161435,158991
"EUK.IS-GC6-064-4-2.4.S",124407,121976,124186,121698
"EUK.IS-GC6-064-5-2.5.S",63874,62467,68189,66830
"EUK.IS-GC6-064-6-2.6.S",13855,13636,13458,13255
"EUK.IS-GC6-064-7-2.7.S",212692,209748,205388,202364
"EUK.IS-GC6-064-8-2.8.S",79541,78177,90227,89037
"EUK.IS-GC6-068-1-2.1.S",36598,35995,37824,37032
"EUK.IS-GC6-068-2-2.2.S",109821,108095,111243,109351
"EUK.IS-GC6-068-3-2.3.S",108202,106677,105635,104087
"EUK.IS-GC6-068-4-2.4.S",108132,106506,112647,110683
"EUK.IS-GC6-068-5-2.5.S",72807,71313,80450,78812
"EUK.IS-GC6-068-6-2.6.S",15101,14865,13613,13373
"EUK.IS-GC6-068-7-2.7.S",99102,97279,107456,105337
"EUK.IS-GC6-068-8-2.8.S",98673,96899,107085,105296
"EUK.IS-GC6-072-1-2.1.S",94564,92369,100315,97855
"EUK.IS-GC6-072-2-2.2.S",142416,140164,170037,167417
"EUK.IS-GC6-072-3-2.3.S",88778,87381,92630,91158
"EUK.IS-GC6-072-4-2.4.S",94537,93052,101117,99421
"EUK.IS-GC6-072-5-2.5.S",84950,83206,90699,89085
"EUK.IS-GC6-072-6-2.6.S",3962,3858,3895,3812
"EUK.IS-GC6-072-7-2.7.S",100598,99201,107025,105579
"EUK.IS-GC6-072-8-2.8.S",111236,109757,119084,117452
"EUK.IS-GC6-076-1-2.1.S",108512,107021,114075,112412
"EUK.IS-GC6-076-2-2.2.S",181645,178581,197992,194678
"EUK.IS-GC6-076-3-2.3.S",65799,64728,69649,68493
"EUK.IS-GC6-076-4-2.4.S",108454,106461,118259,116022
"EUK.IS-GC6-076-5-2.5.S",54882,53957,55561,54659
"EUK.IS-GC6-076-6-2.6.S",22635,22244,21033,20640
"EUK.IS-GC6-076-7-2.7.S",131277,129160,135785,133526
"EUK.IS-GC6-076-8-2.8.S",128562,126386,138737,136674
"EUK.IS-GC6-080-1-2.1.S",120255,118596,137645,135375
"EUK.IS-GC6-080-2-2.2.S",165724,163508,185772,183009
"EUK.IS-GC6-080-3-2.3.S",74154,72981,79826,78655
"EUK.IS-GC6-080-4-2.4.S",142602,140237,141185,138697
"EUK.IS-GC6-080-5-2.5.S",74607,73524,79470,78342
"EUK.IS-GC6-080-6-2.6.S",8666,8529,9422,9232
"EUK.IS-GC6-080-7-2.7.S",77536,76391,83791,82547
"EUK.IS-GC6-080-8-2.8.S",116213,114711,112760,111410
"EUK.IS-GC6-084-1-2.1.S",149151,147288,165969,163494
"EUK.IS-GC6-084-2-2.2.S",232633,229146,249875,246059
"EUK.IS-GC6-084-3-2.3.S",121492,119961,141261,139660
"EUK.IS-GC6-084-4-2.4.S",28878,28315,27913,27332
"EUK.IS-GC6-084-5-2.5.S",104227,103007,106720,105379
"EUK.IS-GC6-084-6-2.6.S",10113,9942,9684,9518
"EUK.IS-GC6-084-7-2.7.S",99931,98742,123930,122223
"EUK.IS-GC6-084-8-2.8.S",109988,108112,114650,113093
"EUK.IS-GC6-088-1-2.1.S",175096,173226,182867,180342
"EUK.IS-GC6-088-2-2.2.S",287649,282952,320540,315490
"EUK.IS-GC6-088-3-2.3.S",104493,103223,119815,118061
"EUK.IS-GC6-088-4-2.4.S",113138,111642,108957,107274
"EUK.IS-GC6-088-5-2.5.S",129418,127931,118010,116613
"EUK.IS-GC6-088-6-2.6.S",21671,21361,19741,19446
"EUK.IS-GC6-088-7-2.7.S",268141,263968,266118,261975
"EUK.IS-GC6-088-8-2.8.S",99874,98452,112653,111260
"EUK.IS-GC6-092-1-2.1.S",66581,65492,76434,75157
"EUK.IS-GC6-092-2-2.2.S",96349,94789,117590,115633
"EUK.IS-GC6-092-3-2.3.S",136510,134732,158195,156015
"EUK.IS-GC6-092-4-2.4.S",122331,120303,118676,116809
"EUK.IS-GC6-092-5-2.5.S",143337,141170,137350,135320
"EUK.IS-GC6-092-6-2.6.S",17064,16779,16632,16329
"EUK.IS-GC6-092-7-2.7.S",97484,95656,109305,107186
"EUK.IS-GC6-092-8-2.8.S",72331,70981,80013,78505
"EUK.IS-GC6-096-1-2.1.S",170299,168086,198962,195605
"EUK.IS-GC6-096-2-2.2.S",192106,189440,202800,200010
"EUK.IS-GC6-096-3-2.3.S",129090,127666,121812,120432
"EUK.IS-GC6-096-4-2.4.S",197076,193993,216280,212886
"EUK.IS-GC6-096-5-2.5.S",119100,117348,127575,125699
"EUK.IS-GC6-096-6-2.6.S",15040,14849,14962,14731
"EUK.IS-GC6-096-7-2.7.S",140494,138892,168113,165786
"EUK.IS-GC6-096-8-2.8.S",146507,144184,152389,150269
"EUK.IS-GC6-100-1-2.1.S",81224,80184,99090,97575
"EUK.IS-GC6-100-2-2.2.S",80810,79610,82419,81153
"EUK.IS-GC6-100-3-2.3.S",47567,47087,59135,58376
"EUK.IS-GC6-100-4-2.4.S",57822,56843,59813,58811
"EUK.IS-GC6-100-5-2.5.S",101978,99934,105373,103144
"EUK.IS-GC6-100-6-2.6.S",9211,9090,9389,9255
"EUK.IS-GC6-100-7-2.7.S",83988,82871,93628,92333
"EUK.IS-GC6-100-8-2.8.S",206905,204053,213592,210761
"EUK.IS-GC6-104-1-2.1.S",16913,16559,17154,16719
"EUK.IS-GC6-104-2-2.2.S",216621,213769,231277,227857
"EUK.IS-GC6-104-3-2.3.S",112795,111349,120110,118522
"EUK.IS-GC6-104-4-2.4.S",192540,189223,207630,203920
"EUK.IS-GC6-104-5-2.5.S",106486,104649,123216,121600
"EUK.IS-GC6-104-6-2.6.S",17757,17318,18674,18181
"EUK.IS-GC6-104-7-2.7.S",90401,89106,111332,109611
"EUK.IS-GC6-104-8-2.8.S",113379,111391,113622,111679
"EUK.IS-GC6-108-1-2.1.S",124452,122655,138289,135931
"EUK.IS-GC6-108-2-2.2.S",77476,76152,83758,82362
"EUK.IS-GC6-108-3-2.3.S",77363,76228,82666,81433
"EUK.IS-GC6-108-4-2.4.S",80691,79373,87136,85705
"EUK.IS-GC6-108-5-2.5.S",98002,96368,105740,103986
"EUK.IS-GC6-108-6-2.6.S",12771,12549,13002,12761
"EUK.IS-GC6-108-7-2.7.S",79723,78650,80160,78995
"EUK.IS-GC6-108-8-2.8.S",179993,176786,190424,187492
"EUK.IS-GC6-112-1-2.1.S",150850,148182,159237,156393
"EUK.IS-GC6-112-2-2.2.S",361317,356257,362604,357433
"EUK.IS-GC6-112-3-2.3.S",47259,46467,54819,53997
"EUK.IS-GC6-112-4-2.4.S",178320,175181,212480,208622
"EUK.IS-GC6-112-5-2.5.S",114915,113131,120375,118426
"EUK.IS-GC6-112-6-2.6.S",13148,12885,14225,13942
"EUK.IS-GC6-112-7-2.7.S",128713,126991,169599,167032
"EUK.IS-GC6-112-8-2.8.S",154341,152063,156490,154013
"EUK.IS-GC6-116-1-2.1.S",108094,106654,103760,102121
"EUK.IS-GC6-116-2-2.2.S",104529,103027,124383,122692
"EUK.IS-GC6-116-3-2.3.S",140467,138528,158052,155835
"EUK.IS-GC6-116-4-2.4.S",91425,90144,96891,95520
"EUK.IS-GC6-116-5-2.5.S",90120,88931,78901,77852
"EUK.IS-GC6-116-6-2.6.S",8679,8544,8885,8744
"EUK.IS-GC6-116-7-2.7.S",73483,72591,87577,86289
"EUK.IS-GC6-116-8-2.8.S",137231,135467,135325,133607
"EUK.IS-GC6-120-1-2.1.S",104466,102660,117712,115301
"EUK.IS-GC6-120-2-2.2.S",326199,320663,377358,371207
"EUK.IS-GC6-120-3-2.3.S",82513,81659,100087,98755
"EUK.IS-GC6-120-4-2.4.S",193955,191453,199615,196591
"EUK.IS-GC6-120-5-2.5.S",114665,112769,113835,111959
"EUK.IS-GC6-120-6-2.6.S",24464,24164,25702,25364
"EUK.IS-GC6-120-7-2.7.S",169948,167602,154985,153066
"EUK.IS-GC6-120-8-2.8.S",299481,296108,279883,276716
"EUK.IS-GC6-124-1-3.1.S",283910,279285,328997,324392
"EUK.IS-GC6-124-2-3.2.S",66842,66007,80797,79584
"EUK.IS-GC6-124-3-3.3.S",116691,115157,135107,132973
"EUK.IS-GC6-124-4-3.4.S",221671,218058,225015,221419
"EUK.IS-GC6-124-5-3.5.S",150507,148085,175819,172992
"EUK.IS-GC6-124-6-3.6.S",166057,163445,152227,150101
"EUK.IS-GC6-124-7-3.7.S",42541,42003,42433,41849
"EUK.IS-GC6-124-8-3.8.S",84994,83789,92166,90772
"EUK.IS-GC6-128-1-2.1.S",127115,125141,136867,134828
"EUK.IS-GC6-128-2-2.2.S",218755,214636,242064,237322
"EUK.IS-GC6-128-3-2.3.S",90169,89188,109774,108550
"EUK.IS-GC6-128-4-2.4.S",123474,121685,125051,123117
"EUK.IS-GC6-128-5-2.5.S",109087,107778,121562,120105
"EUK.IS-GC6-128-6-2.6.S",17896,17638,20711,20425
"EUK.IS-GC6-128-7-2.7.S",23784,23335,25051,24631
"EUK.IS-GC6-128-8-2.8.S",173924,171980,184063,181830
"EUK.IS-GC6-132-1-3.1.S",165383,161655,182187,178407
"EUK.IS-GC6-132-2-3.2.S",21170,20844,25002,24630
"EUK.IS-GC6-132-3-3.3.S",85746,84155,91608,89817
"EUK.IS-GC6-132-4-3.4.S",174009,171702,196011,193075
"EUK.IS-GC6-132-5-3.5.S",178044,175100,194358,191456
"EUK.IS-GC6-132-6-3.6.S",55729,54456,53384,52197
"EUK.IS-GC6-132-7-3.7.S",40099,39440,46421,45650
"EUK.IS-GC6-132-8-3.8.S",116819,114869,121270,119029
"EUK.IS-GC6-136-1-2.1.S",152595,150259,170582,167726
"EUK.IS-GC6-136-2-2.2.S",167917,165270,186502,183298
"EUK.IS-GC6-136-3-2.3.S",89841,88729,100372,98808
"EUK.IS-GC6-136-4-2.4.S",87840,86160,95812,94020
"EUK.IS-GC6-136-5-2.5.S",101624,100010,99509,97927
"EUK.IS-GC6-136-6-2.6.S",16582,16247,16564,16230
"EUK.IS-GC6-136-7-2.7.S",114705,112816,142817,140203
"EUK.IS-GC6-136-8-2.8.S",79283,77967,79514,78252
"EUK.IS-GC6-140-1-3.1.S",150739,148128,165309,162310
"EUK.IS-GC6-140-2-3.2.S",41219,40449,45786,44851
"EUK.IS-GC6-140-3-3.3.S",94428,92390,125392,122765
"EUK.IS-GC6-140-4-3.4.S",197066,193558,200536,196972
"EUK.IS-GC6-140-5-3.5.S",113679,112007,125564,123659
"EUK.IS-GC6-140-6-3.6.S",195547,191814,219717,215292
"EUK.IS-GC6-140-7-3.7.S",26229,25802,28019,27520
"EUK.IS-GC6-140-8-3.8.S",197381,194273,173201,170167
"EUK.IS-GC6-144-1-2.1.S",125658,123494,138971,136207
"EUK.IS-GC6-144-2-2.2.S",203597,200385,196381,193271
"EUK.IS-GC6-144-3-2.3.S",134633,132403,137838,135450
"EUK.IS-GC6-144-4-2.4.S",91713,90115,104100,102251
"EUK.IS-GC6-144-5-2.5.S",84422,82767,84703,83108
"EUK.IS-GC6-144-6-2.6.S",7601,7492,6945,6851
"EUK.IS-GC6-144-7-2.7.S",52888,52135,56730,55874
"EUK.IS-GC6-144-8-2.8.S",87506,85912,96776,95036
"EUK.IS-GC6-148-1-3.1.S",216231,213035,225091,221864
"EUK.IS-GC6-148-2-3.2.S",62234,61091,61680,60490
"EUK.IS-GC6-148-3-3.3.S",63899,62879,93931,92269
"EUK.IS-GC6-148-4-3.4.S",166599,164129,170422,167826
"EUK.IS-GC6-148-5-3.5.S",135933,134070,148872,146833
"EUK.IS-GC6-148-6-3.6.S",236980,233508,234040,230200
"EUK.IS-GC6-148-7-3.7.S",39514,38762,45377,44528
"EUK.IS-GC6-148-8-3.8.S",79941,78728,79920,78346
"EUK.IS-GC6-152-1-2.1.S",143871,142156,136035,134151
"EUK.IS-GC6-152-2-2.2.S",184095,181581,185788,183022
"EUK.IS-GC6-152-3-2.3.S",91372,89893,104959,103227
"EUK.IS-GC6-152-4-2.4.S",79690,78531,76924,75584
"EUK.IS-GC6-152-5-2.5.S",79797,78504,76108,74857
"EUK.IS-GC6-152-6-2.6.S",16625,16347,18065,17726
"EUK.IS-GC6-152-7-2.7.S",179563,177105,170465,168000
"EUK.IS-GC6-152-8-2.8.S",180862,178032,176301,173528
"EUK.IS-GC6-156-1-3.1.S",158174,156065,158943,156780
"EUK.IS-GC6-156-2-3.2.S",94360,92500,93839,91711
"EUK.IS-GC6-156-3-3.3.S",60000,59046,63494,62405
"EUK.IS-GC6-156-4-3.4.S",135140,133208,132958,130867
"EUK.IS-GC6-156-5-3.5.S",127513,126178,122940,121600
"EUK.IS-GC6-156-6-3.6.S",118503,116651,105163,103532
"EUK.IS-GC6-156-7-3.7.S",48758,47818,51190,50157
"EUK.IS-GC6-156-8-3.8.S",90856,89564,98841,97256
"EUK.IS-GC6-160-1-2.1.S",178794,175893,187068,183907
"EUK.IS-GC6-160-2-2.2.S",232260,228959,268715,264447
"EUK.IS-GC6-160-3-2.3.S",83198,82154,88899,87746
"EUK.IS-GC6-160-4-2.4.S",175881,173673,169465,167193
"EUK.IS-GC6-160-5-2.5.S",138114,136009,150074,147936
"EUK.IS-GC6-160-6-2.6.S",12088,11912,13334,13128
"EUK.IS-GC6-160-7-2.7.S",171214,169157,207821,204908
"EUK.IS-GC6-160-8-2.8.S",131714,130236,143750,141911
"EUK.IS-GC6-164-1-3.1.S",121888,119758,138406,136030
"EUK.IS-GC6-164-2-3.2.S",24128,23677,24973,24524
"EUK.IS-GC6-164-3-3.3.S",67642,66608,75467,74292
"EUK.IS-GC6-164-4-3.4.S",204901,201411,232531,228610
"EUK.IS-GC6-164-5-3.5.S",114251,112261,124675,122694
"EUK.IS-GC6-164-6-3.6.S",199918,196587,221917,217922
"EUK.IS-GC6-164-7-3.7.S",41224,40577,49283,48399
"EUK.IS-GC6-164-8-3.8.S",178664,175559,170529,167573
"EUK.IS-GC6-168-1-2.1.S",94560,92904,110644,108810
"EUK.IS-GC6-168-2-2.2.S",24300,23744,23946,23407
"EUK.IS-GC6-168-3-2.3.S",99329,98033,105670,104258
"EUK.IS-GC6-168-4-2.4.S",127024,124973,136639,134433
"EUK.IS-GC6-168-5-2.5.S",115653,113573,121555,119468
"EUK.IS-GC6-168-6-2.6.S",12297,12009,12056,11799
"EUK.IS-GC6-168-7-2.7.S",103122,100640,109845,107004
"EUK.IS-GC6-168-8-2.8.S",63317,62411,72220,71295
"EUK.IS-GC6-172-1-3.1.S",47166,46232,47612,46681
"EUK.IS-GC6-172-2-3.2.S",48524,47675,49733,48816
"EUK.IS-GC6-172-3-3.3.S",92874,91310,111546,109750
"EUK.IS-GC6-172-4-3.4.S",258531,254436,281425,276851
"EUK.IS-GC6-172-5-3.5.S",127835,125999,151589,149681
"EUK.IS-GC6-172-6-3.6.S",198913,194142,206476,201445
"EUK.IS-GC6-172-7-3.7.S",18922,18650,23713,23380
"EUK.IS-GC6-172-8-3.8.S",122536,120348,119990,117793
"EUK.IS-GC6-176-1-2.1.S",121225,119108,124816,122281
"EUK.IS-GC6-176-2-2.2.S",108185,106035,121907,119379
"EUK.IS-GC6-176-3-2.3.S",137512,135180,161057,158283
"EUK.IS-GC6-176-4-2.4.S",130545,128769,149657,147262
"EUK.IS-GC6-176-5-2.5.S",107659,105989,111654,109844
"EUK.IS-GC6-176-6-2.6.S",39163,38539,42518,41766
"EUK.IS-GC6-176-7-2.7.S",193417,191048,205262,202359
"EUK.IS-GC6-176-8-2.8.S",147211,144887,148814,146918
"EUK.IS-GC6-180-1-3.1.S",138334,135438,151988,149140
"EUK.IS-GC6-180-2-3.2.S",57728,56522,63948,62594
"EUK.IS-GC6-180-3-3.3.S",161361,159044,241390,237263
"EUK.IS-GC6-180-4-3.4.S",248624,245240,259343,255256
"EUK.IS-GC6-180-5-3.5.S",265898,261232,276007,271227
"EUK.IS-GC6-180-6-3.6.S",236855,233292,241095,237378
"EUK.IS-GC6-180-7-3.7.S",38563,37905,40572,40007
"EUK.IS-GC6-180-8-3.8.S",166375,164174,176218,173651
"EUK.IS-GC6-184-1-2.1.S",144109,142495,169822,167611
"EUK.IS-GC6-184-2-2.2.S",190536,187480,207591,204523
"EUK.IS-GC6-184-3-2.3.S",130303,128013,138476,135916
"EUK.IS-GC6-184-4-2.4.S",107794,106529,126685,125060
"EUK.IS-GC6-184-5-2.5.S",87935,86736,87035,85797
"EUK.IS-GC6-184-6-2.6.S",25074,24748,21830,21540
"EUK.IS-GC6-184-7-2.7.S",192001,189421,238414,235643
"EUK.IS-GC6-184-8-2.8.S",36718,36059,35612,34997
"EUK.IS-GC6-188-1-3.1.S",140911,138377,155059,152627
"EUK.IS-GC6-188-2-3.2.S",32086,31386,34013,33238
"EUK.IS-GC6-188-3-3.3.S",85226,84043,117364,115616
"EUK.IS-GC6-188-4-3.4.S",130793,128878,133539,131505
"EUK.IS-GC6-188-5-3.5.S",241192,238441,284172,280589
"EUK.IS-GC6-188-6-3.6.S",212978,209445,244664,241229
"EUK.IS-GC6-188-7-3.7.S",19660,19278,21083,20658
"EUK.IS-GC6-188-8-3.8.S",109101,107760,114206,112623
"EUK.IS-GC6-192-1-2.1.S",164533,162314,172583,170068
"EUK.IS-GC6-192-2-2.2.S",245340,241808,279430,275490
"EUK.IS-GC6-192-3-2.3.S",135474,133776,156399,154114
"EUK.IS-GC6-192-4-2.4.S",136023,134154,149730,147371
"EUK.IS-GC6-192-5-2.5.S",96092,94583,108127,106574
"EUK.IS-GC6-192-6-2.6.S",11121,10941,11776,11587
"EUK.IS-GC6-192-7-2.7.S",162220,159560,178015,175110
"EUK.IS-GC6-192-8-2.8.S",125559,123840,138081,136040
"EUK.Neg1-1-1.1.S",2,2,3,3
"EUK.Neg1-1-2.1.S",2,2,3,3
"EUK.Neg1-1-3.1.S",3,3,5,4
"EUK.Neg1-2-1.2.S",22,20,23,23
"EUK.Neg1-2-2.2.S",9,8,2,2
"EUK.Neg1-2-3.2.S",24,23,9,8
"EUK.Neg1-3-1.3.S",3,3,6,6
"EUK.Neg1-3-2.3.S",2,2,2,2
"EUK.Neg1-3-3.3.S",44,42,56,53
"EUK.Neg1-4-1.4.S",17,16,7,6
"EUK.Neg1-4-2.4.S",2,2,0,0
"EUK.Neg1-4-3.4.S",0,0,0,0
"EUK.Neg1-5-1.5.S",4,4,5,5
