value,year,record
2.05,1102,Arcticad13C
2.19,1101,Arcticad13C
2.23,1100,Arcticad13C
2.19,1099,Arcticad13C
1.971162,1098,Arcticad13C
2.01,1097,Arcticad13C
1.84,1096,Arcticad13C
2,1095,Arcticad13C
1.676292,1094,Arcticad13C
1.64,1093,Arcticad13C
1.52,1092,Arcticad13C
2.08,1091,Arcticad13C
1.82,1090,Arcticad13C
1.68,1089,Arcticad13C
1.709516,1088,Arcticad13C
1.613451,1087,Arcticad13C
1.428917,1086,Arcticad13C
1.522037,1085,Arcticad13C
1.455372,1084,Arcticad13C
1.56,1083,Arcticad13C
1.6505,1082,Arcticad13C
1.88,1081,Arcticad13C
1.738094,1080,Arcticad13C
1.796957,1079,Arcticad13C
1.61,1078,Arcticad13C
1.73,1077,Arcticad13C
1.84,1076,Arcticad13C
1.59,1075,Arcticad13C
1.59,1074,Arcticad13C
1.59,1073,Arcticad13C
1.71,1072,Arcticad13C
1.9,1071,Arcticad13C
1.952224,1070,Arcticad13C
1.7,1069,Arcticad13C
1.28,1068,Arcticad13C
1.38,1067,Arcticad13C
1.5,1066,Arcticad13C
1.53,1065,Arcticad13C
1.839248,1064,Arcticad13C
1.8,1063,Arcticad13C
1.825985,1062,Arcticad13C
1.59,1061,Arcticad13C
1.6,1060,Arcticad13C
1.75,1059,Arcticad13C
1.99,1058,Arcticad13C
1.88,1057,Arcticad13C
1.63,1056,Arcticad13C
1.979458,1055,Arcticad13C
1.92,1054,Arcticad13C
2.06,1053,Arcticad13C
1.808883,1052,Arcticad13C
1.7187,1051,Arcticad13C
2,1050,Arcticad13C
1.88,1049,Arcticad13C
1.76,1048,Arcticad13C
1.268,1047,Arcticad13C
1.61,1046,Arcticad13C
1.71,1045,Arcticad13C
1.85,1044,Arcticad13C
2.119568,1043,Arcticad13C
2.06,1042,Arcticad13C
2.053541,1041,Arcticad13C
2.04,1040,Arcticad13C
1.89,1039,Arcticad13C
1.9,1038,Arcticad13C
1.96,1037,Arcticad13C
1.95,1036,Arcticad13C
1.82,1035,Arcticad13C
1.73,1034,Arcticad13C
1.74,1033,Arcticad13C
1.959451,1032,Arcticad13C
2.128757,1031,Arcticad13C
2.09,1030,Arcticad13C
1.467,1029,Arcticad13C
1.64,1028,Arcticad13C
1.79,1027,Arcticad13C
2,1026,Arcticad13C
2.243473,1025,Arcticad13C
2.13,1024,Arcticad13C
2.429171,1023,Arcticad13C
2.25,1022,Arcticad13C
2.09,1021,Arcticad13C
2.22,1020,Arcticad13C
2.2,1019,Arcticad13C
2.28,1018,Arcticad13C
1.980007,1017,Arcticad13C
2.16,1016,Arcticad13C
2.07,1015,Arcticad13C
2.003636,1014,Arcticad13C
2.03,1013,Arcticad13C
2.04,1012,Arcticad13C
2.21,1011,Arcticad13C
2.02,1010,Arcticad13C
2.19,1009,Arcticad13C
2.15,1008,Arcticad13C
2.35,1007,Arcticad13C
2.051,1006,Arcticad13C
2.32,1005,Arcticad13C
2.1,1004,Arcticad13C
2.26,1003,Arcticad13C
2.14,1002,Arcticad13C
2.11,1001,Arcticad13C
2.08,1000,Arcticad13C
2.15,999,Arcticad13C
2.135,998,Arcticad13C
2.12,997,Arcticad13C
2.33,996,Arcticad13C
2.59,995,Arcticad13C
2.3,994,Arcticad13C
2.34,993,Arcticad13C
2.22,992,Arcticad13C
2.3,991,Arcticad13C
2.2,990,Arcticad13C
2.41,989,Arcticad13C
2.2,988,Arcticad13C
2.23,987,Arcticad13C
2.41,986,Arcticad13C
2.42,985,Arcticad13C
2.36,984,Arcticad13C
2.32,983,Arcticad13C
2.356637,982,Arcticad13C
2.145888,981,Arcticad13C
2.27,980,Arcticad13C
2.30159,979,Arcticad13C
2.18,978,Arcticad13C
2.116084,977,Arcticad13C
2.089196,976,Arcticad13C
2.024333,975,Arcticad13C
2.12,974,Arcticad13C
1.927545,973,Arcticad13C
1.98,972,Arcticad13C
1.87,971,Arcticad13C
1.97,970,Arcticad13C
2.09,969,Arcticad13C
1.9,968,Arcticad13C
1.83,967,Arcticad13C
2.075576,966,Arcticad13C
1.900754,965,Arcticad13C
2.22613,964,Arcticad13C
2.019671,963,Arcticad13C
2.359279,962,Arcticad13C
2.183054,961,Arcticad13C
1.943312,960,Arcticad13C
2.089665,959,Arcticad13C
1.790547,958,Arcticad13C
1.770415,957,Arcticad13C
1.528915,956,Arcticad13C
1.478169,955,Arcticad13C
1.350399,954,Arcticad13C
1.96,953,Arcticad13C
3.45,2000,Arcticad18O
3.28,1999,Arcticad18O
3.09,1998,Arcticad18O
2.87,1997,Arcticad18O
3.07,1996,Arcticad18O
2.8,1995,Arcticad18O
3.24,1994,Arcticad18O
3.05,1993,Arcticad18O
2.79,1992,Arcticad18O
2.99,1991,Arcticad18O
3.64,1990,Arcticad18O
3.15,1989,Arcticad18O
3.11,1988,Arcticad18O
3.16,1987,Arcticad18O
3.11,1986,Arcticad18O
2.85,1985,Arcticad18O
2.97,1984,Arcticad18O
3.24,1983,Arcticad18O
3.12,1982,Arcticad18O
2.91,1981,Arcticad18O
3.16,1980,Arcticad18O
2.78,1979,Arcticad18O
3.6,1978,Arcticad18O
3.32,1977,Arcticad18O
3.67,1976,Arcticad18O
3.42,1975,Arcticad18O
3.41,1974,Arcticad18O
3.34,1973,Arcticad18O
3.5,1972,Arcticad18O
3.29,1971,Arcticad18O
3.25,1970,Arcticad18O
3.26,1969,Arcticad18O
3.36,1968,Arcticad18O
3.4,1967,Arcticad18O
3.06,1966,Arcticad18O
3.26,1965,Arcticad18O
3.13,1964,Arcticad18O
3.26,1963,Arcticad18O
3.37,1962,Arcticad18O
3.39,1961,Arcticad18O
3.23,1960,Arcticad18O
3.14,1959,Arcticad18O
3.13,1958,Arcticad18O
3.07,1957,Arcticad18O
3.2,1956,Arcticad18O
3.27,1955,Arcticad18O
3.15,1954,Arcticad18O
3.17,1953,Arcticad18O
2.99,1952,Arcticad18O
3.31,1951,Arcticad18O
3.22,1950,Arcticad18O
3.37,1949,Arcticad18O
3.37,1948,Arcticad18O
3.3,1947,Arcticad18O
3.55,1946,Arcticad18O
3.55,1945,Arcticad18O
3.23,1944,Arcticad18O
3.36,1943,Arcticad18O
3.47,1942,Arcticad18O
3.35,1941,Arcticad18O
3.41,1940,Arcticad18O
3.42,1939,Arcticad18O
3.53,1938,Arcticad18O
3.4,1937,Arcticad18O
3.59,1936,Arcticad18O
3.37,1935,Arcticad18O
3.67,1934,Arcticad18O
3.61,1933,Arcticad18O
3.35,1932,Arcticad18O
3.47,1931,Arcticad18O
3.45,1930,Arcticad18O
3.56,1929,Arcticad18O
3.43,1928,Arcticad18O
3.51,1927,Arcticad18O
3.41,1926,Arcticad18O
3.14,1925,Arcticad18O
3.63,1924,Arcticad18O
3.54,1923,Arcticad18O
3.49,1922,Arcticad18O
3.42,1921,Arcticad18O
3.82,1920,Arcticad18O
3.47,1919,Arcticad18O
3.29,1918,Arcticad18O
3.37,1917,Arcticad18O
3.7,1916,Arcticad18O
2.98,1915,Arcticad18O
3.44,1914,Arcticad18O
3.3,1913,Arcticad18O
3.82,1912,Arcticad18O
3.95,1911,Arcticad18O
3.71,1910,Arcticad18O
4,1909,Arcticad18O
3.95,1908,Arcticad18O
3.67,1907,Arcticad18O
3.67,1906,Arcticad18O
3.68,1905,Arcticad18O
3.59,1904,Arcticad18O
3.33,1903,Arcticad18O
3.53,1902,Arcticad18O
3.39,1901,Arcticad18O
3.11,1900,Arcticad18O
3.57,1899,Arcticad18O
3.07,1898,Arcticad18O
3.47,1897,Arcticad18O
3.73,1896,Arcticad18O
3.34,1895,Arcticad18O
3.86,1894,Arcticad18O
3.83,1893,Arcticad18O
3.88,1892,Arcticad18O
3.9,1891,Arcticad18O
3.77,1890,Arcticad18O
3.78,1889,Arcticad18O
3.73,1888,Arcticad18O
3.77,1887,Arcticad18O
3.85,1886,Arcticad18O
3.78,1885,Arcticad18O
3.83,1884,Arcticad18O
3.79,1883,Arcticad18O
3.74,1882,Arcticad18O
3.87,1881,Arcticad18O
3.9,1880,Arcticad18O
3.98,1879,Arcticad18O
3.89,1878,Arcticad18O
3.86,1877,Arcticad18O
3.69,1876,Arcticad18O
3.75,1875,Arcticad18O
3.78,1874,Arcticad18O
3.69,1873,Arcticad18O
3.74,1872,Arcticad18O
3.32,1871,Arcticad18O
3.39,1870,Arcticad18O
3.51,1869,Arcticad18O
3.78,1868,Arcticad18O
3.49,1867,Arcticad18O
3.49,1866,Arcticad18O
3.62,1865,Arcticad18O
3.73,1864,Arcticad18O
3.82,1863,Arcticad18O
2.98,1862,Arcticad18O
3.84,1861,Arcticad18O
3.68,1860,Arcticad18O
3.71,1859,Arcticad18O
3.83,1858,Arcticad18O
3.78,1857,Arcticad18O
3.72,1856,Arcticad18O
3.83,1855,Arcticad18O
3.47,1854,Arcticad18O
3.99,1853,Arcticad18O
3.83,1852,Arcticad18O
3.79,1851,Arcticad18O
3.91,1850,Arcticad18O
3.79,1849,Arcticad18O
3.8,1848,Arcticad18O
3.93,1847,Arcticad18O
3.75,1846,Arcticad18O
3.71,1845,Arcticad18O
3.53,1844,Arcticad18O
3.66,1843,Arcticad18O
3.7,1842,Arcticad18O
3.55,1841,Arcticad18O
3.74,1840,Arcticad18O
3.65,1839,Arcticad18O
3.46,1838,Arcticad18O
3.68,1837,Arcticad18O
3.65,1836,Arcticad18O
3.85,1835,Arcticad18O
4.16,1834,Arcticad18O
3.73,1833,Arcticad18O
3.92,1832,Arcticad18O
3.99,1831,Arcticad18O
3.68,1830,Arcticad18O
3.64,1829,Arcticad18O
3.61,1828,Arcticad18O
3.76,1827,Arcticad18O
3.29,1826,Arcticad18O
3.62,1825,Arcticad18O
3.26,1824,Arcticad18O
3.27,1823,Arcticad18O
3.1,1822,Arcticad18O
3.7,1821,Arcticad18O
3.84,1820,Arcticad18O
3.61,1819,Arcticad18O
3.71,1818,Arcticad18O
3.77,1817,Arcticad18O
3.78,1816,Arcticad18O
3.62,1815,Arcticad18O
3.97,1814,Arcticad18O
3.95,1813,Arcticad18O
3.82,1812,Arcticad18O
3.73,1811,Arcticad18O
3.61,1810,Arcticad18O
3.43,1809,Arcticad18O
3.9,1808,Arcticad18O
3.76,1807,Arcticad18O
3.97,1806,Arcticad18O
4.12,1805,Arcticad18O
3.76,1804,Arcticad18O
3.28,1803,Arcticad18O
3.99,1802,Arcticad18O
3.39,1801,Arcticad18O
3.92,1800,Arcticad18O
4.12,1799,Arcticad18O
4.12,1798,Arcticad18O
4.21,1797,Arcticad18O
4.05,1796,Arcticad18O
4.07,1795,Arcticad18O
3.96,1794,Arcticad18O
4.13,1793,Arcticad18O
3.69,1792,Arcticad18O
4.17,1791,Arcticad18O
4.13,1790,Arcticad18O
4.01,1789,Arcticad18O
3.83,1788,Arcticad18O
4,1787,Arcticad18O
3.72,1786,Arcticad18O
3.67,1785,Arcticad18O
3.43,1784,Arcticad18O
3.88,1783,Arcticad18O
3.56,1782,Arcticad18O
3.52,1781,Arcticad18O
3.46,1780,Arcticad18O
3.66,1779,Arcticad18O
3.66,1778,Arcticad18O
3.41,1777,Arcticad18O
3.47,1776,Arcticad18O
3.59,1775,Arcticad18O
3.54,1774,Arcticad18O
3.8,1773,Arcticad18O
3.65,1772,Arcticad18O
3.33,1771,Arcticad18O
3.39,1770,Arcticad18O
3.44,1769,Arcticad18O
3.25,1768,Arcticad18O
3.42,1767,Arcticad18O
3.71,1766,Arcticad18O
3.32,1765,Arcticad18O
3.14,1764,Arcticad18O
3.27,1763,Arcticad18O
3.36,1762,Arcticad18O
3.64,1761,Arcticad18O
3.5,1760,Arcticad18O
3.47,1759,Arcticad18O
3.55,1758,Arcticad18O
3.76,1757,Arcticad18O
3.57,1756,Arcticad18O
3.4,1755,Arcticad18O
3.47,1754,Arcticad18O
3.36,1753,Arcticad18O
3.45,1752,Arcticad18O
3.28,1751,Arcticad18O
3.55,1750,Arcticad18O
3.4,1749,Arcticad18O
3.5,1748,Arcticad18O
3.43,1747,Arcticad18O
3.52,1746,Arcticad18O
3.32,1745,Arcticad18O
3.56,1744,Arcticad18O
3.42,1743,Arcticad18O
3.38,1742,Arcticad18O
3.38,1741,Arcticad18O
3.46,1740,Arcticad18O
3.44,1739,Arcticad18O
3.34,1738,Arcticad18O
3.43,1737,Arcticad18O
3.56,1736,Arcticad18O
3.38,1735,Arcticad18O
3.33,1734,Arcticad18O
3.48,1733,Arcticad18O
3.68,1732,Arcticad18O
3.49,1731,Arcticad18O
3.67,1730,Arcticad18O
3.54,1729,Arcticad18O
3.6,1728,Arcticad18O
3.59,1727,Arcticad18O
3.75,1726,Arcticad18O
3.91,1725,Arcticad18O
3.75,1724,Arcticad18O
3.74,1723,Arcticad18O
3.76,1722,Arcticad18O
3.77,1721,Arcticad18O
3.77,1720,Arcticad18O
3.73,1719,Arcticad18O
3.82,1718,Arcticad18O
3.74,1717,Arcticad18O
3.66,1716,Arcticad18O
3.61,1715,Arcticad18O
3.58,1714,Arcticad18O
3.77,1713,Arcticad18O
3.83,1712,Arcticad18O
3.63,1711,Arcticad18O
3.49,1710,Arcticad18O
3.66,1709,Arcticad18O
3.78,1708,Arcticad18O
3.53,1707,Arcticad18O
3.67,1706,Arcticad18O
3.5,1705,Arcticad18O
3.68,1704,Arcticad18O
3.58,1703,Arcticad18O
3.52,1702,Arcticad18O
3.19,1701,Arcticad18O
3.24,1700,Arcticad18O
3.28,1699,Arcticad18O
3.29,1698,Arcticad18O
3.35,1697,Arcticad18O
3.24,1696,Arcticad18O
3.24,1695,Arcticad18O
3.75,1694,Arcticad18O
3.81,1693,Arcticad18O
3.87,1692,Arcticad18O
3.66,1691,Arcticad18O
3.75,1690,Arcticad18O
3.71,1689,Arcticad18O
3.83,1688,Arcticad18O
3.33,1687,Arcticad18O
3.71,1686,Arcticad18O
3.43,1685,Arcticad18O
3.55,1684,Arcticad18O
3.2,1683,Arcticad18O
3.69,1682,Arcticad18O
3.78,1681,Arcticad18O
3.81,1680,Arcticad18O
3.93,1679,Arcticad18O
3.58,1678,Arcticad18O
3.72,1677,Arcticad18O
3.62,1676,Arcticad18O
3.32,1675,Arcticad18O
3.87,1674,Arcticad18O
3.79,1673,Arcticad18O
3.89,1672,Arcticad18O
3.8,1671,Arcticad18O
3.94,1670,Arcticad18O
3.71,1669,Arcticad18O
3.72,1668,Arcticad18O
3.87,1667,Arcticad18O
3.48,1666,Arcticad18O
3.84,1665,Arcticad18O
3.58,1664,Arcticad18O
3.76,1663,Arcticad18O
3.9,1662,Arcticad18O
3.93,1661,Arcticad18O
3.71,1660,Arcticad18O
3.37,1659,Arcticad18O
3.45,1658,Arcticad18O
3.38,1657,Arcticad18O
3.36,1656,Arcticad18O
3.46,1655,Arcticad18O
3.52,1654,Arcticad18O
3.36,1653,Arcticad18O
3.39,1652,Arcticad18O
3.79,1651,Arcticad18O
3.63,1650,Arcticad18O
3.5,1649,Arcticad18O
3.61,1648,Arcticad18O
3.34,1647,Arcticad18O
3.94,1646,Arcticad18O
3.46,1645,Arcticad18O
3.47,1644,Arcticad18O
3.62,1643,Arcticad18O
3.61,1642,Arcticad18O
3.47,1641,Arcticad18O
3.6,1640,Arcticad18O
3.78,1639,Arcticad18O
3.79,1638,Arcticad18O
3.49,1637,Arcticad18O
3.54,1636,Arcticad18O
3.63,1635,Arcticad18O
4.1,1634,Arcticad18O
4.41,1633,Arcticad18O
4.05,1632,Arcticad18O
3.76,1631,Arcticad18O
3.91,1630,Arcticad18O
3.87,1629,Arcticad18O
4,1628,Arcticad18O
4.04,1627,Arcticad18O
4.09,1626,Arcticad18O
4.05,1625,Arcticad18O
4,1624,Arcticad18O
3.91,1623,Arcticad18O
3.69,1622,Arcticad18O
3.52,1621,Arcticad18O
3.73,1620,Arcticad18O
4.09,1619,Arcticad18O
3.74,1618,Arcticad18O
3.96,1617,Arcticad18O
3.99,1616,Arcticad18O
4.05,1615,Arcticad18O
4.11,1614,Arcticad18O
3.98,1613,Arcticad18O
3.79,1612,Arcticad18O
3.86,1611,Arcticad18O
3.95,1610,Arcticad18O
3.93,1609,Arcticad18O
3.67,1608,Arcticad18O
3.76,1607,Arcticad18O
3.6,1606,Arcticad18O
3.82,1605,Arcticad18O
3.92,1604,Arcticad18O
3.65,1603,Arcticad18O
3.52,1602,Arcticad18O
4.03,1601,Arcticad18O
3.69,1600,Arcticad18O
3.73,1599,Arcticad18O
3.81,1598,Arcticad18O
3.71,1597,Arcticad18O
3.93,1596,Arcticad18O
3.84,1595,Arcticad18O
3.81,1594,Arcticad18O
3.5,1593,Arcticad18O
3.62,1592,Arcticad18O
3.57,1591,Arcticad18O
3.42,1590,Arcticad18O
3.49,1589,Arcticad18O
3.5,1588,Arcticad18O
3.85,1587,Arcticad18O
3.75,1586,Arcticad18O
3.74,1585,Arcticad18O
3.42,1584,Arcticad18O
3.63,1583,Arcticad18O
3.7,1582,Arcticad18O
3.47,1581,Arcticad18O
3.69,1580,Arcticad18O
3.71,1579,Arcticad18O
3.75,1578,Arcticad18O
3.49,1577,Arcticad18O
3.64,1576,Arcticad18O
3.14,1575,Arcticad18O
3.75,1574,Arcticad18O
3.72,1573,Arcticad18O
3.65,1572,Arcticad18O
3.67,1571,Arcticad18O
3.88,1570,Arcticad18O
3.85,1569,Arcticad18O
3.98,1568,Arcticad18O
3.79,1567,Arcticad18O
3.83,1566,Arcticad18O
3.83,1565,Arcticad18O
3.79,1564,Arcticad18O
3.68,1563,Arcticad18O
3.64,1562,Arcticad18O
3.48,1561,Arcticad18O
3.73,1560,Arcticad18O
3.52,1559,Arcticad18O
3.52,1558,Arcticad18O
3.66,1557,Arcticad18O
3.6,1556,Arcticad18O
3.69,1555,Arcticad18O
3.89,1554,Arcticad18O
3.89,1553,Arcticad18O
3.89,1552,Arcticad18O
4.02,1551,Arcticad18O
3.64,1550,Arcticad18O
3.82,1549,Arcticad18O
3.91,1548,Arcticad18O
3.79,1547,Arcticad18O
3.94,1546,Arcticad18O
3.85,1545,Arcticad18O
3.94,1544,Arcticad18O
3.88,1543,Arcticad18O
4.04,1542,Arcticad18O
4.05,1541,Arcticad18O
3.96,1540,Arcticad18O
4.25,1539,Arcticad18O
4.08,1538,Arcticad18O
4.03,1537,Arcticad18O
3.68,1536,Arcticad18O
3.82,1535,Arcticad18O
3.92,1534,Arcticad18O
3.7,1533,Arcticad18O
3.47,1532,Arcticad18O
3.63,1531,Arcticad18O
3.15,1530,Arcticad18O
3.92,1529,Arcticad18O
3.78,1528,Arcticad18O
3.83,1527,Arcticad18O
3.74,1526,Arcticad18O
3.64,1525,Arcticad18O
3.69,1524,Arcticad18O
3.8,1523,Arcticad18O
3.59,1522,Arcticad18O
3.77,1521,Arcticad18O
3.29,1520,Arcticad18O
2.97,1519,Arcticad18O
3.45,1518,Arcticad18O
3.27,1517,Arcticad18O
3.21,1516,Arcticad18O
3.67,1515,Arcticad18O
3.59,1514,Arcticad18O
3.33,1513,Arcticad18O
3.53,1512,Arcticad18O
3.17,1511,Arcticad18O
3.49,1510,Arcticad18O
3.24,1509,Arcticad18O
3.45,1508,Arcticad18O
3.19,1507,Arcticad18O
3.37,1506,Arcticad18O
3.72,1505,Arcticad18O
3.65,1504,Arcticad18O
3.52,1503,Arcticad18O
3.58,1502,Arcticad18O
3.36,1501,Arcticad18O
3.38,1500,Arcticad18O
3.86,1499,Arcticad18O
3.6,1498,Arcticad18O
3.6,1497,Arcticad18O
3.37,1496,Arcticad18O
3.59,1495,Arcticad18O
3.31,1494,Arcticad18O
3.34,1493,Arcticad18O
3.81,1492,Arcticad18O
3.7,1491,Arcticad18O
3.58,1490,Arcticad18O
3.71,1489,Arcticad18O
3.55,1488,Arcticad18O
3.7,1487,Arcticad18O
3.66,1486,Arcticad18O
3.4,1485,Arcticad18O
3.71,1484,Arcticad18O
3.41,1483,Arcticad18O
3.46,1482,Arcticad18O
3.22,1481,Arcticad18O
3.26,1480,Arcticad18O
3.31,1479,Arcticad18O
3.51,1478,Arcticad18O
3.55,1477,Arcticad18O
3.41,1476,Arcticad18O
3.65,1475,Arcticad18O
3.65,1474,Arcticad18O
3.64,1473,Arcticad18O
3.6,1472,Arcticad18O
3.42,1471,Arcticad18O
3.37,1470,Arcticad18O
3.33,1469,Arcticad18O
3.44,1468,Arcticad18O
3.89,1467,Arcticad18O
3.71,1466,Arcticad18O
3.73,1465,Arcticad18O
3.74,1464,Arcticad18O
3.7,1463,Arcticad18O
3.76,1462,Arcticad18O
3.71,1461,Arcticad18O
3.63,1460,Arcticad18O
3.53,1459,Arcticad18O
3.7,1458,Arcticad18O
3.61,1457,Arcticad18O
4.13,1456,Arcticad18O
3.81,1455,Arcticad18O
3.73,1454,Arcticad18O
3.86,1453,Arcticad18O
3.77,1452,Arcticad18O
3.76,1451,Arcticad18O
3.8,1450,Arcticad18O
3.62,1449,Arcticad18O
3.63,1448,Arcticad18O
3.65,1447,Arcticad18O
3.69,1446,Arcticad18O
3.92,1445,Arcticad18O
4.07,1444,Arcticad18O
3.43,1443,Arcticad18O
3.72,1442,Arcticad18O
3.58,1441,Arcticad18O
3.68,1440,Arcticad18O
3.6,1439,Arcticad18O
3.72,1438,Arcticad18O
3.29,1437,Arcticad18O
3.29,1436,Arcticad18O
3.22,1435,Arcticad18O
3.33,1434,Arcticad18O
3.28,1433,Arcticad18O
3.55,1432,Arcticad18O
3.65,1431,Arcticad18O
3.62,1430,Arcticad18O
3.17,1429,Arcticad18O
3.73,1428,Arcticad18O
3.47,1427,Arcticad18O
3.67,1426,Arcticad18O
3.71,1425,Arcticad18O
4,1424,Arcticad18O
3.42,1423,Arcticad18O
3.17,1422,Arcticad18O
3.72,1421,Arcticad18O
3.46,1420,Arcticad18O
3.94,1419,Arcticad18O
3.63,1418,Arcticad18O
3.24,1417,Arcticad18O
3.36,1416,Arcticad18O
3.66,1415,Arcticad18O
3.75,1414,Arcticad18O
3.7,1413,Arcticad18O
3.75,1412,Arcticad18O
3.92,1411,Arcticad18O
3.68,1410,Arcticad18O
3.85,1409,Arcticad18O
3.88,1408,Arcticad18O
3.69,1407,Arcticad18O
3.57,1406,Arcticad18O
3.83,1405,Arcticad18O
3.65,1404,Arcticad18O
3.76,1403,Arcticad18O
3.6,1402,Arcticad18O
3.71,1401,Arcticad18O
3.71,1400,Arcticad18O
3.56,1399,Arcticad18O
3.59,1398,Arcticad18O
3.72,1397,Arcticad18O
4.09,1396,Arcticad18O
3.51,1395,Arcticad18O
3.64,1394,Arcticad18O
3.42,1393,Arcticad18O
3.58,1392,Arcticad18O
3.59,1391,Arcticad18O
3.76,1390,Arcticad18O
3.43,1389,Arcticad18O
3.45,1388,Arcticad18O
3.33,1387,Arcticad18O
3.27,1386,Arcticad18O
3.23,1385,Arcticad18O
3.52,1384,Arcticad18O
3.4,1383,Arcticad18O
3.36,1382,Arcticad18O
4.24,1381,Arcticad18O
3.53,1380,Arcticad18O
3.3,1379,Arcticad18O
3.92,1378,Arcticad18O
3.83,1377,Arcticad18O
3.44,1376,Arcticad18O
3.72,1375,Arcticad18O
3.17,1374,Arcticad18O
3.1,1373,Arcticad18O
3.08,1372,Arcticad18O
2.95,1371,Arcticad18O
3.24,1370,Arcticad18O
3.1,1369,Arcticad18O
2.75,1368,Arcticad18O
3.28,1367,Arcticad18O
3.25,1366,Arcticad18O
3.49,1365,Arcticad18O
3.57,1364,Arcticad18O
3.54,1363,Arcticad18O
3.34,1362,Arcticad18O
3.26,1361,Arcticad18O
3.28,1360,Arcticad18O
3.2,1359,Arcticad18O
3.26,1358,Arcticad18O
3.12,1357,Arcticad18O
3.06,1356,Arcticad18O
3.22,1355,Arcticad18O
3.22,1354,Arcticad18O
2.95,1353,Arcticad18O
3.1,1352,Arcticad18O
3.55,1351,Arcticad18O
3.35,1350,Arcticad18O
3.61,1349,Arcticad18O
3.49,1348,Arcticad18O
3.74,1347,Arcticad18O
3.73,1346,Arcticad18O
3.89,1345,Arcticad18O
3.79,1344,Arcticad18O
3.82,1343,Arcticad18O
3.78,1342,Arcticad18O
3.73,1341,Arcticad18O
4.05,1340,Arcticad18O
3.67,1339,Arcticad18O
3.47,1338,Arcticad18O
3.72,1337,Arcticad18O
3.67,1336,Arcticad18O
3.61,1335,Arcticad18O
3.71,1334,Arcticad18O
3.76,1333,Arcticad18O
3.87,1332,Arcticad18O
3.74,1331,Arcticad18O
3.88,1330,Arcticad18O
3.8,1329,Arcticad18O
3.69,1328,Arcticad18O
3.73,1327,Arcticad18O
3.65,1326,Arcticad18O
3.82,1325,Arcticad18O
3.76,1324,Arcticad18O
3.66,1323,Arcticad18O
3.4,1322,Arcticad18O
3.45,1321,Arcticad18O
3.37,1320,Arcticad18O
3.19,1319,Arcticad18O
3.26,1318,Arcticad18O
3.14,1317,Arcticad18O
3.6,1316,Arcticad18O
3.34,1315,Arcticad18O
3.54,1314,Arcticad18O
3.28,1313,Arcticad18O
3.24,1312,Arcticad18O
3.38,1311,Arcticad18O
3.56,1310,Arcticad18O
3.21,1309,Arcticad18O
3.15,1308,Arcticad18O
3.28,1307,Arcticad18O
3.23,1306,Arcticad18O
3.24,1305,Arcticad18O
4.04,1304,Arcticad18O
3.95,1303,Arcticad18O
3.13,1302,Arcticad18O
3.46,1301,Arcticad18O
3.52,1300,Arcticad18O
3.79,1299,Arcticad18O
3.09,1298,Arcticad18O
3.34,1297,Arcticad18O
3.45,1296,Arcticad18O
3.66,1295,Arcticad18O
3.2,1294,Arcticad18O
3.08,1293,Arcticad18O
3.25,1292,Arcticad18O
3.25,1291,Arcticad18O
3.34,1290,Arcticad18O
3.71,1289,Arcticad18O
3.79,1288,Arcticad18O
3.23,1287,Arcticad18O
3.35,1286,Arcticad18O
3.6,1285,Arcticad18O
3.47,1284,Arcticad18O
3.21,1283,Arcticad18O
3.53,1282,Arcticad18O
3.34,1281,Arcticad18O
3.44,1280,Arcticad18O
3.35,1279,Arcticad18O
3.44,1278,Arcticad18O
3.2,1277,Arcticad18O
3.53,1276,Arcticad18O
3.88,1275,Arcticad18O
3.81,1274,Arcticad18O
3.39,1273,Arcticad18O
3.48,1272,Arcticad18O
3.45,1271,Arcticad18O
3.54,1270,Arcticad18O
3.73,1269,Arcticad18O
3.32,1268,Arcticad18O
3.63,1267,Arcticad18O
3.41,1266,Arcticad18O
3.43,1265,Arcticad18O
3.72,1264,Arcticad18O
3.63,1263,Arcticad18O
3.65,1262,Arcticad18O
3.74,1261,Arcticad18O
3.28,1260,Arcticad18O
3.51,1259,Arcticad18O
3.98,1258,Arcticad18O
4.01,1257,Arcticad18O
4.02,1256,Arcticad18O
3.59,1255,Arcticad18O
3.92,1254,Arcticad18O
3.95,1253,Arcticad18O
3.98,1252,Arcticad18O
3.72,1251,Arcticad18O
3.07,1250,Arcticad18O
3.42,1249,Arcticad18O
3.12,1248,Arcticad18O
3.74,1247,Arcticad18O
3.73,1246,Arcticad18O
3.75,1245,Arcticad18O
3.53,1244,Arcticad18O
3.58,1243,Arcticad18O
3.92,1242,Arcticad18O
4,1241,Arcticad18O
3.4,1240,Arcticad18O
3,1239,Arcticad18O
3.08,1238,Arcticad18O
3.68,1237,Arcticad18O
4.05,1236,Arcticad18O
3.79,1235,Arcticad18O
3.65,1234,Arcticad18O
3.98,1233,Arcticad18O
3.68,1232,Arcticad18O
3.24,1231,Arcticad18O
3.56,1230,Arcticad18O
3.46,1229,Arcticad18O
3.65,1228,Arcticad18O
3.53,1227,Arcticad18O
3.41,1226,Arcticad18O
3.32,1225,Arcticad18O
3.22,1224,Arcticad18O
3.14,1223,Arcticad18O
3.12,1222,Arcticad18O
3.94,1221,Arcticad18O
3.52,1220,Arcticad18O
3.44,1219,Arcticad18O
3.63,1218,Arcticad18O
3.42,1217,Arcticad18O
