value,year,record
3.89,1216,Arcticad18O
3.76,1215,Arcticad18O
3.96,1214,Arcticad18O
3.52,1213,Arcticad18O
3.39,1212,Arcticad18O
3.39,1211,Arcticad18O
3.58,1210,Arcticad18O
3.27,1209,Arcticad18O
3.53,1208,Arcticad18O
3.28,1207,Arcticad18O
3.58,1206,Arcticad18O
3.58,1205,Arcticad18O
3.56,1204,Arcticad18O
3.67,1203,Arcticad18O
3.66,1202,Arcticad18O
3.76,1201,Arcticad18O
4.17,1200,Arcticad18O
4.08,1199,Arcticad18O
4.21,1198,Arcticad18O
3.93,1197,Arcticad18O
3.93,1196,Arcticad18O
3.59,1195,Arcticad18O
3.5,1194,Arcticad18O
3.45,1193,Arcticad18O
2.76,1192,Arcticad18O
3.52,1191,Arcticad18O
3.18,1190,Arcticad18O
3.44,1189,Arcticad18O
3.3,1188,Arcticad18O
3.22,1187,Arcticad18O
3.62,1186,Arcticad18O
3.78,1185,Arcticad18O
3.64,1184,Arcticad18O
3.57,1183,Arcticad18O
3.52,1182,Arcticad18O
3.73,1181,Arcticad18O
3.74,1180,Arcticad18O
3.19,1179,Arcticad18O
3.74,1178,Arcticad18O
3.36,1177,Arcticad18O
3.36,1176,Arcticad18O
3.96,1175,Arcticad18O
3.76,1174,Arcticad18O
3.74,1173,Arcticad18O
3.48,1172,Arcticad18O
3.77,1171,Arcticad18O
2.91,1170,Arcticad18O
3.55,1169,Arcticad18O
3.65,1168,Arcticad18O
3.71,1167,Arcticad18O
3.65,1166,Arcticad18O
3.86,1165,Arcticad18O
3.78,1164,Arcticad18O
3.68,1163,Arcticad18O
3.84,1162,Arcticad18O
3.8,1161,Arcticad18O
3.62,1160,Arcticad18O
3.65,1159,Arcticad18O
3.83,1158,Arcticad18O
3.45,1157,Arcticad18O
3.74,1156,Arcticad18O
3.66,1155,Arcticad18O
3.61,1154,Arcticad18O
3.61,1153,Arcticad18O
3.64,1152,Arcticad18O
3.65,1151,Arcticad18O
3.66,1150,Arcticad18O
3.56,1149,Arcticad18O
3.47,1148,Arcticad18O
3.86,1147,Arcticad18O
3.89,1146,Arcticad18O
3.49,1145,Arcticad18O
3.45,1144,Arcticad18O
3.71,1143,Arcticad18O
3.62,1142,Arcticad18O
3.88,1141,Arcticad18O
3.57,1140,Arcticad18O
3.77,1139,Arcticad18O
3.77,1138,Arcticad18O
3.58,1137,Arcticad18O
3.65,1136,Arcticad18O
3.6,1135,Arcticad18O
3.53,1134,Arcticad18O
3.55,1133,Arcticad18O
3.53,1132,Arcticad18O
3.71,1131,Arcticad18O
3.85,1130,Arcticad18O
3.71,1129,Arcticad18O
3.82,1128,Arcticad18O
3.77,1127,Arcticad18O
3.74,1126,Arcticad18O
3.69,1125,Arcticad18O
3.59,1124,Arcticad18O
3.49,1123,Arcticad18O
3.58,1122,Arcticad18O
3.56,1121,Arcticad18O
3.71,1120,Arcticad18O
3.72,1119,Arcticad18O
3.41,1118,Arcticad18O
3.53,1117,Arcticad18O
3.51,1116,Arcticad18O
3.68,1115,Arcticad18O
3.67,1114,Arcticad18O
3.33,1113,Arcticad18O
3.61,1112,Arcticad18O
3.49,1111,Arcticad18O
3.37,1110,Arcticad18O
3.5,1109,Arcticad18O
3.75,1108,Arcticad18O
3.33,1107,Arcticad18O
3.43,1106,Arcticad18O
3.78,1105,Arcticad18O
3.39,1104,Arcticad18O
3.57,1103,Arcticad18O
3.52,1102,Arcticad18O
3.56,1101,Arcticad18O
3.75,1100,Arcticad18O
3.78,1099,Arcticad18O
3.93,1098,Arcticad18O
3.72,1097,Arcticad18O
3.55,1096,Arcticad18O
3.59,1095,Arcticad18O
3.92,1094,Arcticad18O
3.74,1093,Arcticad18O
3.78,1092,Arcticad18O
3.73,1091,Arcticad18O
3.51,1090,Arcticad18O
3.78,1089,Arcticad18O
4.03,1088,Arcticad18O
4.02,1087,Arcticad18O
3.58,1086,Arcticad18O
3.64,1085,Arcticad18O
3.79,1084,Arcticad18O
3.96,1083,Arcticad18O
3.92,1082,Arcticad18O
4.1,1081,Arcticad18O
3.61,1080,Arcticad18O
3.3,1079,Arcticad18O
3.67,1078,Arcticad18O
4.01,1077,Arcticad18O
3.66,1076,Arcticad18O
3.89,1075,Arcticad18O
3.89,1074,Arcticad18O
3.87,1073,Arcticad18O
3.62,1072,Arcticad18O
3.61,1071,Arcticad18O
3.18,1070,Arcticad18O
3.55,1069,Arcticad18O
3.7,1068,Arcticad18O
3.77,1067,Arcticad18O
3.51,1066,Arcticad18O
3.35,1065,Arcticad18O
3.54,1064,Arcticad18O
3.66,1063,Arcticad18O
4.01,1062,Arcticad18O
3.49,1061,Arcticad18O
3.62,1060,Arcticad18O
3.65,1059,Arcticad18O
3.09,1058,Arcticad18O
3.09,1057,Arcticad18O
3.32,1056,Arcticad18O
3.55,1055,Arcticad18O
3.27,1054,Arcticad18O
3.36,1053,Arcticad18O
3.49,1052,Arcticad18O
3.47,1051,Arcticad18O
3.23,1050,Arcticad18O
3.32,1049,Arcticad18O
3.44,1048,Arcticad18O
2.78,1047,Arcticad18O
3.41,1046,Arcticad18O
3.35,1045,Arcticad18O
3.53,1044,Arcticad18O
3.47,1043,Arcticad18O
3.26,1042,Arcticad18O
3.24,1041,Arcticad18O
3.28,1040,Arcticad18O
3.25,1039,Arcticad18O
3.47,1038,Arcticad18O
3.29,1037,Arcticad18O
3.22,1036,Arcticad18O
3.2,1035,Arcticad18O
3.25,1034,Arcticad18O
3.06,1033,Arcticad18O
3.54,1032,Arcticad18O
3.55,1031,Arcticad18O
3.71,1030,Arcticad18O
3.36,1029,Arcticad18O
3.64,1028,Arcticad18O
3.67,1027,Arcticad18O
3.79,1026,Arcticad18O
3.57,1025,Arcticad18O
3.43,1024,Arcticad18O
3.12,1023,Arcticad18O
3.62,1022,Arcticad18O
3.46,1021,Arcticad18O
3.66,1020,Arcticad18O
3.55,1019,Arcticad18O
3.55,1018,Arcticad18O
3.6,1017,Arcticad18O
3.68,1016,Arcticad18O
3.68,1015,Arcticad18O
3.43,1014,Arcticad18O
3.65,1013,Arcticad18O
3.43,1012,Arcticad18O
3.46,1011,Arcticad18O
3.5,1010,Arcticad18O
3.74,1009,Arcticad18O
3.59,1008,Arcticad18O
3.59,1007,Arcticad18O
3.59,1006,Arcticad18O
3.34,1005,Arcticad18O
3,1004,Arcticad18O
3.26,1003,Arcticad18O
3.21,1002,Arcticad18O
3.1,1001,Arcticad18O
3.58,1000,Arcticad18O
3.45,999,Arcticad18O
3.33,998,Arcticad18O
3.21,997,Arcticad18O
3.52,996,Arcticad18O
3.16,995,Arcticad18O
2.99,994,Arcticad18O
3.67,993,Arcticad18O
3.62,992,Arcticad18O
3.44,991,Arcticad18O
3.63,990,Arcticad18O
3.6,989,Arcticad18O
3.43,988,Arcticad18O
3.79,987,Arcticad18O
3.63,986,Arcticad18O
3.64,985,Arcticad18O
3.6,984,Arcticad18O
3.03,983,Arcticad18O
3.84,982,Arcticad18O
3.59,981,Arcticad18O
3.51,980,Arcticad18O
3.46,979,Arcticad18O
3.49,978,Arcticad18O
3.56,977,Arcticad18O
3.68,976,Arcticad18O
3.43,975,Arcticad18O
3.72,974,Arcticad18O
3.42,973,Arcticad18O
3.3,972,Arcticad18O
3.35,971,Arcticad18O
3.44,970,Arcticad18O
3.95,969,Arcticad18O
3.43,968,Arcticad18O
3.31,967,Arcticad18O
3.8,966,Arcticad18O
3.39,965,Arcticad18O
3.7,964,Arcticad18O
3.31,963,Arcticad18O
3.12,962,Arcticad18O
3.27,961,Arcticad18O
3.27,960,Arcticad18O
3.25,959,Arcticad18O
3.25,958,Arcticad18O
3.56,957,Arcticad18O
3.87,956,Arcticad18O
4.18,955,Arcticad18O
3.61,954,Arcticad18O
3.5,953,Arcticad18O
2,2007,SeaIceIndex
1,2006,SeaIceIndex
3,2005,SeaIceIndex
0,2004,SeaIceIndex
0,2003,SeaIceIndex
1,2002,SeaIceIndex
1,2001,SeaIceIndex
3,2000,SeaIceIndex
1,1999,SeaIceIndex
4,1998,SeaIceIndex
3,1997,SeaIceIndex
4,1996,SeaIceIndex
3,1995,SeaIceIndex
2,1994,SeaIceIndex
3,1993,SeaIceIndex
1,1992,SeaIceIndex
3,1991,SeaIceIndex
2,1990,SeaIceIndex
2,1989,SeaIceIndex
4,1988,SeaIceIndex
3,1987,SeaIceIndex
2,1986,SeaIceIndex
0,1985,SeaIceIndex
2,1984,SeaIceIndex
1,1983,SeaIceIndex
3,1982,SeaIceIndex
1,1981,SeaIceIndex
0,1980,SeaIceIndex
5,1979,SeaIceIndex
0,1978,SeaIceIndex
3,1977,SeaIceIndex
1,1976,SeaIceIndex
4,1975,SeaIceIndex
2,1974,SeaIceIndex
2,1973,SeaIceIndex
1,1972,SeaIceIndex
3,1971,SeaIceIndex
5,1970,SeaIceIndex
4,1969,SeaIceIndex
9,1968,SeaIceIndex
4,1967,SeaIceIndex
2,1966,SeaIceIndex
6,1965,SeaIceIndex
3,1964,SeaIceIndex
2,1963,SeaIceIndex
1,1962,SeaIceIndex
1,1961,SeaIceIndex
2,1960,SeaIceIndex
0,1959,SeaIceIndex
0,1958,SeaIceIndex
0,1957,SeaIceIndex
0,1956,SeaIceIndex
1,1955,SeaIceIndex
0,1954,SeaIceIndex
1,1953,SeaIceIndex
1,1952,SeaIceIndex
1,1951,SeaIceIndex
1,1950,SeaIceIndex
4,1949,SeaIceIndex
2,1948,SeaIceIndex
0,1947,SeaIceIndex
1,1946,SeaIceIndex
1,1945,SeaIceIndex
4,1944,SeaIceIndex
4,1943,SeaIceIndex
0,1942,SeaIceIndex
0,1941,SeaIceIndex
1,1940,SeaIceIndex
1,1939,SeaIceIndex
3,1938,SeaIceIndex
1,1937,SeaIceIndex
1,1936,SeaIceIndex
0,1935,SeaIceIndex
1,1934,SeaIceIndex
3,1933,SeaIceIndex
3,1932,SeaIceIndex
0,1931,SeaIceIndex
1,1930,SeaIceIndex
2,1929,SeaIceIndex
2,1928,SeaIceIndex
0,1927,SeaIceIndex
0,1926,SeaIceIndex
1,1925,SeaIceIndex
1,1924,SeaIceIndex
3,1923,SeaIceIndex
0,1922,SeaIceIndex
3,1921,SeaIceIndex
2,1920,SeaIceIndex
4,1919,SeaIceIndex
3,1918,SeaIceIndex
6,1917,SeaIceIndex
5,1916,SeaIceIndex
6,1915,SeaIceIndex
5,1914,SeaIceIndex
4,1913,SeaIceIndex
1,1912,SeaIceIndex
8,1911,SeaIceIndex
2,1910,SeaIceIndex
2,1909,SeaIceIndex
3,1908,SeaIceIndex
4,1907,SeaIceIndex
3,1906,SeaIceIndex
2,1905,SeaIceIndex
2,1904,SeaIceIndex
5,1903,SeaIceIndex
8,1902,SeaIceIndex
4,1901,SeaIceIndex
3,1900,SeaIceIndex
3,1899,SeaIceIndex
3,1898,SeaIceIndex
2,1897,SeaIceIndex
4,1896,SeaIceIndex
4,1895,SeaIceIndex
3,1894,SeaIceIndex
3,1893,SeaIceIndex
8,1892,SeaIceIndex
5,1891,SeaIceIndex
3,1890,SeaIceIndex
3,1889,SeaIceIndex
10,1888,SeaIceIndex
7,1887,SeaIceIndex
5,1886,SeaIceIndex
3,1885,SeaIceIndex
1,1884,SeaIceIndex
6,1883,SeaIceIndex
8,1882,SeaIceIndex
6,1881,SeaIceIndex
2,1880,SeaIceIndex
3,1879,SeaIceIndex
6,1878,SeaIceIndex
3,1877,SeaIceIndex
6,1876,SeaIceIndex
3,1875,SeaIceIndex
5,1874,SeaIceIndex
3,1873,SeaIceIndex
5,1872,SeaIceIndex
4,1871,SeaIceIndex
5,1870,SeaIceIndex
7,1869,SeaIceIndex
4,1868,SeaIceIndex
5,1867,SeaIceIndex
8,1866,SeaIceIndex
2,1865,SeaIceIndex
1,1864,SeaIceIndex
2,1863,SeaIceIndex
3,1862,SeaIceIndex
1,1861,SeaIceIndex
5,1860,SeaIceIndex
9,1859,SeaIceIndex
5,1858,SeaIceIndex
4,1857,SeaIceIndex
2,1856,SeaIceIndex
4,1855,SeaIceIndex
1,1854,SeaIceIndex
3,1853,SeaIceIndex
2,1852,SeaIceIndex
1,1851,SeaIceIndex
2,1850,SeaIceIndex
0,1849,SeaIceIndex
1,1848,SeaIceIndex
0,1847,SeaIceIndex
2,1846,SeaIceIndex
0,1845,SeaIceIndex
1,1844,SeaIceIndex
2,1843,SeaIceIndex
0,1842,SeaIceIndex
0,1841,SeaIceIndex
8,1840,SeaIceIndex
4,1839,SeaIceIndex
2,1838,SeaIceIndex
8,1837,SeaIceIndex
5,1836,SeaIceIndex
10,1835,SeaIceIndex
3,1834,SeaIceIndex
1,1833,SeaIceIndex
4,1832,SeaIceIndex
1,1831,SeaIceIndex
5,1830,SeaIceIndex
4,1829,SeaIceIndex
0,1828,SeaIceIndex
8,1827,SeaIceIndex
0,1826,SeaIceIndex
4,1825,SeaIceIndex
1,1824,SeaIceIndex
0,1823,SeaIceIndex
5,1822,SeaIceIndex
7,1821,SeaIceIndex
1,1820,SeaIceIndex
3,1819,SeaIceIndex
1,1818,SeaIceIndex
9,1817,SeaIceIndex
4,1816,SeaIceIndex
0,1815,SeaIceIndex
1,1814,SeaIceIndex
0,1813,SeaIceIndex
9,1812,SeaIceIndex
10,1811,SeaIceIndex
2,1810,SeaIceIndex
1,1809,SeaIceIndex
10,1808,SeaIceIndex
10,1807,SeaIceIndex
3,1806,SeaIceIndex
0,1805,SeaIceIndex
4,1804,SeaIceIndex
3,1803,SeaIceIndex
6,1802,SeaIceIndex
7,1801,SeaIceIndex
0,1800,SeaIceIndex
1,1799,SeaIceIndex
7,1798,SeaIceIndex
0,1797,SeaIceIndex
6,1796,SeaIceIndex
0,1795,SeaIceIndex
1,1794,SeaIceIndex
1,1793,SeaIceIndex
6,1792,SeaIceIndex
10,1791,SeaIceIndex
1,1790,SeaIceIndex
4,1789,SeaIceIndex
2,1788,SeaIceIndex
3,1787,SeaIceIndex
2,1786,SeaIceIndex
5,1785,SeaIceIndex
7,1784,SeaIceIndex
6,1783,SeaIceIndex
12,1782,SeaIceIndex
4,1781,SeaIceIndex
0,1780,SeaIceIndex
0,1779,SeaIceIndex
2,1778,SeaIceIndex
2,1777,SeaIceIndex
2,1776,SeaIceIndex
2,1775,SeaIceIndex
2,1774,SeaIceIndex
1,1773,SeaIceIndex
9,1772,SeaIceIndex
1,1771,SeaIceIndex
4,1770,SeaIceIndex
1,1769,SeaIceIndex
0,1768,SeaIceIndex
1,1767,SeaIceIndex
4,1766,SeaIceIndex
0,1765,SeaIceIndex
1,1764,SeaIceIndex
0,1763,SeaIceIndex
0,1762,SeaIceIndex
0,1761,SeaIceIndex
1,1760,SeaIceIndex
4,1759,SeaIceIndex
2,1758,SeaIceIndex
4,1757,SeaIceIndex
0,1756,SeaIceIndex
0,1755,SeaIceIndex
0,1754,SeaIceIndex
0,1753,SeaIceIndex
0,1752,SeaIceIndex
2,1751,SeaIceIndex
6,1750,SeaIceIndex
1,1749,SeaIceIndex
1,1748,SeaIceIndex
0,1747,SeaIceIndex
0,1746,SeaIceIndex
5,1745,SeaIceIndex
0,1744,SeaIceIndex
2,1743,SeaIceIndex
3,1742,SeaIceIndex
2,1741,SeaIceIndex
0,1740,SeaIceIndex
0,1739,SeaIceIndex
0,1738,SeaIceIndex
0,1737,SeaIceIndex
0,1736,SeaIceIndex
1,1735,SeaIceIndex
0,1734,SeaIceIndex
1,1733,SeaIceIndex
5,1732,SeaIceIndex
0,1731,SeaIceIndex
0,1730,SeaIceIndex
6,1729,SeaIceIndex
6,1728,SeaIceIndex
1,1727,SeaIceIndex
2,1726,SeaIceIndex
5,1725,SeaIceIndex
0,1724,SeaIceIndex
0,1723,SeaIceIndex
0,1722,SeaIceIndex
0,1721,SeaIceIndex
0,1720,SeaIceIndex
0,1719,SeaIceIndex
1,1718,SeaIceIndex
1,1717,SeaIceIndex
0,1716,SeaIceIndex
0,1715,SeaIceIndex
6,1714,SeaIceIndex
0,1713,SeaIceIndex
0,1712,SeaIceIndex
0,1711,SeaIceIndex
0,1710,SeaIceIndex
0,1709,SeaIceIndex
3,1708,SeaIceIndex
0,1707,SeaIceIndex
2,1706,SeaIceIndex
6,1705,SeaIceIndex
0,1704,SeaIceIndex
2,1703,SeaIceIndex
0,1702,SeaIceIndex
1,1701,SeaIceIndex
0,1700,SeaIceIndex
4,1699,SeaIceIndex
0,1698,SeaIceIndex
1,1697,SeaIceIndex
0,1696,SeaIceIndex
8,1695,SeaIceIndex
7,1694,SeaIceIndex
0,1693,SeaIceIndex
2,1692,SeaIceIndex
0,1691,SeaIceIndex
0,1690,SeaIceIndex
0,1689,SeaIceIndex
4,1688,SeaIceIndex
0,1687,SeaIceIndex
0,1686,SeaIceIndex
3,1685,SeaIceIndex
4,1684,SeaIceIndex
3,1683,SeaIceIndex
0,1682,SeaIceIndex
0,1681,SeaIceIndex
0,1680,SeaIceIndex
0,1679,SeaIceIndex
0,1678,SeaIceIndex
0,1677,SeaIceIndex
0,1676,SeaIceIndex
0,1675,SeaIceIndex
0,1674,SeaIceIndex
0,1673,SeaIceIndex
4,1672,SeaIceIndex
0,1671,SeaIceIndex
0,1670,SeaIceIndex
0,1669,SeaIceIndex
0,1668,SeaIceIndex
0,1667,SeaIceIndex
0,1666,SeaIceIndex
2,1665,SeaIceIndex
0,1664,SeaIceIndex
0,1663,SeaIceIndex
1,1662,SeaIceIndex
2,1661,SeaIceIndex
0,1660,SeaIceIndex
0,1659,SeaIceIndex
0,1658,SeaIceIndex
0,1657,SeaIceIndex
0,1656,SeaIceIndex
0,1655,SeaIceIndex
0,1654,SeaIceIndex
0,1653,SeaIceIndex
0,1652,SeaIceIndex
0,1651,SeaIceIndex
1,1650,SeaIceIndex
0,1649,SeaIceIndex
6,1648,SeaIceIndex
0,1647,SeaIceIndex
0,1646,SeaIceIndex
0,1645,SeaIceIndex
0,1644,SeaIceIndex
0,1643,SeaIceIndex
0,1642,SeaIceIndex
0,1641,SeaIceIndex
0,1640,SeaIceIndex
8,1639,SeaIceIndex
0,1638,SeaIceIndex
0,1637,SeaIceIndex
1,1636,SeaIceIndex
0,1635,SeaIceIndex
0,1634,SeaIceIndex
6,1633,SeaIceIndex
0,1632,SeaIceIndex
0,1631,SeaIceIndex
0,1630,SeaIceIndex
1,1629,SeaIceIndex
3,1628,SeaIceIndex
0,1627,SeaIceIndex
2,1626,SeaIceIndex
6,1625,SeaIceIndex
1,1624,SeaIceIndex
0,1623,SeaIceIndex
1,1622,SeaIceIndex
0,1621,SeaIceIndex
0,1620,SeaIceIndex
1,1619,SeaIceIndex
1,1618,SeaIceIndex
0,1617,SeaIceIndex
0,1616,SeaIceIndex
8,1615,SeaIceIndex
0,1614,SeaIceIndex
0,1613,SeaIceIndex
2,1612,SeaIceIndex
0,1611,SeaIceIndex
4,1610,SeaIceIndex
0,1609,SeaIceIndex
2,1608,SeaIceIndex
0,1607,SeaIceIndex
0,1606,SeaIceIndex
8,1605,SeaIceIndex
2,1604,SeaIceIndex
0,1603,SeaIceIndex
6,1602,SeaIceIndex
0,1601,SeaIceIndex
0,1600,SeaIceIndex
6.59,-51,MD99-2275sstAlkenone
6.29,-48,MD99-2275sstAlkenone
6.99,-45,MD99-2275sstAlkenone
7.29,-43,MD99-2275sstAlkenone
8.29,-40,MD99-2275sstAlkenone
6.89,-37,MD99-2275sstAlkenone
6.89,-35,MD99-2275sstAlkenone
6.19,-32,MD99-2275sstAlkenone
5.99,-30,MD99-2275sstAlkenone
6.59,-27,MD99-2275sstAlkenone
6.69,-24,MD99-2275sstAlkenone
6.29,-22,MD99-2275sstAlkenone
5.39,-19,MD99-2275sstAlkenone
6.19,-17,MD99-2275sstAlkenone
6.79,-14,MD99-2275sstAlkenone
6.99,-10,MD99-2275sstAlkenone
6.29,-5,MD99-2275sstAlkenone
6.79,0,MD99-2275sstAlkenone
5.79,5,MD99-2275sstAlkenone
6.79,8,MD99-2275sstAlkenone
7.09,11,MD99-2275sstAlkenone
6.89,14,MD99-2275sstAlkenone
6.99,18,MD99-2275sstAlkenone
7.19,21,MD99-2275sstAlkenone
6.94,22,MD99-2275sstAlkenone
6.54,25,MD99-2275sstAlkenone
6.74,28,MD99-2275sstAlkenone
6.74,32,MD99-2275sstAlkenone
6.24,35,MD99-2275sstAlkenone
6.74,38,MD99-2275sstAlkenone
6.64,42,MD99-2275sstAlkenone
6.84,45,MD99-2275sstAlkenone
6.94,48,MD99-2275sstAlkenone
7.14,52,MD99-2275sstAlkenone
7.04,55,MD99-2275sstAlkenone
6.97,57,MD99-2275sstAlkenone
6.86,59,MD99-2275sstAlkenone
8.26,61,MD99-2275sstAlkenone
7.53,62,MD99-2275sstAlkenone
6.89,64,MD99-2275sstAlkenone
6.81,66,MD99-2275sstAlkenone
7.19,67,MD99-2275sstAlkenone
7.27,69,MD99-2275sstAlkenone
7.07,70,MD99-2275sstAlkenone
7.48,72,MD99-2275sstAlkenone
6.93,74,MD99-2275sstAlkenone
6.59,75,MD99-2275sstAlkenone
7.45,78,MD99-2275sstAlkenone
7.83,80,MD99-2275sstAlkenone
6.51,82,MD99-2275sstAlkenone
7.32,83,MD99-2275sstAlkenone
7.72,85,MD99-2275sstAlkenone
6.45,87,MD99-2275sstAlkenone
7.68,90,MD99-2275sstAlkenone
7.2,91,MD99-2275sstAlkenone
7.91,93,MD99-2275sstAlkenone
7.06,95,MD99-2275sstAlkenone
6.45,96,MD99-2275sstAlkenone
8.21,98,MD99-2275sstAlkenone
6.3,100,MD99-2275sstAlkenone
7.6,101,MD99-2275sstAlkenone
7.13,103,MD99-2275sstAlkenone
6.99,104,MD99-2275sstAlkenone
6.89,106,MD99-2275sstAlkenone
6.91,108,MD99-2275sstAlkenone
6.99,109,MD99-2275sstAlkenone
7.35,111,MD99-2275sstAlkenone
6.45,113,MD99-2275sstAlkenone
6.95,114,MD99-2275sstAlkenone
7.3,116,MD99-2275sstAlkenone
7.59,117,MD99-2275sstAlkenone
8.06,119,MD99-2275sstAlkenone
7.49,121,MD99-2275sstAlkenone
7.85,122,MD99-2275sstAlkenone
6.96,124,MD99-2275sstAlkenone
7.18,125,MD99-2275sstAlkenone
6.6,127,MD99-2275sstAlkenone
7.16,129,MD99-2275sstAlkenone
7.62,130,MD99-2275sstAlkenone
7.92,132,MD99-2275sstAlkenone
7.64,134,MD99-2275sstAlkenone
7.74,135,MD99-2275sstAlkenone
7.79,137,MD99-2275sstAlkenone
7.61,138,MD99-2275sstAlkenone
6.75,140,MD99-2275sstAlkenone
7.06,142,MD99-2275sstAlkenone
7.61,143,MD99-2275sstAlkenone
7.15,145,MD99-2275sstAlkenone
7.15,147,MD99-2275sstAlkenone
7.6,148,MD99-2275sstAlkenone
7.5,150,MD99-2275sstAlkenone
8.21,152,MD99-2275sstAlkenone
7.75,153,MD99-2275sstAlkenone
7.63,155,MD99-2275sstAlkenone
7.45,157,MD99-2275sstAlkenone
7.46,159,MD99-2275sstAlkenone
7.47,161,MD99-2275sstAlkenone
7.42,163,MD99-2275sstAlkenone
7.46,165,MD99-2275sstAlkenone
7.27,167,MD99-2275sstAlkenone
8.18,169,MD99-2275sstAlkenone
7.29,171,MD99-2275sstAlkenone
7.47,173,MD99-2275sstAlkenone
7.63,174,MD99-2275sstAlkenone
7.04,176,MD99-2275sstAlkenone
6.58,178,MD99-2275sstAlkenone
7.35,180,MD99-2275sstAlkenone
7.24,182,MD99-2275sstAlkenone
8.13,184,MD99-2275sstAlkenone
6.8,186,MD99-2275sstAlkenone
7.87,188,MD99-2275sstAlkenone
8.48,190,MD99-2275sstAlkenone
7.35,192,MD99-2275sstAlkenone
6.48,194,MD99-2275sstAlkenone
6.98,196,MD99-2275sstAlkenone
7.89,198,MD99-2275sstAlkenone
7.59,200,MD99-2275sstAlkenone
7.32,202,MD99-2275sstAlkenone
6.82,204,MD99-2275sstAlkenone
6.83,206,MD99-2275sstAlkenone
6.82,208,MD99-2275sstAlkenone
7.15,210,MD99-2275sstAlkenone
7.01,212,MD99-2275sstAlkenone
7.5,213,MD99-2275sstAlkenone
6.56,215,MD99-2275sstAlkenone
7.27,217,MD99-2275sstAlkenone
7.45,219,MD99-2275sstAlkenone
7.3,221,MD99-2275sstAlkenone
7.66,223,MD99-2275sstAlkenone
7.78,225,MD99-2275sstAlkenone
7.19,227,MD99-2275sstAlkenone
7.81,229,MD99-2275sstAlkenone
7.48,231,MD99-2275sstAlkenone
7.5,233,MD99-2275sstAlkenone
7.71,236,MD99-2275sstAlkenone
7.58,239,MD99-2275sstAlkenone
8.16,242,MD99-2275sstAlkenone
8.05,245,MD99-2275sstAlkenone
7.4,248,MD99-2275sstAlkenone
8.01,251,MD99-2275sstAlkenone
7.7,255,MD99-2275sstAlkenone
7.77,258,MD99-2275sstAlkenone
7.65,261,MD99-2275sstAlkenone
7.79,264,MD99-2275sstAlkenone
7.96,267,MD99-2275sstAlkenone
6.03,270,MD99-2275sstAlkenone
6.97,273,MD99-2275sstAlkenone
7.03,276,MD99-2275sstAlkenone
7.44,279,MD99-2275sstAlkenone
7.56,282,MD99-2275sstAlkenone
6.65,285,MD99-2275sstAlkenone
8.06,288,MD99-2275sstAlkenone
7.36,291,MD99-2275sstAlkenone
7.57,295,MD99-2275sstAlkenone
7.68,298,MD99-2275sstAlkenone
8.14,301,MD99-2275sstAlkenone
8.4,304,MD99-2275sstAlkenone
8.21,307,MD99-2275sstAlkenone
7.38,310,MD99-2275sstAlkenone
7.85,313,MD99-2275sstAlkenone
7.93,316,MD99-2275sstAlkenone
7.71,319,MD99-2275sstAlkenone
8.21,322,MD99-2275sstAlkenone
7.79,325,MD99-2275sstAlkenone
7.82,328,MD99-2275sstAlkenone
7.45,331,MD99-2275sstAlkenone
7.29,335,MD99-2275sstAlkenone
7.5,338,MD99-2275sstAlkenone
7.93,341,MD99-2275sstAlkenone
8.76,344,MD99-2275sstAlkenone
9.28,347,MD99-2275sstAlkenone
8.75,350,MD99-2275sstAlkenone
8.68,353,MD99-2275sstAlkenone
8.27,356,MD99-2275sstAlkenone
7.86,359,MD99-2275sstAlkenone
6.7,362,MD99-2275sstAlkenone
7.68,368,MD99-2275sstAlkenone
7.73,371,MD99-2275sstAlkenone
8.26,375,MD99-2275sstAlkenone
7.93,378,MD99-2275sstAlkenone
7.88,381,MD99-2275sstAlkenone
7.71,384,MD99-2275sstAlkenone
6.58,387,MD99-2275sstAlkenone
8.03,390,MD99-2275sstAlkenone
8.07,393,MD99-2275sstAlkenone
8.33,396,MD99-2275sstAlkenone
8.38,399,MD99-2275sstAlkenone
8.3,402,MD99-2275sstAlkenone
6.93,405,MD99-2275sstAlkenone
5.91,408,MD99-2275sstAlkenone
6.7,411,MD99-2275sstAlkenone
8.23,415,MD99-2275sstAlkenone
7.81,418,MD99-2275sstAlkenone
7.84,421,MD99-2275sstAlkenone
8.43,424,MD99-2275sstAlkenone
8.32,427,MD99-2275sstAlkenone
8.37,430,MD99-2275sstAlkenone
7.59,433,MD99-2275sstAlkenone
7.22,436,MD99-2275sstAlkenone
8.59,439,MD99-2275sstAlkenone
8.31,442,MD99-2275sstAlkenone
8.2,445,MD99-2275sstAlkenone
7.34,448,MD99-2275sstAlkenone
7.57,451,MD99-2275sstAlkenone
7.88,455,MD99-2275sstAlkenone
7.65,458,MD99-2275sstAlkenone
7.93,461,MD99-2275sstAlkenone
7.61,464,MD99-2275sstAlkenone
7.52,467,MD99-2275sstAlkenone
7.49,470,MD99-2275sstAlkenone
7.84,473,MD99-2275sstAlkenone
8.53,475,MD99-2275sstAlkenone
8.02,477,MD99-2275sstAlkenone
9.45,480,MD99-2275sstAlkenone
8.38,482,MD99-2275sstAlkenone
8.6,484,MD99-2275sstAlkenone
9.6,486,MD99-2275sstAlkenone
